Aggregator,AURC,AURC_std,EAURC,EAURC_std
Quantile fg. ratio,0.12842498740033464,0.01151171965218073,0.037783890710168314,0.005232774686111035
Equally-w. class avg.,0.1388036559355835,0.013134016819831916,0.048162559245417146,0.0073396509999645995
Imbalance-w. class avg.,0.1388036559355835,0.013134016819831916,0.048162559245417146,0.0073396509999645995
GMM_spatial,0.1420345063722379,0.011928595455428875,0.05139340968207155,0.006772435710728255
Patch 10,0.14464627203509323,0.013503918245518994,0.05400517534492688,0.00687292973058826
Patch 20,0.14601419196734713,0.01365450946700746,0.05537309527718079,0.006936715070154805
Mean,0.1462683223255196,0.013651602941239196,0.055627225635353245,0.006965803635801511
Quantile 0.75,0.1462683223255196,0.013651602941239196,0.055627225635353245,0.006965803635801511
Quantile 0.9,0.1462683223255196,0.013651602941239196,0.055627225635353245,0.006965803635801511
Patch 50,0.1462683223255196,0.013651602941239196,0.055627225635353245,0.006965803635801511
Quantile 0.6,0.1462683223255196,0.013651602941239196,0.055627225635353245,0.006965803635801511
GMM_pixel,0.15560993903687267,0.01537932701606588,0.06496884234670634,0.009464582324104695
GMM,0.1590094136760157,0.014664621027708642,0.06836831698584933,0.009100597780405702
Threshold 0.3,0.20671138182847507,0.02634338186359214,0.11607028513830871,0.020256991979072686
Threshold 0.5,0.25114885906878204,0.03514389213140572,0.16050776237861566,0.028961850913647627
Threshold 0.7,0.3172748358741942,0.04219108195718838,0.22663373918402785,0.03643078285858653
