Aggregator,AURC,AURC_std,EAURC,EAURC_std
Threshold 0.3,0.48606910265212033,0.01770808825317379,0.043417291233034463,0.01091685236292749
Threshold 0.5,0.4935919060752367,0.022924288007292848,0.05094009465615085,0.011252252178707813
Equally-w. class avg.,0.4958911747939507,0.01948266842932682,0.053239363374864804,0.007380617670115371
Quantile fg. ratio,0.5019081392724377,0.01809318347431397,0.05925632785335187,0.009513647404562843
Quantile 0.9,0.5070838538513485,0.01786046191524945,0.06443204243226264,0.009786299129703803
GMM,0.5086125950428916,0.021580075228585193,0.06596078362380581,0.012773211507697552
Patch 20,0.5123987826751161,0.024259397534963808,0.0697469712560302,0.014383784606222446
GMM_spatial,0.5159194798270823,0.01696882987614233,0.07326766840799655,0.012513650140048151
GMM_pixel,0.5247663695501242,0.020967575587091544,0.08211455813103831,0.01388230676731263
Patch 50,0.5250912937455467,0.020678317190692918,0.08243948232646091,0.013494938554416813
Quantile 0.75,0.5255504437975229,0.01767352713507715,0.082898632378437,0.01093621958251995
Quantile 0.6,0.5371272758252655,0.018043318324555177,0.09447546440617981,0.01201875928870684
Patch 10,0.5437057059248782,0.022299473805092358,0.1010538945057924,0.01356209399319645
Imbalance-w. class avg.,0.5678292050083651,0.017182387714208516,0.12517739358927923,0.014654927103302993
Mean,0.5692198740896238,0.01684265125807929,0.126568062670538,0.014465203384189995
Threshold 0.7,0.5740516501161906,0.01626031862098186,0.13139983869710484,0.014296330995784751
