Aggregator,AURC,AURC_std,EAURC,EAURC_std
Equally-w. class avg.,0.33921813580454985,0.009853635988150032,0.031363630919347955,0.004085740464357758
GMM_spatial,0.3462262320942085,0.009468130087297513,0.03837172720900668,0.0047865298151390885
GMM,0.357989398052532,0.007213492382607187,0.05013489316733016,0.004711045795317176
Imbalance-w. class avg.,0.37119474035685507,0.010153226412768666,0.06334023547165317,0.006053878328670416
Mean,0.37201428361136113,0.009857143567242894,0.0641597787261592,0.005993166521346936
Quantile fg. ratio,0.3816449092468555,0.01074939127499935,0.0737904043616536,0.006361550005501757
GMM_pixel,0.385461161841566,0.008167687611649991,0.07760665695636408,0.006770343634520075
Quantile 0.6,0.3884629570478779,0.010102179483536129,0.08060845216267606,0.007141534134311283
Quantile 0.75,0.3952684433914449,0.010300348703247671,0.08741393850624306,0.0078259391563061
Quantile 0.9,0.40364778883545965,0.010567926990616148,0.09579328395025774,0.008179477543591567
Patch 10,0.4038988635224277,0.011116988991754728,0.0960443586372258,0.008649351282701345
Patch 50,0.40430341903119765,0.010860856993170609,0.09644891414599575,0.008808451177686928
Patch 20,0.4063465745817854,0.011072090155556099,0.09849206969658354,0.008595248021930126
Threshold 0.3,0.4065926317119397,0.010789641755378427,0.09873812682673787,0.008891795016124589
Threshold 0.5,0.4068318513059195,0.012396567994397673,0.09897734642071764,0.009040228879931778
Threshold 0.7,0.4146428060719294,0.012645543691226366,0.10678830118672752,0.009374895503877602
