feature,mode,auroc,delta
ALL_FEATURES,baseline,0.6470238095238094,0.0
moran,removal,0.7023809523809524,0.055357142857142994
entropy,removal,0.6535714285714286,0.006547619047619135
eds,removal,0.7107142857142857,0.0636904761904763
mean,removal,0.6464285714285714,-0.0005952380952380931
above_threshold_mean_0.3,removal,0.6107142857142858,-0.03630952380952368
above_threshold_mean_0.5,removal,0.6988095238095238,0.051785714285714324
above_threshold_mean_0.7,removal,0.6863095238095238,0.03928571428571437
above_threshold_mean_0.9,removal,0.5904761904761905,-0.05654761904761896
above_threshold_mean_0.95,removal,0.6113095238095237,-0.0357142857142857
above_quantile_mean_0.3,removal,0.719642857142857,0.07261904761904758
above_quantile_mean_0.5,removal,0.6434523809523809,-0.0035714285714285587
above_quantile_mean_0.7,removal,0.7172619047619048,0.07023809523809532
above_quantile_mean_0.9,removal,0.5833333333333334,-0.06369047619047608
above_quantile_mean_fg_ratio,removal,0.6720238095238096,0.025000000000000133
patch_aggregation_10,removal,0.7047619047619047,0.057738095238095255
patch_aggregation_20,removal,0.6851190476190476,0.03809523809523818
patch_aggregation_40,removal,0.6357142857142857,-0.01130952380952377
patch_aggregation_80,removal,0.5726190476190477,-0.07440476190476175
patch_aggregation_100,removal,0.6761904761904762,0.029166666666666785
"class_mean_w_equal_weights_configurable_{'include_background': False, 'ignore_index': 0}",removal,0.6851190476190476,0.03809523809523818
"class_mean_weighted_by_occurrence_configurable_{'include_background': False, 'ignore_index': 0}",removal,0.6541666666666667,0.0071428571428572285
moran,standalone,0.7148809523809523,0.06785714285714284
entropy,standalone,0.7845238095238096,0.13750000000000018
eds,standalone,0.4517857142857143,-0.19523809523809516
mean,standalone,0.5607142857142857,-0.08630952380952372
above_threshold_mean_0.3,standalone,0.5601190476190476,-0.08690476190476182
above_threshold_mean_0.5,standalone,0.5482142857142857,-0.09880952380952379
above_threshold_mean_0.7,standalone,0.5,-0.14702380952380945
above_threshold_mean_0.9,standalone,0.5,-0.14702380952380945
above_threshold_mean_0.95,standalone,0.5,-0.14702380952380945
above_quantile_mean_0.3,standalone,0.5607142857142857,-0.08630952380952372
above_quantile_mean_0.5,standalone,0.5607142857142857,-0.08630952380952372
above_quantile_mean_0.7,standalone,0.5607142857142857,-0.08630952380952372
above_quantile_mean_0.9,standalone,0.5613095238095238,-0.08571428571428563
above_quantile_mean_fg_ratio,standalone,0.8857142857142857,0.23869047619047623
patch_aggregation_10,standalone,0.7244047619047619,0.07738095238095244
patch_aggregation_20,standalone,0.575,-0.07202380952380949
patch_aggregation_40,standalone,0.5613095238095238,-0.08571428571428563
patch_aggregation_80,standalone,0.5607142857142857,-0.08630952380952372
patch_aggregation_100,standalone,0.5607142857142857,-0.08630952380952372
"class_mean_w_equal_weights_configurable_{'include_background': False, 'ignore_index': 0}",standalone,0.8785714285714286,0.2315476190476191
"class_mean_weighted_by_occurrence_configurable_{'include_background': False, 'ignore_index': 0}",standalone,0.8785714285714286,0.2315476190476191
