Coverage,Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Mean (Mean Risk),Mean (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),GMM (Mean Risk),GMM (Std Dev)
0.0,0.05219149589538574,0.0,0.05219149589538574,0.0,0.05219149589538574,0.0,0.0038143396377563477,0.0,0.0038143396377563477,0.0,0.0038143396377563477,0.0,0.03307604789733887,0.0,0.03307604789733887,0.0,0.03307604789733887,0.0,0.0499686598777771,0.0,0.03307604789733887,0.0,0.03307604789733887,0.0,0.03307604789733887,0.0,0.08400273323059082,0.0
0.041666666666666664,0.05219149589538574,0.0,0.05219149589538574,0.0,0.05219149589538574,0.0,0.0038143396377563477,0.0,0.0038143396377563477,0.0,0.0038143396377563477,0.0,0.03307604789733887,0.0,0.03307604789733887,0.0,0.03307604789733887,0.0,0.0499686598777771,0.0,0.03307604789733887,0.0,0.03307604789733887,0.0,0.03307604789733887,0.0,0.08400273323059082,0.0
0.08333333333333333,0.03895676136016846,0.0,0.03895676136016846,0.0,0.042633771896362305,0.0,0.005286812782287598,0.0,0.016339778900146484,0.0,0.016339778900146484,0.0,0.042633771896362305,0.0,0.019071191549301147,0.0,0.019071191549301147,0.0,0.04152235388755798,0.0,0.02939903736114502,0.0,0.019917666912078857,0.0,0.02939903736114502,0.0,0.18426179885864258,0.0
0.125,0.027659952640533447,0.0,0.027659952640533447,0.0,0.030111292997996014,0.0,0.014549891153971354,0.0,0.013146281242370605,0.0,0.02658124764760335,0.0,0.030111292997996014,0.0,0.030111292997996014,0.0,0.030111292997996014,0.0,0.029370347658793133,0.0,0.03699652353922526,0.0,0.02185245354970296,0.0,0.02185245354970296,0.0,0.1394974191983541,0.0
0.16666666666666666,0.03323712944984436,0.0,0.03323712944984436,0.0,0.029013976454734802,0.0,0.01748652756214142,0.0,0.016290217638015747,0.0,0.026366442441940308,0.0,0.029013976454734802,0.0,0.029013976454734802,0.0,0.029013976454734802,0.0,0.02845826745033264,0.0,0.029013976454734802,0.0,0.029437214136123657,0.0,0.09016221761703491,0.0,0.21648180484771729,0.0
0.20833333333333334,0.032362747192382815,0.0,0.032362747192382815,0.0,0.03320491313934326,0.0,0.01976226568222046,0.0,0.01829146146774292,0.0,0.022445011138916015,0.0,0.03320491313934326,0.0,0.03320491313934326,0.0,0.082229483127594,0.0,0.028025901317596434,0.0,0.09970377683639527,0.0,0.033543503284454344,0.0,0.1616167664527893,0.0,0.26424856185913087,0.0
0.25,0.032481630643208824,0.0,0.032481630643208824,0.0,0.07685267925262451,0.0,0.02075555920600891,0.0,0.023086915413538616,0.0,0.023086915413538616,0.0,0.07685267925262451,0.0,0.07685267925262451,0.0,0.07685267925262451,0.0,0.03205350041389465,0.0,0.08421302835146587,0.0,0.04195337494214376,0.0,0.14300874869028726,0.0,0.22805116573969522,0.0
0.2916666666666667,0.03984178815569196,0.0,0.03984178815569196,0.0,0.07787411553519112,0.0,0.024928859301975796,0.0,0.026927164622715542,0.0,0.020512546811785017,0.0,0.07787411553519112,0.0,0.07787411553519112,0.0,0.07787411553519112,0.0,0.031598031520843506,0.0,0.07890605075018746,0.0,0.039716669491359165,0.0,0.19778453026499068,0.0,0.19643804005214147,0.0
0.3333333333333333,0.035706475377082825,0.0,0.035706475377082825,0.0,0.13663490489125252,0.0,0.05737785995006561,0.0,0.024194560945034027,0.0,0.06575635075569153,0.0,0.13663490489125252,0.0,0.13663490489125252,0.0,0.13663490489125252,0.0,0.028493188321590424,0.0,0.07954313606023788,0.0,0.0353853777050972,0.0,0.22086933627724648,0.0,0.1725165769457817,0.0
0.375,0.03696844312879774,0.0,0.03696844312879774,0.0,0.1266826026969486,0.0,0.05623189608256022,0.0,0.05311970578299628,0.0,0.064249144660102,0.0,0.1266826026969486,0.0,0.1266826026969486,0.0,0.1266826026969486,0.0,0.034660915533701576,0.0,0.07362683614095052,0.0,0.06424161460664538,0.0,0.19689122504658169,0.0,0.21184131503105164,0.0
0.4166666666666667,0.06278074979782104,0.0,0.06278074979782104,0.0,0.1146902710199356,0.0,0.05106042623519898,0.0,0.05111533999443054,0.0,0.05827594995498657,0.0,0.1146902710199356,0.0,0.1146902710199356,0.0,0.11664398610591889,0.0,0.03590124249458313,0.0,0.0666455864906311,0.0,0.11046137511730195,0.0,0.1824212521314621,0.0,0.22890348136425018,0.0
0.4583333333333333,0.1068879934874448,0.0,0.1068879934874448,0.0,0.1521219936284152,0.0,0.04687914523211392,0.0,0.04687914523211392,0.0,0.057520741766149346,0.0,0.1521219936284152,0.0,0.1521219936284152,0.0,0.10665446790781888,0.0,0.05850302631204778,0.0,0.10844500769268382,0.0,0.14109533754262057,0.0,0.1701160642233762,0.0,0.23492057486013931,0.0
0.5,0.11948326975107193,0.0,0.11948326975107193,0.0,0.1713170756896337,0.0,0.07484446465969086,0.0,0.04732184112071991,0.0,0.05460386971632639,0.0,0.1713170756896337,0.0,0.14163653055826822,0.0,0.14163653055826822,0.0,0.07513038317362468,0.0,0.09978435685237248,0.0,0.13174282759428024,0.0,0.16293995330731073,0.0,0.21969315161307654,0.0
0.5416666666666666,0.1123150518307319,0.0,0.1123150518307319,0.0,0.16016164192786583,0.0,0.07310192860089816,0.0,0.07310192860089816,0.0,0.07310291895499596,0.0,0.16016164192786583,0.0,0.16016164192786583,0.0,0.16016164192786583,0.0,0.14620369290843463,0.0,0.12652671107879052,0.0,0.12522908586722153,0.0,0.15242891357495233,0.0,0.24494448074927697,0.0
0.5833333333333334,0.17565564882326207,0.0,0.17565564882326207,0.0,0.1671523324080876,0.0,0.0889583272593362,0.0,0.069488810641425,0.0,0.10702131262847356,0.0,0.15078332594462804,0.0,0.15078332594462804,0.0,0.1489939774785723,0.0,0.17490060272809518,0.0,0.13781200775078364,0.0,0.13660707005432673,0.0,0.16186405292579106,0.0,0.22928573404039657,0.0
0.625,0.19904122021592532,0.0,0.19904122021592532,0.0,0.1579331914583842,0.0,0.08452899058659871,0.0,0.08452899058659871,0.0,0.130240931113561,0.0,0.1579331914583842,0.0,0.1579331914583842,0.0,0.14098539352416992,0.0,0.16354170905348533,0.0,0.1305488884449005,0.0,0.1529974639415741,0.0,0.1529974639415741,0.0,0.2159243663152059,0.0
0.6666666666666666,0.2105050801001198,0.0,0.2105050801001198,0.0,0.17602705210447311,0.0,0.09318765625357628,0.0,0.08449609950184822,0.0,0.12735104374587536,0.0,0.17602705210447311,0.0,0.16584492102265358,0.0,0.1499563604593277,0.0,0.17176357160133193,0.0,0.14083280228078365,0.0,0.1436735186725855,0.0,0.1718923468142748,0.0,0.20407262071967125,0.0
0.7083333333333334,0.21485894976991832,0.0,0.21485894976991832,0.0,0.19245578962213852,0.0,0.0926473666639889,0.0,0.0926473666639889,0.0,0.12180545575478498,0.0,0.1824090410681332,0.0,0.1824090410681332,0.0,0.15631371035295374,0.0,0.1879795357304187,0.0,0.13548785272766561,0.0,0.13548785272766561,0.0,0.17695934456937454,0.0,0.20724666118621826,0.0
0.75,0.22777983932691212,0.0,0.22777983932691212,0.0,0.19757051600350273,0.0,0.11674691405561236,0.0,0.11674691405561236,0.0,0.12743113272719914,0.0,0.19757051600350273,0.0,0.19757051600350273,0.0,0.17248711321089003,0.0,0.19878417143223082,0.0,0.1299216929409239,0.0,0.14229582250118256,0.0,0.16737922529379526,0.0,0.19757051600350273,0.0
0.7916666666666666,0.2397554051468002,0.0,0.2397554051468002,0.0,0.2397554051468002,0.0,0.13456631804767408,0.0,0.1394423622834055,0.0,0.13569901334611992,0.0,0.2397554051468002,0.0,0.2397554051468002,0.0,0.18737282251056872,0.0,0.21228582503604948,0.0,0.13666430429408424,0.0,0.13666430429408424,0.0,0.15877054710137217,0.0,0.2397554051468002,0.0
0.8333333333333334,0.22799349476990755,0.0,0.22799349476990755,0.0,0.22799349476990755,0.0,0.1502097502350807,0.0,0.15523602366447448,0.0,0.15128581076860428,0.0,0.22799349476990755,0.0,0.227958351871348,0.0,0.227958351871348,0.0,0.20186225076613482,0.0,0.1525968685746193,0.0,0.1525968685746193,0.0,0.17823004126548767,0.0,0.22799349476990755,0.0
0.875,0.227758930316971,0.0,0.227758930316971,0.0,0.21731829690647178,0.0,0.16915025881358556,0.0,0.16915025881358556,0.0,0.16915025881358556,0.0,0.21731829690647178,0.0,0.21731829690647178,0.0,0.21731829690647178,0.0,0.21731829690647178,0.0,0.17142370485124134,0.0,0.17142370485124134,0.0,0.17142370485124134,0.0,0.2182089605984012,0.0
0.9166666666666666,0.21842980971930295,0.0,0.21842980971930295,0.0,0.21757963074064304,0.0,0.1630660187114369,0.0,0.1630660187114369,0.0,0.1630660187114369,0.0,0.21757963074064304,0.0,0.21757963074064304,0.0,0.2084637505547355,0.0,0.20904460052737373,0.0,0.1737711565061049,0.0,0.1737711565061049,0.0,0.16465527632019736,0.0,0.21842980971930295,0.0
0.9583333333333334,0.2090987023244531,0.0,0.2090987023244531,0.0,0.2090987023244531,0.0,0.1671949443609818,0.0,0.1671949443609818,0.0,0.19941460092946806,0.0,0.2090987023244531,0.0,0.2090987023244531,0.0,0.2090987023244531,0.0,0.2009347603813259,0.0,0.1671949443609818,0.0,0.1671949443609818,0.0,0.1671949443609818,0.0,0.2090987023244531,0.0
1.0,0.20185696375119733,0.0,0.20185696375119733,0.0,0.20185696375119733,0.0,0.20185696375119733,0.0,0.20185696375119733,0.0,0.20185696375119733,0.0,0.20185696375119733,0.0,0.20185696375119733,0.0,0.20185696375119733,0.0,0.20185696375119733,0.0,0.20185696375119733,0.0,0.20185696375119733,0.0,0.20185696375119733,0.0,0.20185696375119733,0.0
0.0,0.05219149589538574,0.0,0.05219149589538574,0.0,0.05982053279876709,0.0,0.0038143396377563477,0.0,0.0038143396377563477,0.0,0.0038143396377563477,0.0,0.05982053279876709,0.0,0.05982053279876709,0.0,0.03307604789733887,0.0,0.02248823642730713,0.0,0.03307604789733887,0.0,0.03307604789733887,0.0,0.03307604789733887,0.0,0.08400273323059082,0.0
0.02127659574468085,0.05219149589538574,0.0,0.05219149589538574,0.0,0.05982053279876709,0.0,0.0038143396377563477,0.0,0.0038143396377563477,0.0,0.0038143396377563477,0.0,0.05982053279876709,0.0,0.05982053279876709,0.0,0.03307604789733887,0.0,0.02248823642730713,0.0,0.03307604789733887,0.0,0.03307604789733887,0.0,0.03307604789733887,0.0,0.08400273323059082,0.0
0.0425531914893617,0.04041951894760132,0.0,0.04041951894760132,0.0,0.056006014347076416,0.0,0.08701902627944946,0.0,0.008326083421707153,0.0,0.008326083421707153,0.0,0.04644829034805298,0.0,0.04644829034805298,0.0,0.03957745432853699,0.0,0.036228448152542114,0.0,0.02939903736114502,0.0,0.04644829034805298,0.0,0.03957745432853699,0.0,0.18426179885864258,0.0
0.06382978723404255,0.035520354906717934,0.0,0.035520354906717934,0.0,0.04688652356465658,0.0,0.06513657172520955,0.0,0.012674609820048014,0.0,0.015172461668650309,0.0,0.0483626921971639,0.0,0.0499959389368693,0.0,0.04632514715194702,0.0,0.035177648067474365,0.0,0.27151008943716687,0.0,0.28287625809510547,0.0,0.04632514715194702,0.0,0.1394974191983541,0.0
0.0851063829787234,0.02790684998035431,0.0,0.02790684998035431,0.0,0.04343390464782715,0.0,0.05447448790073395,0.0,0.052061885595321655,0.0,0.016722261905670166,0.0,0.04343390464782715,0.0,0.038763538002967834,0.0,0.049016669392585754,0.0,0.02764981985092163,0.0,0.21079445257782936,0.0,0.21384701505303383,0.0,0.03668086230754852,0.0,0.10751217603683472,0.0
0.10638297872340426,0.02489304542541504,0.0,0.02489304542541504,0.0,0.03576039075851441,0.0,0.05094912052154541,0.0,0.04742255210876465,0.0,0.02279064655303955,0.0,0.04616537094116211,0.0,0.04022660255432129,0.0,0.04022660255432129,0.0,0.02726426124572754,0.0,0.3444780454039574,0.0,0.1762220174074173,0.0,0.03448909521102905,0.0,0.17549673318862916,0.0
0.1276595744680851,0.030714293320973713,0.0,0.030714293320973713,0.0,0.03408733010292053,0.0,0.04358414808909098,0.0,0.040645341078440346,0.0,0.023279209931691486,0.0,0.03931553165117899,0.0,0.042220751444498696,0.0,0.034813503424326576,0.0,0.027494808038075764,0.0,0.28835637246568996,0.0,0.15162627150615057,0.0,0.0323028564453125,0.0,0.1961375375588735,0.0
