,auroc_spatial,auroc_magnitude,auroc_all
beta,0.8492682926829269,1.0,1.0
quantile,0.9785365853658536,0.9746341463414634,0.9902439024390244
standardize,0.8717073170731707,1.0,1.0
identity,0.9917073170731707,0.9965853658536585,0.9990243902439024
