,auroc_spatial,auroc_magnitude,auroc_all
beta,0.7327999999999999,0.7847999999999999,0.8424
quantile,0.7248,0.6815999999999999,0.7312
standardize,0.7335999999999999,0.7576,0.8455999999999999
identity,0.8568000000000001,0.7272000000000001,0.8704000000000001
