,auroc_spatial,auroc_magnitude,auroc_all
beta,1.0,0.722404232032105,0.9998810653046334
quantile,1.0,0.6057993433053631,0.9991776723823422
standardize,1.0,0.7687508208682962,0.9958409339657059
identity,1.0,0.773388544326888,0.9996898941991974
