,auroc_spatial,auroc_magnitude,auroc_all
beta,0.4067648599871922,0.4933777726028992,0.5019284508354196
quantile,0.42278919485358324,0.5958258135879373,0.5823775979507481
standardize,0.41886679862606974,0.45629329917913486,0.4458578331489783
identity,0.4198783256680445,0.45927694009431214,0.46210776037724866
