,auroc_spatial,auroc_magnitude,auroc_all
beta,0.3778308202829366,0.49250451184723754,0.4937561855970193
quantile,0.4214647493741631,0.5926093031379169,0.5548116667636956
standardize,0.41500989695523083,0.42964429178552715,0.4287419223380101
identity,0.4146023752692554,0.4296297374395995,0.4331664435000292
