,auroc_spatial,auroc_magnitude,auroc_all
beta,0.6475958612294582,0.8376952728748225,0.8283627510651248
quantile,0.693852708460134,0.7956989247311828,0.7658754311219315
standardize,0.783323189287888,0.9011969973625482,0.8839521201054981
identity,0.7490363156826942,0.9040373300872387,0.8734023128423615
