,auroc_spatial,auroc_magnitude,auroc_all
beta,0.8243640287769783,0.9998627338129497,0.999825035971223
quantile,0.7962379856115107,0.9999392805755395,0.9999309352517987
standardize,0.7791982733812949,0.9996673381294964,0.9996339568345323
identity,0.778471654676259,0.9979326618705037,0.9980089208633094
