,auroc_spatial,auroc_magnitude,auroc_all
beta,0.5791666666666666,0.5553571428571428,0.6315476190476191
quantile,0.5732142857142857,0.6035714285714285,0.6053571428571428
standardize,0.5767857142857142,0.5761904761904763,0.5547619047619048
identity,0.5958333333333333,0.6226190476190476,0.6654761904761904
