,auroc_spatial,auroc_magnitude,auroc_all
beta,0.9334784712143204,0.9612965650701499,0.978471214320271
quantile,0.4259796806966618,0.7781809385582971,0.8555878084179972
standardize,0.8514755684567006,0.9112239961296565,0.9540396710208032
identity,0.7293178519593614,0.9194484760522496,0.9257377842283503
