,auroc_spatial,auroc_magnitude,auroc_all
beta,0.5024887931536357,0.440210746929033,0.43655760610118177
quantile,0.5480875589451011,0.575726261861792,0.5422949292658787
standardize,0.5153548349537171,0.4623333527391279,0.45444489724631776
identity,0.5097659661174827,0.4493217674797695,0.4658555044536299
