,auroc_spatial,auroc_magnitude,auroc_all
beta,0.8442553191489361,0.9889361702127659,0.9948936170212765
quantile,0.977872340425532,0.945531914893617,0.9770212765957447
standardize,0.8212765957446808,0.988936170212766,0.9923404255319148
identity,0.9787234042553191,0.9872340425531914,0.9923404255319149
