,auroc_spatial,auroc_magnitude,auroc_all
beta,0.5032165104500204,0.44465709960994354,0.4416370728299471
quantile,0.5388309949350876,0.5652907958316353,0.521977062350818
standardize,0.5112359550561798,0.5212930080922162,0.5516024334866392
identity,0.4955900331839087,0.4939017290562962,0.48771613203702624
