,auroc_spatial,auroc_magnitude,auroc_all
beta,0.5133026721779123,0.5651306980264308,0.5629475461372766
quantile,0.4179571520055889,0.5960441287768529,0.5958403679338651
standardize,0.5271293008092216,0.49285381614950224,0.46288641788438023
identity,0.5269546486580893,0.48317517610758576,0.45400826686848694
