,auroc_spatial,auroc_magnitude,auroc_all
beta,0.378187401758165,0.4824911218489841,0.4801769808464808
quantile,0.3970862199452757,0.5524393083774816,0.5352651801828027
standardize,0.41383827210805146,0.4329262967922222,0.4356988996914479
identity,0.4133434243465099,0.4467165395587122,0.4473132677417477
