,auroc_spatial,auroc_magnitude,auroc_all
beta,0.7754108338405356,0.8942990464597281,0.8729965510245485
quantile,0.7608034083992696,0.7900182592818016,0.7948874010955569
standardize,0.8261310610671536,0.890850071008318,0.8581862446743761
identity,0.8010752688172043,0.8734023128423615,0.847839318320146
