,auroc_spatial,auroc_magnitude,auroc_all
beta,0.48099202421843157,0.5645339698433952,0.5562962100483204
quantile,0.4169237934447225,0.583760260813879,0.5899167491412936
standardize,0.4548815276241486,0.4299499330500086,0.40568783838854283
identity,0.4477062350817954,0.43089596553530884,0.41335797869243757
