,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
mean,1.0,0.09000584515025405,,,,,1.0,1.0,1.0,1.0,0.37447405329593264,0.6259934548854604,0.9593267882187937,1.0,1.0,1.0,0.3389434315100514,0.3389434315100514
above_threshold_mean_0.3,0.09000584515025405,1.0,,,,,0.09000584515025405,0.09000584515025405,0.09000584515025405,0.09000584515025405,0.05073056726650683,0.1255406203784063,0.0942139106377984,0.09000584515025405,0.09000584515025405,0.09000584515025405,0.04558737611506374,0.04558737611506374
above_threshold_mean_0.5,,,1.0,,,,,,,,,,,,,,,
above_threshold_mean_0.7,,,,1.0,,,,,,,,,,,,,,
above_threshold_mean_0.9,,,,,1.0,,,,,,,,,,,,,
above_threshold_mean_0.95,,,,,,1.0,,,,,,,,,,,,
above_quantile_mean_0.3,1.0,0.09000584515025405,,,,,1.0,1.0,1.0,1.0,0.37447405329593264,0.6259934548854604,0.9593267882187937,1.0,1.0,1.0,0.3389434315100514,0.3389434315100514
above_quantile_mean_0.5,1.0,0.09000584515025405,,,,,1.0,1.0,1.0,1.0,0.37447405329593264,0.6259934548854604,0.9593267882187937,1.0,1.0,1.0,0.3389434315100514,0.3389434315100514
above_quantile_mean_0.7,1.0,0.09000584515025405,,,,,1.0,1.0,1.0,1.0,0.37447405329593264,0.6259934548854604,0.9593267882187937,1.0,1.0,1.0,0.3389434315100514,0.3389434315100514
above_quantile_mean_0.9,1.0,0.09000584515025405,,,,,1.0,1.0,1.0,1.0,0.37447405329593264,0.6259934548854604,0.9593267882187937,1.0,1.0,1.0,0.3389434315100514,0.3389434315100514
above_quantile_mean_fg_ratio,0.37447405329593264,0.05073056726650683,,,,,0.37447405329593264,0.37447405329593264,0.37447405329593264,0.37447405329593264,1.0,0.6671341748480598,0.40953716690042075,0.37447405329593264,0.37447405329593264,0.37447405329593264,0.6661991584852734,0.6661991584852734
patch_aggregation_10,0.6259934548854604,0.1255406203784063,,,,,0.6259934548854604,0.6259934548854604,0.6259934548854604,0.6259934548854604,0.6671341748480598,1.0,0.648901355773726,0.6259934548854604,0.6259934548854604,0.6259934548854604,0.5596072931276297,0.5596072931276297
patch_aggregation_20,0.9593267882187937,0.0942139106377984,,,,,0.9593267882187937,0.9593267882187937,0.9593267882187937,0.9593267882187937,0.40953716690042075,0.648901355773726,1.0,0.9593267882187937,0.9593267882187937,0.9593267882187937,0.3599812996727442,0.3599812996727442
patch_aggregation_40,1.0,0.09000584515025405,,,,,1.0,1.0,1.0,1.0,0.37447405329593264,0.6259934548854604,0.9593267882187937,1.0,1.0,1.0,0.3389434315100514,0.3389434315100514
patch_aggregation_80,1.0,0.09000584515025405,,,,,1.0,1.0,1.0,1.0,0.37447405329593264,0.6259934548854604,0.9593267882187937,1.0,1.0,1.0,0.3389434315100514,0.3389434315100514
patch_aggregation_100,1.0,0.09000584515025405,,,,,1.0,1.0,1.0,1.0,0.37447405329593264,0.6259934548854604,0.9593267882187937,1.0,1.0,1.0,0.3389434315100514,0.3389434315100514
class_mean_w_equal_weights,0.3389434315100514,0.04558737611506374,,,,,0.3389434315100514,0.3389434315100514,0.3389434315100514,0.3389434315100514,0.6661991584852734,0.5596072931276297,0.3599812996727442,0.3389434315100514,0.3389434315100514,0.3389434315100514,1.0,1.0
class_mean_weighted_by_occurrence,0.3389434315100514,0.04558737611506374,,,,,0.3389434315100514,0.3389434315100514,0.3389434315100514,0.3389434315100514,0.6661991584852734,0.5596072931276297,0.3599812996727442,0.3389434315100514,0.3389434315100514,0.3389434315100514,1.0,1.0
