,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,patch_aggregation_200,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
mean,1.0,-0.14381752701080433,-0.05968787515006002,0.19370911723429907,,,0.988859543817527,0.9646578631452581,0.9397839135654261,0.8733253301320528,0.3451140456182473,0.6443697478991597,0.6689555822328932,0.7117887154861945,0.7165906362545018,0.7839135654261705,0.44134453781512606,0.6875870348139256
above_threshold_mean_0.3,-0.14381752701080433,1.0,0.2703961584633853,0.13143635754369437,,,-0.1497719087635054,-0.14199279711884755,-0.12873949579831934,0.08705882352941176,0.12230492196878752,0.06180072028811524,-0.0957983193277311,-0.18809123649459783,-0.15707082833133254,-0.1485234093637455,0.20326530612244897,0.10914765906362545
above_threshold_mean_0.5,-0.05968787515006002,0.2703961584633853,1.0,0.4826138876021865,,,-0.03394957983193277,-0.012629051620648259,-0.003601440576230492,0.11442977190876351,0.6546458583433373,0.35923169267707084,-0.09138055222088835,0.02943577430972389,0.08350540216086434,0.03452581032412965,0.014453781512605042,0.2672268907563025
above_threshold_mean_0.7,0.19370911723429907,0.13143635754369437,0.4826138876021865,1.0,,,0.19753736065790184,0.22220826272111954,0.2430509213607345,0.3156174022570266,0.4696829320380172,0.3633428369379409,0.19294346854957853,0.18230945903957088,0.24926118291457897,0.22986474956832503,0.06593085896204734,0.3547505572538547
above_threshold_mean_0.9,,,,,,,,,,,,,,,,,,
above_threshold_mean_0.95,,,,,,,,,,,,,,,,,,
above_quantile_mean_0.3,0.988859543817527,-0.1497719087635054,-0.03394957983193277,0.19753736065790184,,,1.0,0.9878031212484994,0.9688835534213686,0.8956062424969988,0.36912364945978393,0.6939255702280912,0.7255222088835535,0.7721008403361345,0.7795918367346939,0.8452821128451381,0.49493397358943575,0.7234093637454982
above_quantile_mean_0.5,0.9646578631452581,-0.14199279711884755,-0.012629051620648259,0.22220826272111954,,,0.9878031212484994,1.0,0.9936614645858344,0.9198079231692677,0.3976470588235294,0.7250420168067226,0.7813205282112845,0.8171428571428572,0.8257863145258103,0.8802400960384154,0.5539975990396159,0.7533733493397359
above_quantile_mean_0.7,0.9397839135654261,-0.12873949579831934,-0.003601440576230492,0.2430509213607345,,,0.9688835534213686,0.9936614645858344,1.0,0.9337334933973589,0.41781512605042015,0.7333973589435774,0.8099399759903961,0.8431692677070828,0.8517166866746698,0.8965666266506602,0.598655462184874,0.7745018007202881
above_quantile_mean_0.9,0.8733253301320528,0.08705882352941176,0.11442977190876351,0.3156174022570266,,,0.8956062424969988,0.9198079231692677,0.9337334933973589,1.0,0.4929171668667467,0.7122689075630252,0.7510684273709484,0.7814165666266507,0.8115726290516206,0.835390156062425,0.6312124849939976,0.8966626650660264
patch_aggregation_10,0.3451140456182473,0.12230492196878752,0.6546458583433373,0.4696829320380172,,,0.36912364945978393,0.3976470588235294,0.41781512605042015,0.4929171668667467,1.0,0.6304441776710684,0.25195678271308525,0.3279231692677071,0.37267707082833135,0.3692196878751501,0.3702761104441777,0.5202881152460984
patch_aggregation_20,0.6443697478991597,0.06180072028811524,0.35923169267707084,0.3633428369379409,,,0.6939255702280912,0.7250420168067226,0.7333973589435774,0.7122689075630252,0.6304441776710684,1.0,0.6584873949579831,0.6758703481392557,0.6870108043217287,0.6925810324129652,0.5155822328931573,0.6563745498199279
patch_aggregation_40,0.6689555822328932,-0.0957983193277311,-0.09138055222088835,0.19294346854957853,,,0.7255222088835535,0.7813205282112845,0.8099399759903961,0.7510684273709484,0.25195678271308525,0.6584873949579831,1.0,0.8547899159663865,0.8238655462184874,0.809171668667467,0.6239135654261705,0.6276590636254502
patch_aggregation_80,0.7117887154861945,-0.18809123649459783,0.02943577430972389,0.18230945903957088,,,0.7721008403361345,0.8171428571428572,0.8431692677070828,0.7814165666266507,0.3279231692677071,0.6758703481392557,0.8547899159663865,1.0,0.9802160864345738,0.9288355342136855,0.6107563025210084,0.7229291716686674
patch_aggregation_100,0.7165906362545018,-0.15707082833133254,0.08350540216086434,0.24926118291457897,,,0.7795918367346939,0.8257863145258103,0.8517166866746698,0.8115726290516206,0.37267707082833135,0.6870108043217287,0.8238655462184874,0.9802160864345738,1.0,0.9418007202881152,0.6012484993997599,0.7699879951980793
patch_aggregation_200,0.7839135654261705,-0.1485234093637455,0.03452581032412965,0.22986474956832503,,,0.8452821128451381,0.8802400960384154,0.8965666266506602,0.835390156062425,0.3692196878751501,0.6925810324129652,0.809171668667467,0.9288355342136855,0.9418007202881152,1.0,0.6005762304921969,0.7839135654261705
class_mean_w_equal_weights,0.44134453781512606,0.20326530612244897,0.014453781512605042,0.06593085896204734,,,0.49493397358943575,0.5539975990396159,0.598655462184874,0.6312124849939976,0.3702761104441777,0.5155822328931573,0.6239135654261705,0.6107563025210084,0.6012484993997599,0.6005762304921969,1.0,0.6252581032412965
class_mean_weighted_by_occurrence,0.6875870348139256,0.10914765906362545,0.2672268907563025,0.3547505572538547,,,0.7234093637454982,0.7533733493397359,0.7745018007202881,0.8966626650660264,0.5202881152460984,0.6563745498199279,0.6276590636254502,0.7229291716686674,0.7699879951980793,0.7839135654261705,0.6252581032412965,1.0
