,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
mean,1.0,0.5179951029829414,0.4603833731677335,0.40547463639850784,0.26013455706535277,0.07678606541807813,0.999405300601116,0.9981414158466684,0.9956645212363974,0.9835639970136962,0.5096140795665811,0.6614240729105952,0.7334924376839704,0.7802141005854838,0.827366659795328,0.8458134095318436,0.6275123221997109,0.6275123221997109
above_threshold_mean_0.3,0.5179951029829414,1.0,0.9791171964022821,0.9140292329984099,0.6148894940869812,0.33726149750704193,0.5171191833399318,0.5188652353861853,0.5292963499812784,0.6002872759414013,0.4459546401868394,0.6844724704305055,0.7879115915727931,0.826488407652641,0.8071349976877447,0.7894552222555324,0.7472223889690545,0.7472223889690545
above_threshold_mean_0.5,0.4603833731677335,0.9791171964022821,1.0,0.9605543277903166,0.6593863043716677,0.3735774172486327,0.45888722865767195,0.46008716771341623,0.4698321313184996,0.5399549273043468,0.4394449856626086,0.664642306333432,0.7567434766145342,0.7795358492877779,0.7525641433010345,0.7342349867558028,0.7172962420701612,0.7172962420701612
above_threshold_mean_0.7,0.40547463639850784,0.9140292329984099,0.9605543277903166,1.0,0.7305631921692792,0.42997114213795334,0.4036152380707605,0.4044935562275893,0.41306399622152656,0.4785259077340584,0.40293918724444827,0.648243183247688,0.7173186648736639,0.7199082016145827,0.6868385493013855,0.6681375350953183,0.6533870271825112,0.6533870271825112
above_threshold_mean_0.9,0.26013455706535277,0.6148894940869812,0.6593863043716677,0.7305631921692792,1.0,0.6048834225463116,0.2595138260898803,0.26097923001457063,0.26819778840302283,0.31561735281178876,0.2887223992672606,0.4802249137019129,0.48206798453191835,0.47660975924906535,0.4544439267957739,0.4416503641076006,0.44633930459118676,0.44633930459118676
above_threshold_mean_0.95,0.07678606541807813,0.33726149750704193,0.3735774172486327,0.42997114213795334,0.6048834225463116,1.0,0.07621948804360665,0.07763078237672387,0.0830847827545008,0.11323374938672862,0.11791120340963923,0.23877506534959944,0.23106710011845577,0.2156574850090686,0.20515813379605433,0.1969632042454663,0.2155316400500581,0.2155316400500581
above_quantile_mean_0.3,0.999405300601116,0.5171191833399318,0.45888722865767195,0.4036152380707605,0.2595138260898803,0.07621948804360665,1.0,0.9995742527947307,0.998004568530689,0.9871363082885068,0.4946372751756372,0.6549986524313185,0.7291548024584018,0.7762664329003216,0.8247724360503405,0.8438382003946413,0.6170757504355613,0.6170757504355613
above_quantile_mean_0.5,0.9981414158466684,0.5188652353861853,0.46008716771341623,0.4044935562275893,0.26097923001457063,0.07763078237672387,0.9995742527947307,1.0,0.9993104822887579,0.9899294766522063,0.48284127418912187,0.6500486920310017,0.7262474956435068,0.7741854030937924,0.8241550057819587,0.8436297057300803,0.6107827103153346,0.6107827103153346
above_quantile_mean_0.7,0.9956645212363974,0.5292963499812784,0.4698321313184996,0.41306399622152656,0.26819778840302283,0.0830847827545008,0.998004568530689,0.9993104822887579,1.0,0.9935181594341866,0.4719475544929137,0.6476123080990902,0.7272143607692214,0.7766030390094287,0.8279086579043309,0.8475705299492078,0.6095985486394837,0.6095985486394837
above_quantile_mean_0.9,0.9835639970136962,0.6002872759414013,0.5399549273043468,0.4785259077340584,0.31561735281178876,0.11323374938672862,0.9871363082885068,0.9899294766522063,0.9935181594341866,1.0,0.47309153556111405,0.669532347897696,0.758318816090058,0.8114845814729814,0.8625689429692387,0.8803044343371415,0.6452406180261561,0.6452406180261561
above_quantile_mean_fg_ratio,0.5096140795665811,0.4459546401868394,0.4394449856626086,0.40293918724444827,0.2887223992672606,0.11791120340963923,0.4946372751756372,0.48284127418912187,0.4719475544929137,0.47309153556111405,1.0,0.6550992579834423,0.6242778933074159,0.6101143171294727,0.5755432171701551,0.5596728013461956,0.8209944027049251,0.8209944027049251
patch_aggregation_10,0.6614240729105952,0.6844724704305055,0.664642306333432,0.648243183247688,0.4802249137019129,0.23877506534959944,0.6549986524313185,0.6500486920310017,0.6476123080990902,0.669532347897696,0.6550992579834423,1.0,0.8955558575580295,0.8204870400156603,0.7582828823921975,0.7413621595672711,0.7255941316772644,0.7255941316772644
patch_aggregation_20,0.7334924376839704,0.7879115915727931,0.7567434766145342,0.7173186648736639,0.48206798453191835,0.23106710011845577,0.7291548024584018,0.7262474956435068,0.7272143607692214,0.758318816090058,0.6242778933074159,0.8955558575580295,1.0,0.9358569190126186,0.8709131304944671,0.8549273879647593,0.7807614458399736,0.7807614458399736
patch_aggregation_40,0.7802141005854838,0.826488407652641,0.7795358492877779,0.7199082016145827,0.47660975924906535,0.2156574850090686,0.7762664329003216,0.7741854030937924,0.7766030390094287,0.8114845814729814,0.6101143171294727,0.8204870400156603,0.9358569190126186,1.0,0.9548850773007996,0.9375794040102446,0.8318386117947731,0.8318386117947731
patch_aggregation_80,0.827366659795328,0.8071349976877447,0.7525641433010345,0.6868385493013855,0.4544439267957739,0.20515813379605433,0.8247724360503405,0.8241550057819587,0.8279086579043309,0.8625689429692387,0.5755432171701551,0.7582828823921975,0.8709131304944671,0.9548850773007996,1.0,0.9939392196353871,0.8284563552342437,0.8284563552342437
patch_aggregation_100,0.8458134095318436,0.7894552222555324,0.7342349867558028,0.6681375350953183,0.4416503641076006,0.1969632042454663,0.8438382003946413,0.8436297057300803,0.8475705299492078,0.8803044343371415,0.5596728013461956,0.7413621595672711,0.8549273879647593,0.9375794040102446,0.9939392196353871,1.0,0.8125157223681085,0.8125157223681085
class_mean_w_equal_weights,0.6275123221997109,0.7472223889690545,0.7172962420701612,0.6533870271825112,0.44633930459118676,0.2155316400500581,0.6170757504355613,0.6107827103153346,0.6095985486394837,0.6452406180261561,0.8209944027049251,0.7255941316772644,0.7807614458399736,0.8318386117947731,0.8284563552342437,0.8125157223681085,1.0,1.0
class_mean_weighted_by_occurrence,0.6275123221997109,0.7472223889690545,0.7172962420701612,0.6533870271825112,0.44633930459118676,0.2155316400500581,0.6170757504355613,0.6107827103153346,0.6095985486394837,0.6452406180261561,0.8209944027049251,0.7255941316772644,0.7807614458399736,0.8318386117947731,0.8284563552342437,0.8125157223681085,1.0,1.0
