,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
mean,1.0,0.06196539982061574,-0.011215799068016789,-0.04768554710791464,-0.027908518311649626,-0.02162236080466688,0.9994773356183858,0.9968769477488862,0.9837468386056193,0.865373824193566,0.544635159047861,0.43420834946108466,0.5903192258525028,0.6973482178156314,0.8075524453511687,0.8511158242480849,0.4965821744734836,0.4965821744734836
above_threshold_mean_0.3,0.06196539982061574,1.0,0.9440853604120013,0.8442125709469489,0.5515133723870891,0.4098248445978211,0.07673404619953111,0.10124160722095629,0.14807308175537043,0.271409378001286,0.2830218139501609,0.2694585611059964,0.31583210233403847,0.295667864791674,0.24837756912644354,0.22670413655456803,0.48280129144897777,0.48280129144897777
above_threshold_mean_0.5,-0.011215799068016789,0.9440853604120013,1.0,0.9490828493795256,0.6570533589224745,0.46998047140163796,0.0010338273013087674,0.02169879147199139,0.06063189652859462,0.1653432658356207,0.2277850320175935,0.1873836201047442,0.22390445033797984,0.19198185564295492,0.14739338419603293,0.1259866354616183,0.3960080762546537,0.3960080762546537
above_threshold_mean_0.7,-0.04768554710791464,0.8442125709469489,0.9490828493795256,1.0,0.7500009943720303,0.5214737411792227,-0.03815841426649576,-0.021383992321977782,0.010959097507516377,0.10183172578994536,0.20056156546602988,0.14375147954873652,0.18225157218933885,0.1377081218534985,0.09416317725969173,0.07056726328339034,0.32754867472018107,0.32754867472018107
above_threshold_mean_0.9,-0.027908518311649626,0.5515133723870891,0.6570533589224745,0.7500009943720303,1.0,0.6501821125278365,-0.02161593182545263,-0.010201181841817146,0.012792191867882084,0.08350134837071195,0.12334540134382774,0.10762584360937806,0.12147957752008809,0.09757575833241017,0.06332935733871224,0.043001872516393896,0.1588425475060575,0.1588425475060575
above_threshold_mean_0.95,-0.02162236080466688,0.4098248445978211,0.46998047140163796,0.5214737411792227,0.6501821125278365,1.0,-0.01632404263512226,-0.00701432517586904,0.010880666604273961,0.06320842959235481,0.0937958690417253,0.18271337848887453,0.14974074598905165,0.09963492641518466,0.07135112468918949,0.05244373319642486,0.13918011141771966,0.13918011141771966
above_quantile_mean_0.3,0.9994773356183858,0.07673404619953111,0.0010338273013087674,-0.03815841426649576,-0.02161593182545263,-0.01632404263512226,1.0,0.9988220019250864,0.9880281337569224,0.8744442579726224,0.5441798710036566,0.438187548045905,0.5956693661197955,0.7038458278868165,0.8134254530971461,0.8564617922044491,0.49779997270310505,0.49779997270310505
above_quantile_mean_0.5,0.9968769477488862,0.10124160722095629,0.02169879147199139,-0.021383992321977782,-0.010201181841817146,-0.00701432517586904,0.9988220019250864,1.0,0.9937061970939634,0.8893546661263083,0.5475528664917143,0.4472052672645051,0.6060249258460035,0.7147483733182353,0.8226527336816163,0.8645731257791526,0.5051893873450318,0.5051893873450318
above_quantile_mean_0.7,0.9837468386056193,0.14807308175537043,0.06063189652859462,0.010959097507516377,0.012792191867882084,0.010880666604273961,0.9880281337569224,0.9937061970939634,1.0,0.9288165747021998,0.5613947768571268,0.47612624874904597,0.6370627896329761,0.7433352887831818,0.842201883645509,0.8794614950481481,0.5255454038297545,0.5255454038297545
above_quantile_mean_0.9,0.865373824193566,0.271409378001286,0.1653432658356207,0.10183172578994536,0.08350134837071195,0.06320842959235481,0.8744442579726224,0.8893546661263083,0.9288165747021998,1.0,0.5869786957787438,0.5781292550617583,0.7259124103563289,0.7938569675624022,0.8332458898551005,0.8476099523585301,0.5697627735115183,0.5697627735115183
