,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
mean,1.0,0.3468752249982,0.3022595819233446,0.26236590107279145,0.1741906064751482,0.05704754361965105,0.9828641370869035,0.9690762473900209,0.9497504019967841,0.8889108887128904,0.35621115031079753,0.47618619051047595,0.5363957088343294,0.5782753737970097,0.6218950248398013,0.6404948760409918,0.4530563755489956,0.4530563755489956
above_threshold_mean_0.3,0.3468752249982,1.0,0.8782369741042072,0.7500119999040008,0.44657042743658054,0.23728010175918596,0.3479312165502676,0.350859193126455,0.36033311733506135,0.4185326517387861,0.30864953080375357,0.4865601075191399,0.578077375380997,0.6219250245998033,0.5993532051743586,0.5810413516691867,0.5572575419396646,0.5572575419396646
above_threshold_mean_0.5,0.3022595819233446,0.8782369741042072,1.0,0.8351033191734466,0.4863981088151295,0.26243190054479565,0.30283557731538147,0.305031559747522,0.3136414908680731,0.36870905032759743,0.29981760145918834,0.46727626178990567,0.5470816233470133,0.5737694098447212,0.5446576427388582,0.5273057815537476,0.5239338085295319,0.5239338085295319
above_threshold_mean_0.7,0.26236590107279145,0.7500119999040008,0.8351033191734466,1.0,0.5519595843233255,0.30155758753929973,0.2625698994408045,0.2643338853289174,0.2715878272973817,0.32190342477260186,0.26900784793721655,0.4514183886528908,0.5120839033287734,0.5208798329613363,0.48827609379124975,0.4721482228142175,0.4649962800297598,0.4649962800297598
above_threshold_mean_0.9,0.1741906064751482,0.44657042743658054,0.4863981088151295,0.5519595843233255,1.0,0.4448844409244726,0.1740106079151367,0.17541459668322654,0.18154054767561859,0.21706026351789187,0.19310845513235897,0.33234334125327,0.3380852953176375,0.33760529915760673,0.3199414404684763,0.30994552043583656,0.31155350757193945,0.31155350757193945
above_threshold_mean_0.95,0.05704754361965105,0.23728010175918596,0.26243190054479565,0.30155758753929973,0.4448844409244726,1.0,0.05697554419564644,0.05812753497972017,0.06256149950800395,0.08638130894952842,0.08242134062927498,0.1744966040271678,0.16911464708282337,0.15949072407420742,0.15220678234574123,0.14591883264933883,0.15545875632994938,0.15545875632994938
above_quantile_mean_0.3,0.9828641370869035,0.3479312165502676,0.30283557731538147,0.2625698994408045,0.1740106079151367,0.05697554419564644,1.0,0.9856841145270838,0.9652542779657763,0.9017387860897114,0.3452312381500948,0.47130222958216333,0.5330597355221158,0.5758153934768522,0.6205270357837137,0.6394028847769219,0.44556843545251645,0.44556843545251645
above_quantile_mean_0.5,0.9690762473900209,0.350859193126455,0.305031559747522,0.2643338853289174,0.17541459668322654,0.05812753497972017,0.9856841145270838,1.0,0.9792941656466749,0.9141106871145032,0.3365913072695419,0.46793025655794757,0.5313797489620083,0.5748674010607915,0.6207910336717307,0.6401948784409726,0.44126046991624074,0.44126046991624074
above_quantile_mean_0.7,0.9497504019967841,0.36033311733506135,0.3136414908680731,0.2715878272973817,0.18154054767561859,0.06256149950800395,0.9652542779657763,0.9792941656466749,1.0,0.9328725370197039,0.3291813665490676,0.4671682626538988,0.5336297309621524,0.5788813689490484,0.6262569899440804,0.6462008303933569,0.442202462380301,0.442202462380301
above_quantile_mean_0.9,0.8889108887128904,0.4185326517387861,0.36870905032759743,0.32190342477260186,0.21706026351789187,0.08638130894952842,0.9017387860897114,0.9141106871145032,0.9328725370197039,1.0,0.3315213478292174,0.48809609523123815,0.5664974680202559,0.6183850529195767,0.6688926488588092,0.6888844889240886,0.4747822017423861,0.4747822017423861
above_quantile_mean_fg_ratio,0.35621115031079753,0.30864953080375357,0.29981760145918834,0.26900784793721655,0.19310845513235897,0.08242134062927498,0.3452312381500948,0.3365913072695419,0.3291813665490676,0.3315213478292174,1.0,0.47712818297453624,0.4513943888448893,0.4361905104759162,0.4041027671778626,0.39077087383300935,0.6316329469364245,0.6316329469364245
patch_aggregation_10,0.47618619051047595,0.4865601075191399,0.46727626178990567,0.4514183886528908,0.33234334125327,0.1744966040271678,0.47130222958216333,0.46793025655794757,0.4671682626538988,0.48809609523123815,0.47712818297453624,1.0,0.7172162622699019,0.6217570259437925,0.5551215590275279,0.5400856793145655,0.5398216814265486,0.5398216814265486
patch_aggregation_20,0.5363957088343294,0.578077375380997,0.5470816233470133,0.5120839033287734,0.3380852953176375,0.16911464708282337,0.5330597355221158,0.5313797489620083,0.5336297309621524,0.5664974680202559,0.4513943888448893,0.7172162622699019,1.0,0.7800417596659227,0.6812825497396021,0.6625266997864018,0.5909112727098184,0.5909112727098184
patch_aggregation_40,0.5782753737970097,0.6219250245998033,0.5737694098447212,0.5208798329613363,0.33760529915760673,0.15949072407420742,0.5758153934768522,0.5748674010607915,0.5788813689490484,0.6183850529195767,0.4361905104759162,0.6217570259437925,0.7800417596659227,1.0,0.8136174910600716,0.781013751889985,0.6450068399452805,0.6450068399452805
patch_aggregation_80,0.6218950248398013,0.5993532051743586,0.5446576427388582,0.48827609379124975,0.3199414404684763,0.15220678234574123,0.6205270357837137,0.6207910336717307,0.6262569899440804,0.6688926488588092,0.4041027671778626,0.5551215590275279,0.6812825497396021,0.8136174910600716,1.0,0.9322845417236661,0.643890848873209,0.643890848873209
patch_aggregation_100,0.6404948760409918,0.5810413516691867,0.5273057815537476,0.4721482228142175,0.30994552043583656,0.14591883264933883,0.6394028847769219,0.6401948784409726,0.6462008303933569,0.6888844889240886,0.39077087383300935,0.5400856793145655,0.6625266997864018,0.781013751889985,0.9322845417236661,1.0,0.6256269949840401,0.6256269949840401
class_mean_w_equal_weights,0.4530563755489956,0.5572575419396646,0.5239338085295319,0.4649962800297598,0.31155350757193945,0.15545875632994938,0.44556843545251645,0.44126046991624074,0.442202462380301,0.4747822017423861,0.6316329469364245,0.5398216814265486,0.5909112727098184,0.6450068399452805,0.643890848873209,0.6256269949840401,1.0,1.0
class_mean_weighted_by_occurrence,0.4530563755489956,0.5572575419396646,0.5239338085295319,0.4649962800297598,0.31155350757193945,0.15545875632994938,0.44556843545251645,0.44126046991624074,0.442202462380301,0.4747822017423861,0.6316329469364245,0.5398216814265486,0.5909112727098184,0.6450068399452805,0.643890848873209,0.6256269949840401,1.0,1.0
