,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
mean,1.0,0.3240816326530612,0.09771908763505402,-0.023577430972388954,0.196062424969988,-0.060552220888355344,0.9969267707082833,0.994717887154862,0.9883793517406962,0.9630252100840336,0.6487875150060024,0.6648259303721489,0.5084753901560625,0.5370948379351741,0.5565906362545018,0.5826170468187275,0.7046818727490997,0.7046818727490997
above_threshold_mean_0.3,0.3240816326530612,1.0,0.7749819927971189,0.27846338535414167,0.14890756302521008,-0.20316926770708282,0.3332052821128451,0.3335894357743097,0.3382953181272509,0.33157262905162066,0.5476590636254501,0.6230492196878752,0.6057623049219688,0.5210564225690276,0.42876350540216085,0.3824729891956783,0.6055702280912365,0.6055702280912365
above_threshold_mean_0.5,0.09771908763505402,0.7749819927971189,1.0,0.5913565426170468,0.3690276110444178,-0.011764705882352941,0.09867947178871549,0.10376950780312125,0.10636254501800721,0.11836734693877551,0.3019927971188475,0.4251140456182473,0.35020408163265304,0.32254501800720287,0.24081632653061225,0.18626650660264105,0.38737094837935176,0.38737094837935176
above_threshold_mean_0.7,-0.023577430972388954,0.27846338535414167,0.5913565426170468,1.0,0.5789675870348139,0.043937575030012006,-0.028475390156062427,-0.024153661464585835,-0.026074429771908762,-0.02213685474189676,0.11836734693877551,0.1510204081632653,-0.01128451380552221,0.10607442977190876,0.049315726290516206,-0.021944777911164465,0.0995438175270108,0.0995438175270108
above_threshold_mean_0.9,0.196062424969988,0.14890756302521008,0.3690276110444178,0.5789675870348139,1.0,0.34463385354141657,0.18319327731092436,0.1854981992797119,0.17138055222088835,0.11961584633853542,0.0885954381752701,0.0521968787515006,-0.18338535414165666,-0.03308523409363746,0.05959183673469388,0.024153661464585835,0.14372148859543818,0.14372148859543818
above_threshold_mean_0.95,-0.060552220888355344,-0.20316926770708282,-0.011764705882352941,0.043937575030012006,0.34463385354141657,1.0,-0.0767827130852341,-0.08158463385354142,-0.09061224489795919,-0.10136854741896759,-0.20816326530612245,-0.19231692677070827,-0.22756302521008404,-0.10809123649459784,-0.15630252100840336,-0.15505402160864346,-0.18799519807923168,-0.18799519807923168
above_quantile_mean_0.3,0.9969267707082833,0.3332052821128451,0.09867947178871549,-0.028475390156062427,0.18319327731092436,-0.0767827130852341,1.0,0.9987515006002401,0.9939495798319328,0.9740696278511405,0.641968787515006,0.6643457382953182,0.5098199279711885,0.5416086434573829,0.5631212484993997,0.5874189675870348,0.6980552220888355,0.6980552220888355
above_quantile_mean_0.5,0.994717887154862,0.3335894357743097,0.10376950780312125,-0.024153661464585835,0.1854981992797119,-0.08158463385354142,0.9987515006002401,1.0,0.9964465786314526,0.9787755102040816,0.6332292917166866,0.6561824729891956,0.49819927971188477,0.5415126050420168,0.5702280912364946,0.5915486194477791,0.6948859543817527,0.6948859543817527
above_quantile_mean_0.7,0.9883793517406962,0.3382953181272509,0.10636254501800721,-0.026074429771908762,0.17138055222088835,-0.09061224489795919,0.9939495798319328,0.9964465786314526,1.0,0.9863625450180072,0.6402400960384154,0.64984393757503,0.493109243697479,0.5460264105642257,0.5658103241296518,0.588187274909964,0.7030492196878751,0.7030492196878751
above_quantile_mean_0.9,0.9630252100840336,0.33157262905162066,0.11836734693877551,-0.02213685474189676,0.11961584633853542,-0.10136854741896759,0.9740696278511405,0.9787755102040816,0.9863625450180072,1.0,0.6181512605042017,0.6522448979591837,0.504921968787515,0.571188475390156,0.5830972388955582,0.598655462184874,0.6798079231692677,0.6798079231692677
