,moran,entropy,eds
glas_2_TILE_0,0.3075202244095841,0.3059366148397895,0.7306769332703249
glas_2_TILE_1,0.3092185604157298,0.3181297370291362,0.7309911608525356
glas_2_TILE_2,0.31837275099095835,0.31802460174743225,0.7368945733729282
glas_2_TILE_4,0.3220325091377415,0.3084348219506959,0.7241512153894428
glas_2_TILE_5,0.32064366927851295,0.3168765236545451,0.7304946154325597
glas_2_TILE_6,0.32684128781885247,0.32338823952514667,0.7318832516552136
glas_6_TILE_0,0.3458295079566488,0.2830968930423011,0.5928982446661971
glas_6_TILE_1,0.33432582525170396,0.26504294465803563,0.5578393628072731
glas_6_TILE_2,0.31979883900289713,0.28848328570157,0.6117552382435753
glas_6_TILE_4,0.33514037305567757,0.2952196806047614,0.6399067972347156
glas_6_TILE_5,0.33855281656987907,0.29405920053320833,0.6158180125522998
glas_6_TILE_6,0.31247379073885806,0.2889237319054436,0.6425239882644619
glas_21_TILE_0,0.31154529863915037,0.3042432291689965,0.6961904717998909
glas_21_TILE_1,0.31664488312060357,0.2996543758839233,0.6841007016353526
glas_21_TILE_2,0.33671040416325415,0.30174172544909,0.6848036896196018
glas_21_TILE_4,0.32105157528884853,0.29975449606537435,0.6683815542506333
glas_21_TILE_5,0.3356701875771276,0.3065004142484118,0.6573860688820083
glas_21_TILE_6,0.3419873779616737,0.3114493492451247,0.6657069106674329
glas_24_TILE_0,0.32614410935511273,0.3025260731119481,0.6958500148783404
glas_24_TILE_1,0.29233340523717066,0.2855640199801444,0.7147021494519726
glas_24_TILE_3,0.32505951986316517,0.31477043302528335,0.7006849407555814
glas_24_TILE_4,0.301807917910067,0.30064779077928216,0.7187512989980593
glas_50_TILE_0,0.3349002316452127,0.3002660861636007,0.6544840765113348
glas_50_TILE_1,0.34023225497607656,0.3042672622799037,0.6484434928479778
glas_50_TILE_3,0.33179179575507883,0.28221677349376484,0.6289646233518977
glas_50_TILE_4,0.3413806660196533,0.28678873859495657,0.6464402749604493
glas_32_TILE_0,0.2877192507518492,0.3223711851258199,0.7536470033690416
glas_32_TILE_1,0.2898780004993517,0.3333608287393082,0.7620238257597801
glas_32_TILE_2,0.2953841168783167,0.3144824972377178,0.741815483616815
glas_32_TILE_4,0.28733243252560614,0.33446927982615254,0.7684594269038963
glas_32_TILE_5,0.28360233687229525,0.32181766985818305,0.753530524064171
glas_32_TILE_6,0.3045200493584022,0.31860205771216005,0.7468214286556839
glas_34_TILE_0,0.3458890714925354,0.28254537583929507,0.6247851838084792
glas_34_TILE_1,0.34850061474014266,0.2929940752033276,0.6401911531816131
glas_34_TILE_2,0.34120667955822837,0.2959030414271109,0.6490611446261182
glas_34_TILE_4,0.3416603908283859,0.30722731078875964,0.6657583612217243
glas_34_TILE_5,0.35463435853044356,0.27951843088982775,0.5771651884348148
glas_34_TILE_6,0.34928888508987743,0.290068867177243,0.6448764829166388
glas_41_TILE_0,0.31789763016547706,0.2920745606612501,0.6515040059238356
glas_41_TILE_1,0.3168341334441965,0.3025897578674288,0.68903299210703
glas_41_TILE_2,0.3258518335299898,0.28346171798521214,0.651100498547837
glas_41_TILE_4,0.3207523105818613,0.2878446940402503,0.6678068941654046
glas_41_TILE_5,0.3434339612733799,0.2955459113351544,0.646224526965867
glas_41_TILE_6,0.3548011107157283,0.27449718592139666,0.6071014395070475
glas_55_TILE_0,0.36979309841045066,0.289837890945572,0.6160629825142204
glas_55_TILE_1,0.35016390585342844,0.29349923070422745,0.6182047389643357
glas_55_TILE_2,0.3478786182429105,0.27838429171421974,0.6217200074682839
glas_55_TILE_4,0.3570459972586008,0.31019611557864896,0.6367395598680781
glas_55_TILE_5,0.34737479588270853,0.2979143231160646,0.6202392771890782
glas_55_TILE_6,0.3749840097124304,0.2708758433898896,0.6109606914809111
glas_22_TILE_0,0.307587364528676,0.3036170248047072,0.7223581360016696
glas_22_TILE_1,0.3117612473965941,0.3274695097205322,0.7440338374052763
glas_22_TILE_2,0.33192744037707766,0.32723496989665113,0.7400687625937742
glas_22_TILE_4,0.2886788670279197,0.29741384756238987,0.7228632918756019
glas_22_TILE_5,0.3043849408951866,0.3166689466295101,0.7419272728968994
glas_22_TILE_6,0.3282436184453621,0.326459928695175,0.7366862272340852
glas_15_TILE_0,0.30689639778055133,0.3101669831872791,0.684336509564867
glas_15_TILE_1,0.3418935234239469,0.32211972724707505,0.7018231002084425
glas_15_TILE_2,0.31836391316361096,0.30223196689310583,0.6753131144020669
glas_15_TILE_4,0.32628676062179895,0.28761729320302354,0.634931753769399
glas_15_TILE_5,0.35340660666951906,0.3064106002489966,0.6462580359190057
glas_15_TILE_6,0.3064180647099687,0.31819239227870194,0.7202442351324115
glas_35_TILE_0,0.30320912179011245,0.3236150464346211,0.7483805101041269
glas_35_TILE_1,0.2840821851067232,0.3259576319581965,0.7548370434271289
glas_35_TILE_2,0.3094532740168679,0.30451788166956545,0.7174620166001403
glas_35_TILE_4,0.2817279537088532,0.342011025941549,0.7877265940127459
glas_35_TILE_5,0.25936033228810457,0.32229845974251053,0.7717207801348297
glas_35_TILE_6,0.27154831958714276,0.32184897959960956,0.772616290752022
glas_39_TILE_0,0.31895538703165477,0.2853046080457761,0.5825229745300639
glas_39_TILE_1,0.3210313121580549,0.2765531275662384,0.5902256919211915
glas_39_TILE_3,0.3111799531122384,0.2863332657259153,0.6386358165669501
glas_39_TILE_4,0.32453272932532845,0.294391512862807,0.6629365604066776
glas_43_TILE_0,0.2956182091718884,0.3162551693353412,0.7578381380458393
glas_43_TILE_1,0.31949898933787396,0.33285578278759853,0.7568743419973554
glas_43_TILE_2,0.34248157672374,0.34199632752126324,0.7608619812686416
glas_43_TILE_4,0.296434060516266,0.33467767549103816,0.7682880981122369
glas_43_TILE_5,0.37964701559866837,0.22884071495286312,0.548139013965417
glas_43_TILE_6,0.39460857187134096,0.0012022348398919376,0.013082004378410183
glas_48_TILE_0,0.34115634765594227,0.2784540161110576,0.5806499507690902
glas_48_TILE_1,0.32279216733153704,0.2880394972979968,0.6417076068984763
glas_48_TILE_2,0.3178105302731399,0.27546958809946476,0.6241752777871102
glas_48_TILE_4,0.3396061773342267,0.2827205292716264,0.5697107955473106
glas_48_TILE_5,0.32638126576228677,0.2755953573428821,0.5857514477762136
glas_48_TILE_6,0.32159102460337274,0.2849662904368669,0.6247445835019002
glas_49_TILE_0,0.3322805978791822,0.3327100571992733,0.7600063266713806
glas_49_TILE_1,0.30951574619588706,0.31919007348548967,0.739347548749587
glas_49_TILE_2,0.3047820298712463,0.32670991430539376,0.7469369256351912
glas_49_TILE_4,0.3215792798515277,0.32568917715265266,0.7337655632891041
glas_49_TILE_5,0.2961484939556969,0.3235811141048212,0.7488189864795336
glas_49_TILE_6,0.29314108056834653,0.30622178515829324,0.7384631648286973
glas_23_TILE_0,0.3228610927240292,0.28007688881816134,0.6141835056193742
glas_23_TILE_1,0.3419768848465343,0.3256340036089849,0.7321209612840345
glas_23_TILE_2,0.3356244778733559,0.2764638468046217,0.6018567808807309
glas_23_TILE_4,0.32346389356424543,0.3003602130328897,0.6577799186989763
glas_23_TILE_5,0.323664153103815,0.30122463189020493,0.7084662796259172
glas_23_TILE_6,0.33273970475206327,0.27733324895080497,0.6078504238298288
glas_45_TILE_0,0.29675500837091,0.3102633526952724,0.7317392985376413
glas_45_TILE_1,0.2992876013023598,0.32767724563649314,0.7519854835879595
glas_45_TILE_2,0.33203154704733595,0.33123202765687765,0.734501925171364
