,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
mean,1.0,-0.07619358211747755,0.22349145351905408,0.1553602771532589,,,0.9999521801015736,0.9995306021449382,0.9959612282929939,0.9608722138241244,0.6008409175021869,0.7500166682701185,0.7787888994878562,0.8147529227056528,0.8610860318357787,0.8761985625655517,0.731866433770048,0.9204205706923251
above_threshold_mean_0.3,-0.07619358211747755,1.0,0.6216268053928619,0.4184475426845826,,,-0.07645805733456737,-0.07531287751295646,-0.07438704792727126,-0.07322916855292089,0.2993728965727502,-0.07373526872999259,-0.07449992056123281,-0.07527231807726123,-0.07782231442026813,-0.07845190001371298,-0.05361539192895581,0.07888493984977786
above_threshold_mean_0.5,0.22349145351905408,0.6216268053928619,1.0,0.6838238630335465,,,0.22305944417475132,0.22477593983259192,0.22603892011962062,0.22608854181172539,,0.22608333785563375,0.22608803374770015,0.22586364048617305,0.22196795863091973,0.22100179033643694,0.22609146290322235,0.2260909536980242
above_threshold_mean_0.7,0.1553602771532589,0.4184475426845826,0.6838238630335465,1.0,,,0.15537389844979985,0.1551555893692996,0.1546004826732136,0.15391075135963153,,0.15565815626587498,0.15521785605186655,0.15484744465232814,0.1551157391814959,0.1551614294204842,0.15420025670626578,0.15414177503099397
above_threshold_mean_0.9,,,,,,,,,,,,,,,,,,
above_threshold_mean_0.95,,,,,,,,,,,,,,,,,,
above_quantile_mean_0.3,0.9999521801015736,-0.07645805733456737,0.22305944417475132,0.15537389844979985,,,1.0,0.9997173591688487,0.9964142298446724,0.9616005464582339,0.6008585811856537,0.7503600062180882,0.7792170265851003,0.8153085816456365,0.8617932907026155,0.8768978113803448,0.731946368942936,0.9208370500523362
above_quantile_mean_0.5,0.9995306021449382,-0.07531287751295646,0.22477593983259192,0.1551555893692996,,,0.9997173591688487,1.0,0.9978895050937754,0.9648240637518637,0.6008409175021869,0.7534275451742397,0.7825057392573459,0.8187284432672811,0.8651145153645997,0.8800227318471389,0.7341171163852916,0.9223000628118989
above_quantile_mean_0.7,0.9959612282929939,-0.07438704792727126,0.22603892011962062,0.1546004826732136,,,0.9964142298446724,0.9978895050937754,1.0,0.9762426590850837,0.6008409175021869,0.7673533945217001,0.7970216909061855,0.8328464314089834,0.8765578636200849,0.8897691553527451,0.7444545204936298,0.9238340319376807
above_quantile_mean_0.9,0.9608722138241244,-0.07322916855292089,0.22608854181172539,0.15391075135963153,,,0.9616005464582339,0.9648240637518637,0.9762426590850837,1.0,0.6008581606217617,0.8301603887654265,0.8582993590393103,0.8801340700756328,0.899147794672325,0.9028822420481346,0.7880975203671403,0.8968765054271294
above_quantile_mean_fg_ratio,0.6008409175021869,0.2993728965727502,,,,,0.6008585811856537,0.6008409175021869,0.6008409175021869,0.6008581606217617,1.0,0.7214655810510733,0.6067538355426957,0.6008409175021869,0.6008409175021869,0.6008409175021869,0.7349835559518202,0.7349835559518202
patch_aggregation_10,0.7500166682701185,-0.07373526872999259,0.22608333785563375,0.15565815626587498,,,0.7503600062180882,0.7534275451742397,0.7673533945217001,0.8301603887654265,0.7214655810510733,1.0,0.9590818273333953,0.8828933000498127,0.8293977217610717,0.818852695234803,0.7827794334944206,0.6704026612620279
patch_aggregation_20,0.7787888994878562,-0.07449992056123281,0.22608803374770015,0.15521785605186655,,,0.7792170265851003,0.7825057392573459,0.7970216909061855,0.8582993590393103,0.6067538355426957,0.9590818273333953,1.0,0.9378851792315055,0.8756977301225088,0.8609210656767967,0.776644761335685,0.6999627846257902
patch_aggregation_40,0.8147529227056528,-0.07527231807726123,0.22586364048617305,0.15484744465232814,,,0.8153085816456365,0.8187284432672811,0.8328464314089834,0.8801340700756328,0.6008409175021869,0.8828933000498127,0.9378851792315055,1.0,0.9501149547731919,0.9313538096925252,0.7418329530739641,0.7381707196455467
patch_aggregation_80,0.8610860318357787,-0.07782231442026813,0.22196795863091973,0.1551157391814959,,,0.8617932907026155,0.8651145153645997,0.8765578636200849,0.899147794672325,0.6008409175021869,0.8293977217610717,0.8756977301225088,0.9501149547731919,1.0,0.9915881914397809,0.7195225612727929,0.7794812144483
patch_aggregation_100,0.8761985625655517,-0.07845190001371298,0.22100179033643694,0.1551614294204842,,,0.8768978113803448,0.8800227318471389,0.8897691553527451,0.9028822420481346,0.6008409175021869,0.818852695234803,0.8609210656767967,0.9313538096925252,0.9915881914397809,1.0,0.7153041191871192,0.7940117256103542
class_mean_w_equal_weights,0.731866433770048,-0.05361539192895581,0.22609146290322235,0.15420025670626578,,,0.731946368942936,0.7341171163852916,0.7444545204936298,0.7880975203671403,0.7349835559518202,0.7827794334944206,0.776644761335685,0.7418329530739641,0.7195225612727929,0.7153041191871192,1.0,0.7070739200550804
class_mean_weighted_by_occurrence,0.9204205706923251,0.07888493984977786,0.2260909536980242,0.15414177503099397,,,0.9208370500523362,0.9223000628118989,0.9238340319376807,0.8968765054271294,0.7349835559518202,0.6704026612620279,0.6999627846257902,0.7381707196455467,0.7794812144483,0.7940117256103542,0.7070739200550804,1.0
