uq_map_name,dataset_name,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
308,arctique_semantic_blood_cells_0_00_softmax_pu,0.1045655645430088,0.39878751020012043,0.5523484978253098,0.70849609375,0.0,0.0,0.1464693672696241,0.18704018607798742,0.25042135907644325,0.3880807693428036,0.589072265625,0.347894287109375,0.2692221069335938,0.175667724609375,0.1636326171875,0.2427695397339994,0.2063493758956957
235,arctique_semantic_blood_cells_0_00_softmax_pu,0.12832152470946312,0.40187849900604866,0.5438945140093001,0.701171875,0.0,0.0,0.17524793124619664,0.21657376071573442,0.28157316069766225,0.4131717817848702,0.503447265625,0.4097094726562501,0.32845855712890626,0.23653289794921875,0.220052978515625,0.26988035578049263,0.22360225973685147
309,arctique_semantic_blood_cells_0_00_softmax_pu,0.1905989646911621,0.3956813772599044,0.5389541191531086,0.7021484375,0.0,0.0,0.2491288692375512,0.29334291187739464,0.35397430518313194,0.44944383868083193,0.5756591796875,0.38218994140625,0.3439193725585937,0.3062541961669922,0.29489296875,0.2901039492718676,0.24251687637529595
254,arctique_semantic_blood_cells_0_00_softmax_pu,0.12391708232462406,0.4017584027883897,0.5501661198843416,0.7205810546875,0.0,0.0,0.17127195972778939,0.2126239677208368,0.2788139144027248,0.41307540320659425,0.556484375,0.342371826171875,0.24928436279296876,0.21180023193359376,0.18882280273437504,0.30182051346539535,0.22650497623575921
312,arctique_semantic_blood_cells_0_00_softmax_pu,0.2057383507490158,0.3995609466981923,0.5536356007862835,0.7233780570652174,0.0,0.0,0.2553731371796924,0.2882124540821606,0.33776455840227393,0.4443266519686071,0.581103515625,0.3879443359375,0.281715087890625,0.24659225463867185,0.23751503906250004,0.3095143664596691,0.26590918879429887
207,arctique_semantic_blood_cells_0_00_softmax_pu,0.1219954676926136,0.4031552292413951,0.5475319941491539,0.7107747395833334,0.0,0.0,0.16378060826969754,0.2023655530382222,0.2673166026863401,0.40286813347872824,0.53099609375,0.34634765625,0.2599151611328125,0.23829994201660154,0.230071435546875,0.27865276372279246,0.22985773896413766
258,arctique_semantic_blood_cells_0_00_softmax_pu,0.12484151124954224,0.40255534298806517,0.5543827318609593,0.7189398871527778,0.0,0.0,0.17136824095986272,0.21268952838035002,0.27929647876832175,0.41319799930954326,0.5453662109375,0.36792236328125,0.2622250366210936,0.22641983032226562,0.20610244140625006,0.2888153632054412,0.22657225620221924
260,arctique_semantic_blood_cells_0_00_softmax_pu,0.14766395278275013,0.4043632351397435,0.5484312497109693,0.7151692708333334,0.0,0.0,0.1887578801385742,0.22648073216971673,0.2910075167691326,0.4236389777143334,0.5550244140625,0.3560205078125,0.2350250244140625,0.1997956085205078,0.18423066406249997,0.26455911506692853,0.23572274206676874
238,arctique_semantic_blood_cells_0_00_softmax_pu,0.16181998141109943,0.3986038802715732,0.5506315989474372,0.70556640625,0.0,0.0,0.21849045300418618,0.2637417633071977,0.3275205986707826,0.4380634342970354,0.53189453125,0.37680908203125,0.29190643310546877,0.2504505920410156,0.24527802734375,0.3007762127587338,0.2503176674520533
305,arctique_semantic_blood_cells_0_00_softmax_pu,0.16017697006464005,0.39806279428600166,0.5461867260838685,0.712890625,0.0,0.0,0.22029578376848818,0.2649486396330782,0.3233078400627944,0.43340385871299436,0.5542333984375,0.366644287109375,0.3017474365234375,0.27687072753906244,0.253352734375,0.300070980716827,0.2634774101601708
302,arctique_semantic_blood_cells_0_00_softmax_pu,0.12658986635506153,0.40254199405870766,0.5455043768323561,0.712890625,0.0,0.0,0.17675310357198315,0.22195553711353844,0.2919820032081326,0.4237663485448791,0.5059228515625,0.36970703125,0.3061859130859375,0.20278297424316402,0.194093115234375,0.2878678249333184,0.21845293902313895
226,arctique_semantic_blood_cells_0_00_softmax_pu,0.1528149340301752,0.40482912691174405,0.5491367954706226,0.7200520833333334,0.0,0.0,0.20108086347109005,0.24204467173131308,0.307586408411365,0.43418016000623855,0.5376269531250001,0.3767333984375,0.25723388671875,0.2074153900146484,0.1996556640625,0.26818090251450766,0.24200447019291038
233,arctique_semantic_blood_cells_0_00_softmax_pu,0.2106064260005951,0.39553701809087893,0.5445876679889896,0.7096354166666666,0.0,0.0,0.2653630023565635,0.30451403499027485,0.3592534312699741,0.45243019540765833,0.5100390625000002,0.380477294921875,0.30428466796875,0.269937744140625,0.259243994140625,0.3090149072335621,0.25506029046451995
202,arctique_semantic_blood_cells_0_00_softmax_pu,0.11798056587576866,0.4016659610568539,0.5529041853028877,0.7091796875,0.0,0.0,0.16226464773519733,0.20068456470910243,0.26507156634519785,0.4022168221861183,0.543798828125,0.375616455078125,0.2519058227539062,0.20407119750976563,0.181021728515625,0.2799656972109643,0.21467821752754734
306,arctique_semantic_blood_cells_0_00_softmax_pu,0.13991915993392467,0.40656473273094734,0.5489905319738508,0.7084147135416666,0.0,0.0,0.1923797366497999,0.23616754218309083,0.30622814270479304,0.4367798511703576,0.546142578125,0.436029052734375,0.29922760009765625,0.2169232940673829,0.198855859375,0.2927526387219091,0.22660016784763545
219,arctique_semantic_blood_cells_0_00_softmax_pu,0.15298319980502129,0.4034059347493713,0.5457247606555604,0.7049153645833334,0.0,0.0,0.19922327880062052,0.2396607813060134,0.3042225377242582,0.4300360580341905,0.5628369140625,0.374053955078125,0.24825805664062492,0.21989837646484373,0.194208544921875,0.27756530060987356,0.22635034979675744
