Aggregator,AUROC,AUROC_std,Noise_Level
Quantile 0.9,0.9523041474654379,0.006734885582230621,1_00
Quantile 0.6,0.9522785458269329,0.0067218807104860384,1_00
Quantile 0.75,0.9522785458269329,0.0067218807104860384,1_00
Mean,0.9522785458269329,0.0067218807104860384,1_00
Patch 50,0.952252944188428,0.006709143718063828,1_00
Patch 20,0.9522273425499233,0.006799247659928395,1_00
Patch 10,0.9104710701484895,0.011998922882556006,1_00
Imbalance-w. class avg.,0.7381464413722478,0.07983971842568231,1_00
Equally-w. class avg.,0.7381464413722478,0.07983971842568231,1_00
Threshold 0.3,0.5274193548387097,0.09534238202280408,1_00
Threshold 0.4,0.5208141321044546,0.1325805884071728,1_00
Threshold 0.5,0.47315668202764977,0.03020328007392172,1_00
Quantile fg. ratio,0.3919098822324629,0.1535341851629655,1_00
