,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
mean,1.0,0.0774538333424843,0.04535222094108604,0.012280605428357034,-0.018521568842767986,-0.016197221764673583,0.9704606599681546,0.9426966086494994,0.8964475923790698,0.7831036439173483,0.3210161240139827,0.4288328849356686,0.4764179432273651,0.5052252054393382,0.5695748458061092,0.6064715679276707,0.27879353575285054,0.27879353575285054
above_threshold_mean_0.3,0.0774538333424843,1.0,0.800911436885741,0.6435330075587035,0.4188034188034188,0.3092296711140394,0.08942330569739562,0.10174051501674627,0.12888230018851002,0.22041032961803841,0.2459964494225736,0.28269185014367026,0.31629422207580665,0.2942220758066582,0.2283350720181555,0.20655575687695601,0.42482475887186805,0.42482475887186805
above_threshold_mean_0.5,0.04535222094108604,0.800911436885741,1.0,0.8077746664470433,0.5194641190358535,0.3837917970680283,0.053258661395706355,0.06239133219861271,0.08356668313841761,0.16059957173447537,0.29358150771427,0.265707644722634,0.2707955855707461,0.2313731949706254,0.16197221764673583,0.14180347370925528,0.40593715111916395,0.40593715111916395
above_threshold_mean_0.7,0.012280605428357034,0.6435330075587035,0.8077746664470433,1.0,0.6089423305697396,0.45474843975914636,0.01780779296839254,0.025512912022547993,0.04258862717106828,0.10776185508519556,0.2845952524753381,0.23336810702977723,0.2183239078314025,0.16667581763941505,0.10309485898350994,0.08446347846776112,0.34680356521898276,0.34680356521898276
above_threshold_mean_0.9,-0.018521568842767986,0.4188034188034188,0.5194641190358535,0.6089423305697396,1.0,0.5778656271161624,-0.01676458207507458,-0.010267391423708338,0.001720382876699793,0.05005582093376526,0.20551254598363805,0.18034737092552935,0.14081516865242774,0.0901919874082615,0.04736543494573473,0.035871813173740365,0.2190010798147843,0.2190010798147843
above_threshold_mean_0.95,-0.016197221764673583,0.3092296711140394,0.3837917970680283,0.45474843975914636,0.5778656271161624,1.0,-0.012939475466242061,-0.006661908160837497,0.0025073665330624644,0.04297296802650122,0.13817968850088763,0.17816943941140942,0.144384048024305,0.09361445121616428,0.04650524350738483,0.03208331045590146,0.14291989238456046,0.14291989238456046
above_quantile_mean_0.3,0.9704606599681546,0.08942330569739562,0.053258661395706355,0.01780779296839254,-0.01676458207507458,-0.012939475466242061,1.0,0.9716502864254469,0.924595984553158,0.8088727831768517,0.31944215670125736,0.4331887479639085,0.4823843774593239,0.5128754186570033,0.5758707150570105,0.6124013982686359,0.2798916524826589,0.2798916524826589
above_quantile_mean_0.5,0.9426966086494994,0.10174051501674627,0.06239133219861271,0.025512912022547993,-0.010267391423708338,-0.006661908160837497,0.9716502864254469,1.0,0.9525796592177748,0.8352824905287433,0.3211442376324603,0.4374164973736708,0.48723439301597754,0.5197386482183056,0.5805743150496898,0.6171782060433024,0.28342392796354254,0.28342392796354254
above_quantile_mean_0.7,0.8964475923790698,0.12888230018851002,0.08356668313841761,0.04258862717106828,0.001720382876699793,0.0025073665330624644,0.924595984553158,0.9525796592177748,1.0,0.8809824484342685,0.32566481817017146,0.4452314281008071,0.49698932996577533,0.5304452863339373,0.5887552846867622,0.6247369095334834,0.29482604000805285,0.29482604000805285
above_quantile_mean_0.9,0.7831036439173483,0.22041032961803841,0.16059957173447537,0.10776185508519556,0.05005582093376526,0.04297296802650122,0.8088727831768517,0.8352824905287433,0.8809824484342685,1.0,0.32839180804919565,0.46750489577042037,0.5241677190285327,0.5546221563352184,0.5970826698878091,0.6254506854078589,0.3394278811837698,0.3394278811837698
above_quantile_mean_fg_ratio,0.3210161240139827,0.2459964494225736,0.29358150771427,0.2845952524753381,0.20551254598363805,0.13817968850088763,0.31944215670125736,0.3211442376324603,0.32566481817017146,0.32839180804919565,1.0,0.3463460165815626,0.3154523325829536,0.2685993521111294,0.2593019637987518,0.262779333443145,0.625340873734878,0.625340873734878
