Coverage,Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Mean (Mean Risk),Mean (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev)
0.39520958083832336,0.09866329869537643,0.004523386568419073,0.09866329869537643,0.004523386568419073,0.1026885425954154,0.003705696543423289,0.09958136962218718,0.0072603329769279626,0.10169374885321787,0.007715424275278742,0.10501953202104249,0.008149022697214504,0.1026885425954154,0.003705696543423289,0.1026885425954154,0.003705696543423289,0.1026885425954154,0.003705696543423289,0.08182810134056842,0.0077547346868671475,0.09891362804355043,0.006088260027142292,0.10275648353677808,0.0036804542730166567,0.10275648353677808,0.0036804542730166567
0.40119760479041916,0.09878341453288919,0.004876474282895329,0.09878341453288919,0.004876474282895329,0.10295350693944676,0.004038427072126417,0.09945723614585933,0.00548700025244618,0.10122588863707023,0.007917441834856704,0.10414939148795863,0.007951979144367509,0.10295350693944676,0.004038427072126417,0.10295350693944676,0.004038427072126417,0.10295350693944676,0.004038427072126417,0.08184947562751485,0.006895244747333164,0.10010576048004093,0.006386545082750929,0.10380223904972646,0.003599137031283803,0.10329016954151553,0.003802743100950606
0.40718562874251496,0.09897231792702395,0.005034987776515848,0.09897231792702395,0.005034987776515848,0.10319865757928175,0.0033476492774658457,0.09926635793903295,0.0055908842642428454,0.10162309279278912,0.007292277301708384,0.10436945262142958,0.007965839033498564,0.10319865757928175,0.0033476492774658457,0.10319865757928175,0.0033476492774658457,0.10319865757928175,0.0033476492774658457,0.0822537304723964,0.006697233546576986,0.09958511678611531,0.005751045710414204,0.10428628456943174,0.0034460935172195,0.1027600611833965,0.0036650776462792047
0.41317365269461076,0.0989321301812711,0.0051090142564177154,0.0989321301812711,0.0051090142564177154,0.10367695080197376,0.002611712377140835,0.09928103935891304,0.006137175595113152,0.10287574586844596,0.008496147514208616,0.10365643627585341,0.007791627265500727,0.10367695080197376,0.002611712377140835,0.10367695080197376,0.002611712377140835,0.1038865639247756,0.002602484325572379,0.08158658855203269,0.006695033637157216,0.09962614679682083,0.005410917119844534,0.10421346819055252,0.0027498024761737376,0.10281592434731082,0.0027298005352625167
0.41916167664670656,0.0993958009140832,0.005348023733670906,0.0993958009140832,0.005348023733670906,0.10333920802388871,0.002980589191015384,0.09905306590454918,0.006496193352183329,0.10213274108078665,0.008436362317638741,0.1042180334201116,0.008339626708845032,0.10333920802388871,0.002980589191015384,0.10333920802388871,0.002980589191015384,0.10333920802388871,0.002980589191015384,0.08131054363080434,0.006729043450583513,0.09973720099244798,0.005071287508717654,0.10333920802388871,0.002980589191015384,0.10333920802388871,0.002980589191015384
0.4251497005988024,0.09962615349762877,0.004261688888169879,0.09962615349762877,0.004261688888169879,0.10443929950116386,0.004270536842416722,0.09867608232397429,0.006755230749368268,0.10148748694817333,0.008325633933495868,0.1047826117845443,0.008496974260514035,0.10443929950116386,0.004270536842416722,0.10443929950116386,0.004270536842416722,0.10443929950116386,0.004270536842416722,0.08068218743297416,0.006256296882043909,0.09988570402205829,0.004453633712585855,0.10443929950116386,0.004270536842416722,0.10443929950116386,0.004270536842416722
0.4311377245508982,0.1000324667741855,0.003939043411351524,0.1000324667741855,0.003939043411351524,0.10380617984467082,0.004029226312415749,0.09815662126574252,0.0065239205621713155,0.10185985826823367,0.007120813844569443,0.10408381125205013,0.008429981772669848,0.10380617984467082,0.004029226312415749,0.10380617984467082,0.004029226312415749,0.10380617984467082,0.004029226312415749,0.0800677076396015,0.00603062805288946,0.09982870891690254,0.0038857678736832187,0.10404613345033592,0.0043454548017563465,0.10380617984467082,0.004029226312415749
0.437125748502994,0.09957128375360409,0.003641443312365426,0.09957128375360409,0.003641443312365426,0.10421424144751405,0.0033287456569630752,0.09864357501676638,0.0058546886063478455,0.1017922732464773,0.007836695105462654,0.10401670940384758,0.008229603736665312,0.10421424144751405,0.0033287456569630752,0.10421424144751405,0.0033287456569630752,0.10421424144751405,0.0033287456569630752,0.07959598588616881,0.005739447744399043,0.10013483954619054,0.004532640083931123,0.10421424144751405,0.0033287456569630752,0.10421424144751405,0.0033287456569630752
0.4431137724550898,0.10029199679155607,0.0045511605408336715,0.10029199679155607,0.0045511605408336715,0.10486033800485972,0.0026084354818492342,0.09853131887880531,0.005585219161045379,0.10182194993789769,0.0074704258649317444,0.1041389900897386,0.00740234790041706,0.10486033800485972,0.0026084354818492342,0.10486033800485972,0.0026084354818492342,0.10486033800485972,0.0026084354818492342,0.07959930296685244,0.006380176509806929,0.09983606616387496,0.003886955478593757,0.10486536815359784,0.0026169362054763814,0.10486033800485972,0.0026084354818492342
0.4491017964071856,0.10080780347188315,0.004043308460282208,0.10080780347188315,0.004043308460282208,0.10503774642944336,0.002791243461588054,0.0996585218111674,0.006574648531696778,0.1015106920074084,0.007477042567781164,0.10426516350812302,0.008246686783580037,0.10503774642944336,0.002791243461588054,0.10503774642944336,0.002791243461588054,0.10503774642944336,0.002791243461588054,0.08017260054747263,0.006449806261791063,0.0996433001756668,0.0035318651516492777,0.10503774642944336,0.002791243461588054,0.10503774642944336,0.002791243461588054
0.4550898203592814,0.10130542987271358,0.004193482354247254,0.10130542987271358,0.004193482354247254,0.10552627808953587,0.0028253747036540945,0.09995996226605616,0.005568474259541219,0.1027765657883073,0.0068817761868908,0.10375280536445879,0.008474410473856955,0.10552627808953587,0.0028253747036540945,0.10552627808953587,0.0028253747036540945,0.10552627808953587,0.0028253747036540945,0.08007658723937837,0.006282762811391752,0.1003806053807861,0.0022484417226970987,0.10552627808953587,0.0028253747036540945,0.10552627808953587,0.0028253747036540945
