,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
mean,1.0,0.21849659508397698,,,,,1.0,1.0,1.0,0.9997114205324292,0.5115792511362817,0.8936584662001299,0.9950941490512951,1.0,1.0,1.0,0.4362600101002814,0.4362600101002814
above_threshold_mean_0.3,0.21849659508397698,1.0,,,,,0.218496595083977,0.218496595083977,0.218496595083977,0.21878919179650994,0.2340042208482231,0.24234322715541204,0.21761880494637814,0.218496595083977,0.218496595083977,0.218496595083977,0.21191316905198573,0.21191316905198573
above_threshold_mean_0.5,,,1.0,,,,,,,,,,,,,,,
above_threshold_mean_0.7,,,,1.0,,,,,,,,,,,,,,
above_threshold_mean_0.9,,,,,1.0,,,,,,,,,,,,,
above_threshold_mean_0.95,,,,,,1.0,,,,,,,,,,,,
above_quantile_mean_0.3,1.0,0.218496595083977,,,,,1.0,1.0,1.0,0.9997114205324292,0.5115792511362817,0.8936584662001299,0.9950941490512951,1.0,1.0,1.0,0.4362600101002814,0.4362600101002814
above_quantile_mean_0.5,1.0,0.218496595083977,,,,,1.0,1.0,1.0,0.9997114205324292,0.5115792511362817,0.8936584662001299,0.9950941490512951,1.0,1.0,1.0,0.4362600101002814,0.4362600101002814
above_quantile_mean_0.7,1.0,0.218496595083977,,,,,1.0,1.0,1.0,0.9997114205324292,0.5115792511362817,0.8936584662001299,0.9950941490512951,1.0,1.0,1.0,0.4362600101002814,0.4362600101002814
above_quantile_mean_0.9,0.9997114205324292,0.21878919179650994,,,,,0.9997114205324292,0.9997114205324292,0.9997114205324292,1.0,0.5112906716687109,0.893369886732559,0.9948055695837242,0.9997114205324292,0.9997114205324292,0.9997114205324292,0.4362600101002814,0.4362600101002814
above_quantile_mean_fg_ratio,0.5115792511362817,0.2340042208482231,,,,,0.5115792511362817,0.5115792511362817,0.5115792511362817,0.5112906716687109,1.0,0.5942572685953396,0.5147536252795614,0.5115792511362817,0.5115792511362817,0.5115792511362817,0.5059519515186495,0.5059519515186495
patch_aggregation_10,0.8936584662001299,0.24234322715541204,,,,,0.8936584662001299,0.8936584662001299,0.8936584662001299,0.893369886732559,0.5942572685953396,1.0,0.8942356251352717,0.8936584662001299,0.8936584662001299,0.8936584662001299,0.4785369020994157,0.4785369020994157
patch_aggregation_20,0.9950941490512951,0.21761880494637814,,,,,0.9950941490512951,0.9950941490512951,0.9950941490512951,0.9948055695837242,0.5147536252795614,0.8942356251352717,1.0,0.9950941490512951,0.9950941490512951,0.9950941490512951,0.43770290743813584,0.43770290743813584
patch_aggregation_40,1.0,0.218496595083977,,,,,1.0,1.0,1.0,0.9997114205324292,0.5115792511362817,0.8936584662001299,0.9950941490512951,1.0,1.0,1.0,0.4362600101002814,0.4362600101002814
patch_aggregation_80,1.0,0.218496595083977,,,,,1.0,1.0,1.0,0.9997114205324292,0.5115792511362817,0.8936584662001299,0.9950941490512951,1.0,1.0,1.0,0.4362600101002814,0.4362600101002814
patch_aggregation_100,1.0,0.218496595083977,,,,,1.0,1.0,1.0,0.9997114205324292,0.5115792511362817,0.8936584662001299,0.9950941490512951,1.0,1.0,1.0,0.4362600101002814,0.4362600101002814
class_mean_w_equal_weights,0.4362600101002814,0.21191316905198573,,,,,0.4362600101002814,0.4362600101002814,0.4362600101002814,0.4362600101002814,0.5059519515186495,0.4785369020994157,0.43770290743813584,0.4362600101002814,0.4362600101002814,0.4362600101002814,1.0,1.0
class_mean_weighted_by_occurrence,0.4362600101002814,0.21191316905198573,,,,,0.4362600101002814,0.4362600101002814,0.4362600101002814,0.4362600101002814,0.5059519515186495,0.4785369020994157,0.43770290743813584,0.4362600101002814,0.4362600101002814,0.4362600101002814,1.0,1.0
