Aggregator,AUROC,AUROC_std,Noise_Level
Patch 20,0.5349,0.011329165900453582,0_25
Patch 50,0.5343,0.015358059773291651,0_25
Quantile fg. ratio,0.53,0.00995590277172294,0_25
Quantile 0.9,0.5294000000000001,0.00550272659687905,0_25
Quantile 0.75,0.5267999999999999,0.005649778756730205,0_25
Patch 10,0.5266,0.016135674761223955,0_25
Imbalance-w. class avg.,0.5256,0.014195774019052271,0_25
Quantile 0.6,0.5253,0.006550572494064916,0_25
Mean,0.5217,0.005172040216394345,0_25
Equally-w. class avg.,0.5202,0.013295111883696222,0_25
Threshold 0.3,0.5181,0.025581829488916533,0_25
Threshold 0.5,0.5,0.0,0_25
Threshold 0.4,0.4968,0.0036221540552549567,0_25
Patch 50,0.6368,0.04291945945605561,0_50
Patch 20,0.6253,0.03799934209956799,0_50
Patch 10,0.6197,0.07202686998613785,0_50
Quantile 0.9,0.6169,0.01972485741393334,0_50
Quantile fg. ratio,0.6046,0.02529268669002964,0_50
Quantile 0.75,0.5995,0.01622929450099416,0_50
Quantile 0.6,0.5884,0.015453155017665487,0_50
Imbalance-w. class avg.,0.5868,0.04653170961828076,0_50
Equally-w. class avg.,0.5749,0.03958320350855909,0_50
Mean,0.5673,0.016246538092775285,0_50
Threshold 0.3,0.54255,0.07645120993156355,0_50
Threshold 0.4,0.5011,0.013252546925025371,0_50
Threshold 0.5,0.5,0.0,0_50
Patch 20,0.8653,0.02431028588889899,0_75
Quantile 0.9,0.8577999999999999,0.028421822601655905,0_75
Quantile fg. ratio,0.8141,0.033099093643179985,0_75
Patch 50,0.8082,0.0426281597069355,0_75
Quantile 0.75,0.8081999999999999,0.0244777449941779,0_75
Patch 10,0.7877000000000001,0.07907939048829346,0_75
Quantile 0.6,0.7825,0.026959784865610494,0_75
Imbalance-w. class avg.,0.738,0.08878152961061213,0_75
Equally-w. class avg.,0.7222000000000001,0.10191310023740817,0_75
Mean,0.7008,0.030168858115613227,0_75
Threshold 0.3,0.60895,0.10706833098540389,0_75
Threshold 0.4,0.5226999999999999,0.017081861725233568,0_75
Threshold 0.5,0.5,0.0,0_75
Quantile 0.9,0.9701000000000001,0.017093566041057686,1_00
Patch 20,0.9649,0.021987951246080193,1_00
Quantile fg. ratio,0.921,0.018801063799689592,1_00
Quantile 0.75,0.9202000000000001,0.02913348588823518,1_00
Patch 50,0.902,0.04224784018148144,1_00
Patch 10,0.8966000000000001,0.06273340417991041,1_00
Quantile 0.6,0.8835999999999999,0.02879027613622349,1_00
Imbalance-w. class avg.,0.8238000000000001,0.08456074739499414,1_00
Equally-w. class avg.,0.7918000000000001,0.0935583240551048,1_00
Mean,0.7855,0.03175326754839569,1_00
Threshold 0.3,0.71315,0.1125421143394774,1_00
Threshold 0.4,0.5811999999999999,0.056177575597385836,1_00
Threshold 0.5,0.5,0.0,1_00
