Aggregator,AUROC,AUROC_std,Noise_Level
Quantile fg. ratio,0.636,0.0186354500884739,0_25
Imbalance-w. class avg.,0.6297999999999999,0.03888907301543716,0_25
Equally-w. class avg.,0.5943999999999999,0.060132520319707214,0_25
Threshold 0.5,0.5879,0.02685125695381872,0_25
Mean,0.5754,0.01218687818926572,0_25
Quantile 0.6,0.5753999999999999,0.011525623627379133,0_25
Patch 50,0.5735000000000001,0.025818404288414115,0_25
Patch 20,0.5702,0.028417600180170005,0_25
Quantile 0.75,0.5667,0.013073255141700517,0_25
Quantile 0.9,0.5651,0.015718460484411362,0_25
Threshold 0.4,0.5434,0.04132263302356226,0_25
Patch 10,0.5155,0.027950491945581208,0_25
Threshold 0.3,0.49699999999999994,0.060683111324321526,0_25
Quantile fg. ratio,0.8474,0.01670808187674458,0_50
Imbalance-w. class avg.,0.8268,0.04551922670696422,0_50
Threshold 0.5,0.7782,0.03744061965299187,0_50
Equally-w. class avg.,0.7444,0.08310619712151439,0_50
Quantile 0.9,0.7105,0.024550967394381843,0_50
Patch 20,0.7086999999999999,0.056959195921290874,0_50
Quantile 0.6,0.6997000000000001,0.014202464574854605,0_50
Mean,0.6984000000000001,0.013839075113604955,0_50
Patch 50,0.6976,0.038028410432201835,0_50
Threshold 0.4,0.6973999999999999,0.0863729124205037,0_50
Quantile 0.75,0.6967000000000001,0.0160433786965215,0_50
Threshold 0.3,0.6388,0.10005198648702586,0_50
Patch 10,0.5659000000000001,0.02054336875977257,0_50
Quantile fg. ratio,0.9927,0.004421538193886821,0_75
Imbalance-w. class avg.,0.9846000000000001,0.005895761189193463,0_75
Quantile 0.9,0.9354,0.0126317061397105,0_75
Threshold 0.5,0.9339,0.08627276511159246,0_75
Equally-w. class avg.,0.9327,0.03307491496587713,0_75
Threshold 0.3,0.9105000000000001,0.08516636660090648,0_75
Quantile 0.75,0.9034000000000001,0.013471451295239164,0_75
Threshold 0.4,0.9024,0.1167465631185775,0_75
Patch 20,0.8967,0.03355160204818838,0_75
Quantile 0.6,0.8941000000000001,0.014948913003961168,0_75
Patch 50,0.8876,0.022969545054266936,0_75
Mean,0.8874000000000001,0.01575436447464638,0_75
Patch 10,0.7524,0.011801694793545576,0_75
Quantile fg. ratio,1.0,0.0,1_00
Patch 20,0.992,0.006254598308444738,1_00
Quantile 0.9,0.9893000000000001,0.018532943640986965,1_00
Quantile 0.75,0.9856,0.014947909552843799,1_00
Patch 50,0.9777,0.01161851969916997,1_00
Quantile 0.6,0.9739000000000001,0.011283173312503912,1_00
Mean,0.968,0.01201665510863987,1_00
Patch 10,0.9239999999999999,0.0239298976178336,1_00
Threshold 0.3,0.9213,0.13631239855567065,1_00
Imbalance-w. class avg.,0.9062,0.01613567476122397,1_00
Threshold 0.4,0.8841,0.20074468859723288,1_00
Threshold 0.5,0.8795999999999999,0.20853891723129284,1_00
Equally-w. class avg.,0.5671,0.04676269881005589,1_00
