,moran,entropy,eds
308,0.32487763474537473,0.12176547423470135,0.4236299641347469
235,0.3287061351335941,0.12725914766749943,0.42370938012777554
309,0.3313376560479727,0.1417932557142951,0.4103713511762545
254,0.3292531559377774,0.12985132666759447,0.4248904019679634
312,0.3499846085666651,0.10893714068078252,0.3023422058748012
207,0.3228490957766728,0.12064581773037217,0.41571831010306304
258,0.32726726212547136,0.1295882255821156,0.42779680651435287
260,0.3359350576856507,0.12151155069370402,0.3975854803365678
238,0.3446991738771907,0.13405014419885244,0.3880489917091946
305,0.34903265222600893,0.12494588684678466,0.340787517626286
302,0.32328709221119983,0.14509354850271924,0.4526919472108959
226,0.34031112466332886,0.12979640413810575,0.4007007994209875
233,0.3425371861456409,0.13090715324465907,0.35514066847931075
202,0.32272642983443534,0.12012832600910982,0.42167845566179385
306,0.33413387195742006,0.14660834054450358,0.44043177405636713
219,0.3323660920993779,0.1280459342358537,0.42769312769583057
261,0.3281527737279903,0.13310573367634695,0.43502113174347384
213,0.3369454516846448,0.14230072796215112,0.4298161892559663
215,0.3314749706768811,0.1352830345824981,0.4343594825150608
206,0.3302398095844411,0.12977380930442028,0.4391720968429441
216,0.3450306222745629,0.13238303815910757,0.37081916660609415
222,0.34129368127776316,0.11317720643486773,0.37953631889859896
220,0.3223269856402692,0.12187911764745026,0.436858953136418
217,0.3211654296170408,0.12345261528342828,0.4432034743713013
259,0.3392331302552595,0.14102672159481677,0.4044095433237656
310,0.33559819505733635,0.13865648334883232,0.4351339749543291
210,0.33537568825593184,0.13469629493321827,0.4396886603235305
256,0.33373111680234957,0.11567285763400441,0.38058824124239327
253,0.3469751715062395,0.12858260574190153,0.36867838621587656
230,0.33198482682834696,0.13821747574762377,0.4277583811392568
221,0.33409336770203235,0.13197095528780337,0.41256187953869966
304,0.3356654441711543,0.14380942843655597,0.41569210354141667
228,0.3275788773231883,0.1277080715199082,0.4211628839250776
240,0.3296370067481736,0.12600723245712606,0.4335835797375086
311,0.3336909762292256,0.11471607673703761,0.3886098621962155
303,0.34407086493571803,0.14014216225904408,0.4000730460542817
229,0.326075534628032,0.12905747048385738,0.45905279139187155
239,0.33665387383946815,0.11635533669153947,0.393625732986555
224,0.3331855507802384,0.14364704749205706,0.4494813042347789
205,0.327749854236134,0.12524832500627348,0.4502527313498494
231,0.3333669904211637,0.14194069029209228,0.44772761475067907
211,0.3320145425853667,0.1257143668727166,0.43763916657856
223,0.32464650237315584,0.12436538603970922,0.4217565845472688
301,0.3288798217206176,0.10514872966162177,0.3930299704368624
227,0.3271306785827862,0.12635242267469687,0.42588033792138785
252,0.32207220462330194,0.1244398933424352,0.4208396829636768
212,0.34030413060667064,0.1377833495140545,0.4212259438227359
204,0.34361952944767016,0.13351736335640305,0.33302775249195143
232,0.3345926656213592,0.13314383415426945,0.45085117287176285
214,0.32820145292700154,0.12081937016233786,0.4148292815233787
