,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_0.95,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,patch_aggregation_200
mean,1.0,0.3122824560088953,0.375057225003308,0.4061483817769692,,,0.9973940995339619,0.9881499045415272,0.9636783865839975,0.8965472784740871,0.8448529851518506,0.502187145815242,0.641806452816871,0.7401170480244198,0.8370862850723694,0.8691514654318468,0.9016267896052913
above_threshold_mean_0.3,0.3122824560088953,1.0,0.47697549835456016,0.3312700937555534,,,0.32500299821139195,0.3406094712478741,0.37020374982542154,0.4547118780505002,0.5136477696704148,0.6081995365315008,0.49548478571835813,0.34313901416834003,0.31905252478063045,0.3127686590354849,0.29322116004391907
above_threshold_mean_0.5,0.375057225003308,0.47697549835456016,1.0,0.2617773571131122,,,0.3879389838389169,0.41085578866440386,0.45101009398255515,0.5346976527186814,0.5790857178051925,0.6450776412646666,0.4999146610319302,0.39755195614473143,0.38960389972270887,0.381928280328941,0.3663625406755612
above_threshold_mean_0.7,0.4061483817769692,0.3312700937555534,0.2617773571131122,1.0,,,0.4118077588558664,0.4120123848793156,0.4152048877648031,0.4430891177624361,0.4731120318793674,0.48739719681990895,0.45917874070193876,0.3624432469349805,0.37581481514974674,0.3741857883551089,0.36270878782605065
above_threshold_mean_0.9,,,,,,,,,,,,,,,,,
above_threshold_mean_0.95,,,,,,,,,,,,,,,,,
above_quantile_mean_0.3,0.9973940995339619,0.32500299821139195,0.3879389838389169,0.4118077588558664,,,1.0,0.9960590856017562,0.977427191241321,0.9157458032634773,0.864793449878784,0.5150850087284599,0.657666162910324,0.7563933240775278,0.8518158270068769,0.8822654824092575,0.9091353913177717
above_quantile_mean_0.5,0.9881499045415272,0.3406094712478741,0.41085578866440386,0.4120123848793156,,,0.9960590856017562,1.0,0.991782570857279,0.9411227200320906,0.8924265468606779,0.5332236768287744,0.6772119564466024,0.7728883864601088,0.8658478859623554,0.8928873966319967,0.912672231833519
above_quantile_mean_0.7,0.9636783865839975,0.37020374982542154,0.45101009398255515,0.4152048877648031,,,0.977427191241321,0.991782570857279,1.0,0.9721976328335039,0.9305341990489548,0.5644014053475024,0.7039530600745982,0.7886135255549521,0.8748046582183829,0.8958641393993418,0.9051013251678218
above_quantile_mean_0.9,0.8965472784740871,0.4547118780505002,0.5346976527186814,0.4430891177624361,,,0.9157458032634773,0.9411227200320906,0.9721976328335039,1.0,0.9875573707791752,0.640670369093645,0.7528013885171582,0.7906043432382877,0.853016478549877,0.8619764917468097,0.8541062992966902
above_quantile_mean_0.95,0.8448529851518506,0.5136477696704148,0.5790857178051925,0.4731120318793674,,,0.864793449878784,0.8924265468606779,0.9305341990489548,0.9875573707791752,1.0,0.6939932795131853,0.7771957238151015,0.7751814377078962,0.8181948206575843,0.8212167195468122,0.8073549649754852
patch_aggregation_10,0.502187145815242,0.6081995365315008,0.6450776412646666,0.48739719681990895,,,0.5150850087284599,0.5332236768287744,0.5644014053475024,0.640670369093645,0.6939932795131853,1.0,0.8895611476592439,0.7346302635310582,0.6740702509885235,0.6569761245973678,0.6452996935252141
patch_aggregation_20,0.641806452816871,0.49548478571835813,0.4999146610319302,0.45917874070193876,,,0.657666162910324,0.6772119564466024,0.7039530600745982,0.7528013885171582,0.7771957238151015,0.8895611476592439,1.0,0.902659938728058,0.8267312441740313,0.8054463692431861,0.7741493100572537
patch_aggregation_40,0.7401170480244198,0.34313901416834003,0.39755195614473143,0.3624432469349805,,,0.7563933240775278,0.7728883864601088,0.7886135255549521,0.7906043432382877,0.7751814377078962,0.7346302635310582,0.902659938728058,1.0,0.9457396111724008,0.9254537051397741,0.8830572473512234
patch_aggregation_80,0.8370862850723694,0.31905252478063045,0.38960389972270887,0.37581481514974674,,,0.8518158270068769,0.8658478859623554,0.8748046582183829,0.853016478549877,0.8181948206575843,0.6740702509885235,0.8267312441740313,0.9457396111724008,1.0,0.9909902188014044,0.9519525753993091
patch_aggregation_100,0.8691514654318468,0.3127686590354849,0.381928280328941,0.3741857883551089,,,0.8822654824092575,0.8928873966319967,0.8958641393993418,0.8619764917468097,0.8212167195468122,0.6569761245973678,0.8054463692431861,0.9254537051397741,0.9909902188014044,1.0,0.9726191394993783
patch_aggregation_200,0.9016267896052913,0.29322116004391907,0.3663625406755612,0.36270878782605065,,,0.9091353913177717,0.912672231833519,0.9051013251678218,0.8541062992966902,0.8073549649754852,0.6452996935252141,0.7741493100572537,0.8830572473512234,0.9519525753993091,0.9726191394993783,1.0
