Aggregator,AUROC,AUROC_std,Noise_Level
Threshold 0.3,0.5030666666666667,0.004336921591277537,0_25
Threshold 0.7,0.5,0.0,0_25
Threshold 0.6,0.5,0.0,0_25
Threshold 0.5,0.5,0.0,0_25
Threshold 0.4,0.5,0.0,0_25
Threshold 0.9,0.5,0.0,0_25
Threshold 0.8,0.5,0.0,0_25
Threshold 0.2,0.4962,0.010711987055008374,0_25
Equally-w. class avg.,0.4912,0.008281706748410422,0_25
Quantile 0.9,0.4877333333333333,0.004529410067056799,0_25
Quantile 0.6,0.4870666666666667,0.003086889840744064,0_25
Patch 50,0.4864,0.003709447398198274,0_25
Patch 20,0.4864,0.004092269134192775,0_25
Imbalance-w. class avg.,0.4841333333333333,0.0033038697848970337,0_25
Mean,0.48373333333333335,0.004902607016226757,0_25
Quantile 0.75,0.4832,0.008659484203269069,0_25
Patch 10,0.48,0.009356637572689605,0_25
Threshold 0.2,0.5032,0.015516013233645577,0_50
Threshold 0.7,0.5,0.0,0_50
Threshold 0.6,0.5,0.0,0_50
Threshold 0.5,0.5,0.0,0_50
Threshold 0.4,0.5,0.0,0_50
Threshold 0.9,0.5,0.0,0_50
Threshold 0.8,0.5,0.0,0_50
Threshold 0.3,0.49960000000000004,0.008659484203269074,0_50
Equally-w. class avg.,0.474,0.013338665600426451,0_50
Patch 10,0.46973333333333334,0.0009428090415820641,0_50
Quantile 0.6,0.4585333333333333,0.027194770739161524,0_50
Quantile 0.9,0.45680000000000004,0.04221468938651569,0_50
Imbalance-w. class avg.,0.45586666666666664,0.023447719623783364,0_50
Quantile 0.75,0.4557333333333333,0.03963746824519558,0_50
Mean,0.45480000000000004,0.026039969278015645,0_50
Patch 20,0.4506666666666666,0.015323475091795852,0_50
Patch 50,0.4426666666666667,0.020618007232082874,0_50
Threshold 0.7,0.5,0.0,0_75
Threshold 0.9,0.5,0.0,0_75
Threshold 0.6,0.5,0.0,0_75
Threshold 0.5,0.5,0.0,0_75
Threshold 0.4,0.5,0.0,0_75
Threshold 0.8,0.5,0.0,0_75
Threshold 0.3,0.4935333333333333,0.009145247703346028,0_75
Quantile 0.6,0.47866666666666663,0.05322689378709061,0_75
Equally-w. class avg.,0.47813333333333335,0.016370162559431783,0_75
Quantile 0.9,0.47573333333333334,0.07762977664673666,0_75
Quantile 0.75,0.4693333333333333,0.0820564575290831,0_75
Imbalance-w. class avg.,0.46880000000000005,0.05233838616796153,0_75
Threshold 0.2,0.45986666666666665,0.0382445929366347,0_75
Mean,0.45439999999999997,0.050553206294622566,0_75
Patch 20,0.42146666666666666,0.046391186902494976,0_75
Patch 50,0.4089333333333333,0.06025132548104002,0_75
Patch 10,0.38553333333333334,0.061814848989183456,0_75
Quantile 0.6,0.5782666666666666,0.03902318399219736,1_00
Equally-w. class avg.,0.5708000000000001,0.04260704167153596,1_00
Quantile 0.75,0.5701333333333333,0.02272228470515719,1_00
Imbalance-w. class avg.,0.5656,0.04379710797149362,1_00
Quantile 0.9,0.5545333333333332,0.01055440929448708,1_00
Mean,0.5492,0.035290792000180454,1_00
Threshold 0.6,0.5,0.0,1_00
Threshold 0.5,0.5,0.0,1_00
Threshold 0.4,0.5,0.0,1_00
Threshold 0.8,0.5,0.0,1_00
Threshold 0.9,0.5,0.0,1_00
Threshold 0.7,0.5,0.0,1_00
Threshold 0.3,0.49,0.014142135623730965,1_00
Patch 20,0.4366666666666667,0.06932076809217343,1_00
Patch 50,0.43613333333333326,0.02846533954751912,1_00
Threshold 0.2,0.41126666666666667,0.11545531121992131,1_00
Patch 10,0.3732,0.0969112308593109,1_00
