Aggregator,AUROC,AUROC_std,Noise_Level
Equally-w. class avg.,0.8887320000000001,0.011488000000000054,1_00
Imbalance-w. class avg.,0.82585,0.020418000000000047,1_00
Mean,0.7484440000000001,0.0033000000000000806,1_00
Quantile 0.6,0.625348,0.013736000000000026,1_00
Quantile fg. ratio,0.6128979999999999,0.021465999999999985,1_00
Quantile 0.75,0.5849979999999999,0.013126000000000027,1_00
Quantile 0.9,0.45032799999999995,0.00994399999999998,1_00
Patch 50,0.44040399999999996,0.015556000000000014,1_00
Threshold 0.3,0.43954200000000004,0.08150200000000002,1_00
Patch 20,0.391764,0.021747999999999962,1_00
Patch 10,0.38447999999999993,0.03952799999999998,1_00
Threshold 0.5,0.31491,0.0026179999999999815,1_00
Threshold 0.7,0.30849800000000005,0.03895800000000002,1_00
