Aggregator,AUROC,AUROC_std,Noise_Level
Equally-w. class avg.,0.6614520958083833,0.07653533702229502,1_00
Imbalance-w. class avg.,0.6614520958083833,0.07653533702229502,1_00
Patch 10,0.5828592814371257,0.069869416817608,1_00
Quantile fg. ratio,0.573877245508982,0.0845953765789532,1_00
Patch 20,0.5669910179640718,0.0665416635789983,1_00
Patch 50,0.5622754491017965,0.06317400743437025,1_00
Quantile 0.6,0.5622754491017965,0.06317400743437025,1_00
Mean,0.5622754491017965,0.06317400743437025,1_00
Quantile 0.75,0.5618263473053893,0.06288155788742289,1_00
Quantile 0.9,0.5596556886227545,0.06170802316544874,1_00
Threshold 0.3,0.5561002994011977,0.05015633334902807,1_00
Threshold 0.4,0.5072604790419162,0.017758775775243943,1_00
Threshold 0.5,0.5,0.0,1_00
