,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
mean,1.0,0.6561591175961778,0.6558361610303035,0.7636726337601077,0.4728197678604118,0.3113634480979545,0.9959925615693757,0.9846868630805587,0.9608093179848604,0.8985199870188503,0.4498550686105829,0.8277992327102496,0.8266940864123263,0.8207787528752221,0.8409347658897498,0.8524421690880589,0.7855292288782478,0.8427624666548014
above_threshold_mean_0.3,0.6561591175961778,1.0,0.77591036497948,0.7358348303289387,0.7055375516667527,0.53053226104149,0.6752135863032905,0.6720129594302886,0.7000127338496969,0.8142306169965022,0.06844891382278095,0.7963141546911299,0.7911467574437354,0.7482966321579035,0.6474196204400513,0.6285786479063243,0.6330964224978749,0.6876145777774149
above_threshold_mean_0.5,0.6558361610303035,0.77591036497948,1.0,0.706897186949136,0.46975483403114554,0.32063447219124175,0.666297102475367,0.6586731510182549,0.6586660763559378,0.7183404011674965,0.009791052111372045,0.8192372059882282,0.7777752844718383,0.7217940140988954,0.6651708945474346,0.6548616420956435,0.6338795475356678,0.569262795619527
above_threshold_mean_0.7,0.7636726337601077,0.7358348303289387,0.706897186949136,1.0,0.5673209530425157,0.37378173181475255,0.7748396950905306,0.7565245558744906,0.7447922836232354,0.7964184306717044,,0.8530865127347734,0.8090269547021324,0.732957837626486,0.6688375147685415,0.6645328991942339,0.664905441861112,0.6571948131284835
above_threshold_mean_0.9,0.4728197678604118,0.7055375516667527,0.46975483403114554,0.5673209530425157,1.0,0.6401584468004634,0.48897928025747783,0.47360672062509046,0.5052637499232622,0.6564990585699977,,0.6525036632330353,0.6408389508122817,0.5516356194510478,0.4033177398880523,0.3787544679207124,0.3852890533268973,0.528614431658349
above_threshold_mean_0.95,0.3113634480979545,0.53053226104149,0.32063447219124175,0.37378173181475255,0.6401584468004634,1.0,0.32472247811965504,0.32531165237660115,0.36127040905926155,0.47325641687250714,,0.45235806007701373,0.4324118353528529,0.37916106228789936,0.27825495066967576,0.26097067580659844,0.33576520224884865,0.47777336548123944
above_quantile_mean_0.3,0.9959925615693757,0.6752135863032905,0.666297102475367,0.7748396950905306,0.48897928025747783,0.32472247811965504,1.0,0.9933367710349715,0.9733547883800648,0.916885645368554,0.39320895363578545,0.8432751663872434,0.844055088436438,0.8389442993204975,0.8563182648712977,0.8668511309083958,0.7904269342807023,0.8384995015144302
above_quantile_mean_0.5,0.9846868630805587,0.6720129594302886,0.6586731510182549,0.7565245558744906,0.47360672062509046,0.32531165237660115,0.9933367710349715,1.0,0.9896392053020656,0.9264035603230916,0.44985534988730036,0.8402313652494022,0.84666504582753,0.8539721441630294,0.8821019376771199,0.8927777769598848,0.8081399613286852,0.842405424101152
above_quantile_mean_0.7,0.9608093179848604,0.7000127338496969,0.6586660763559378,0.7447922836232354,0.5052637499232622,0.36127040905926155,0.9733547883800648,0.9896392053020656,1.0,0.9548124987904253,0.44986224433819766,0.8526547709161569,0.8682425432284924,0.8853431900386122,0.905153608170001,0.9104482613151736,0.815623498238538,0.8434554342335783
above_quantile_mean_0.9,0.8985199870188503,0.8142306169965022,0.7183404011674965,0.7964184306717044,0.6564990585699977,0.47325641687250714,0.916885645368554,0.9264035603230916,0.9548124987904253,1.0,0.45516466151126733,0.9189824616130814,0.9383510457546774,0.9299892809283401,0.8805305151192374,0.8696219873279,0.769813227886339,0.7933306612737895
above_quantile_mean_fg_ratio,0.4498550686105829,0.06844891382278095,0.009791052111372045,,,,0.39320895363578545,0.44985534988730036,0.44986224433819766,0.45516466151126733,1.0,0.6773315067875887,0.5016914119513016,0.4500824097489531,0.44985506861058255,0.44985506861058283,0.7915699962758773,0.7915699962758773
patch_aggregation_10,0.8277992327102496,0.7963141546911299,0.8192372059882282,0.8530865127347734,0.6525036632330353,0.45235806007701373,0.8432751663872434,0.8402313652494022,0.8526547709161569,0.9189824616130814,0.6773315067875887,1.0,0.9752818735008937,0.9045220235467462,0.8292214883456426,0.8145595564879559,0.7655521015437998,0.7103251300652766
patch_aggregation_20,0.8266940864123263,0.7911467574437354,0.7777752844718383,0.8090269547021324,0.6408389508122817,0.4324118353528529,0.844055088436438,0.84666504582753,0.8682425432284924,0.9383510457546774,0.5016914119513016,0.9752818735008937,1.0,0.955999755395767,0.8752669438997798,0.8552970127408069,0.7364568447044262,0.6815677693572394
patch_aggregation_40,0.8207787528752221,0.7482966321579035,0.7217940140988954,0.732957837626486,0.5516356194510478,0.37916106228789936,0.8389442993204975,0.8539721441630294,0.8853431900386122,0.9299892809283401,0.4500824097489531,0.9045220235467462,0.955999755395767,1.0,0.9457657021400997,0.921743776015139,0.719112980296176,0.665889488103267
patch_aggregation_80,0.8409347658897498,0.6474196204400513,0.6651708945474346,0.6688375147685415,0.4033177398880523,0.27825495066967576,0.8563182648712977,0.8821019376771199,0.905153608170001,0.8805305151192374,0.44985506861058255,0.8292214883456426,0.8752669438997798,0.9457657021400997,1.0,0.9934636474505268,0.759365393828011,0.6852534914436329
patch_aggregation_100,0.8524421690880589,0.6285786479063243,0.6548616420956435,0.6645328991942339,0.3787544679207124,0.26097067580659844,0.8668511309083958,0.8927777769598848,0.9104482613151736,0.8696219873279,0.44985506861058283,0.8145595564879559,0.8552970127408069,0.921743776015139,0.9934636474505268,1.0,0.7685110521865691,0.6975506968980225
class_mean_w_equal_weights,0.7855292288782478,0.6330964224978749,0.6338795475356678,0.664905441861112,0.3852890533268973,0.33576520224884865,0.7904269342807023,0.8081399613286852,0.815623498238538,0.769813227886339,0.7915699962758773,0.7655521015437998,0.7364568447044262,0.719112980296176,0.759365393828011,0.7685110521865691,1.0,0.8309196261000782
class_mean_weighted_by_occurrence,0.8427624666548014,0.6876145777774149,0.569262795619527,0.6571948131284835,0.528614431658349,0.47777336548123944,0.8384995015144302,0.842405424101152,0.8434554342335783,0.7933306612737895,0.7915699962758773,0.7103251300652766,0.6815677693572394,0.665889488103267,0.6852534914436329,0.6975506968980225,0.8309196261000782,1.0
