Aggregator,AUROC,AUROC_std,Noise_Level
Quantile 0.9,0.9019457245263697,0.02612817484246408,1_00
Patch 20,0.9018433179723502,0.02678597045381134,1_00
Quantile 0.75,0.9016897081413211,0.026227975890686053,1_00
Quantile 0.6,0.9016897081413211,0.026227975890686053,1_00
Mean,0.9016897081413211,0.026227975890686053,1_00
Patch 50,0.9016897081413211,0.026227975890686053,1_00
Patch 10,0.8897849462365592,0.028026989613894233,1_00
Imbalance-w. class avg.,0.8751408090117767,0.041719101302256055,1_00
Equally-w. class avg.,0.8751408090117767,0.041719101302256055,1_00
Quantile fg. ratio,0.7796466973886329,0.06515601910096123,1_00
Threshold 0.3,0.687826420890937,0.11489297360335075,1_00
Threshold 0.4,0.5822452636968766,0.05947144765942852,1_00
Threshold 0.5,0.5120967741935484,0.015383767664327402,1_00
