uq_map_name,dataset_name,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,"class_mean_w_equal_weights_configurable_{'include_background': False, 'ignore_index': 0}","class_mean_weighted_by_occurrence_configurable_{'include_background': False, 'ignore_index': 0}"
0027_03,joint_noise_lidc_fgbg_malignancy_ensemble_pu_0_00,0.0008262342112407956,0.4774661839008331,0.6748613119125366,0.0,0.0,0.0,0.0011804168878832262,0.00165246525340836,0.0027535757300412226,0.008234775899100209,0.08490743496431372,0.03325331659166077,0.00841580143155911,0.0021150872630411087,0.0005287898951941092,0.0003384255329242301,0.045283936249753215,0.045283936249753215
0027_04,joint_noise_lidc_fgbg_malignancy_ensemble_pu_0_00,0.0007307733051007493,0.46527782678604124,0.5622756481170654,0.0,0.0,0.0,0.00104403467075749,0.0014615455735913336,0.002435479624032595,0.007297225976984608,0.10652522400986138,0.02988180397637368,0.007478652161638246,0.001870735251159884,0.00046769491526447966,0.00029932474576926704,0.05439887394050264,0.05439887394050264
0028_00,joint_noise_lidc_fgbg_malignancy_ensemble_pu_0_00,0.0010655878928225032,0.5436967441013881,0.638278067111969,0.0,0.0,0.0,0.0015223746104536012,0.002131175671799212,0.0035513314601251333,0.01063861292511386,0.12074641441682211,0.04346897031444127,0.010896662210373323,0.0027275485840931564,0.0006819762514064021,0.00043646480090009756,0.04055518001335297,0.04055518001335297
0031_01,joint_noise_lidc_fgbg_malignancy_ensemble_pu_0_00,0.000744429829708825,0.5644003570079803,0.6204200834035873,0.0,0.0,0.0,0.0010635453668464898,0.001488858851744023,0.002480961040460456,0.007427863210343675,0.12521854153116388,0.03004303518842134,0.007605822124215888,0.0019056403641868102,0.00047643509101364805,0.0003049184582487348,0.06670319017394986,0.06670319017394986
0038_00,joint_noise_lidc_fgbg_malignancy_ensemble_pu_0_00,0.0016142811343674592,0.48219109123403375,0.5554081797599792,0.0,0.0,0.0,0.002306276775370841,0.0032285601886764,0.005379959833068753,0.016113988409899055,0.094033744520857,0.0656224237316517,0.016503767287301175,0.004132495411072477,0.001033139925995174,0.0006612095526369116,0.08307039685079971,0.08307039685079971
0038_03,joint_noise_lidc_fgbg_malignancy_ensemble_pu_0_00,0.0009842408570451332,0.5550637722015381,0.602765753865242,0.0,0.0,0.0,0.001406156351696844,0.0019684765382072984,0.003280149123961026,0.009820094690781489,0.09965965310693718,0.039975275580736915,0.01005183991854329,0.0025195758097807026,0.0006299141485088854,0.0004031450550456868,0.04345688416713127,0.04345688416713127
0056_00,joint_noise_lidc_fgbg_malignancy_ensemble_pu_0_00,0.0016876478193161779,0.5887033144632975,0.6571878024509975,0.0,0.0,0.0,0.002411093640159287,0.0033752956028414534,0.005624570645206066,0.016851939180697828,0.15182511110841815,0.06743903735234301,0.017253376165411657,0.00432036182901317,0.0010800946043623538,0.0006912605467919067,0.06766078156330807,0.06766078156330807
0056_05,joint_noise_lidc_fgbg_malignancy_ensemble_pu_0_00,0.0013743901434346015,0.4975574672222137,0.6507966220378876,0.0,0.0,0.0,0.0019635514559628005,0.0027487801822242276,0.004580548372815337,0.013728748194336464,0.14390454074600711,0.05619724765541865,0.014066866057781298,0.003518378303250605,0.000879609691798145,0.0005629502027508129,0.08438406104543102,0.08438406104543102
0056_10,joint_noise_lidc_fgbg_malignancy_ensemble_pu_0_00,0.0009808844582493517,0.524590939283371,0.573951005935669,0.0,0.0,0.0,0.0014013612627848493,0.001961768743987496,0.0032690681469314618,0.0097941940652784,0.09465177590304631,0.039754926375845,0.010029878917355517,0.002511049729025774,0.000627766053279585,0.0004017702740989346,0.057189641726403985,0.057189641726403985
0057_04,joint_noise_lidc_fgbg_malignancy_ensemble_pu_0_00,0.0010616180001853212,0.5943071501595634,0.6411691109339396,0.0,0.0,0.0,0.0015167029397934514,0.002123235975316928,0.0035381420967916795,0.010600930741850057,0.12032033562758847,0.04333402628624869,0.010862324378939718,0.0027177011202966688,0.0006794355201186056,0.00043483873287590786,0.04861823923496273,0.04861823923496273
