Aggregator,AUROC,AUROC_std,Noise_Level
Equally-w. class avg.,0.8481037924151696,0.050507087942254635,1_00
Imbalance-w. class avg.,0.8481037924151696,0.050507087942254635,1_00
Patch 10,0.6969061876247505,0.04908252222200239,1_00
Threshold 0.2,0.6711576846307384,0.12322880307387667,1_00
Threshold 0.5,0.6513473053892215,0.09486790459913505,1_00
Threshold 0.7,0.648053892215569,0.07627888210186183,1_00
Threshold 0.6,0.6430139720558882,0.09184229001410477,1_00
Threshold 0.4,0.6374750499001997,0.11205102875959451,1_00
Threshold 0.3,0.6357285429141717,0.10360069811051206,1_00
Patch 20,0.63562874251497,0.061048484196085925,1_00
Patch 50,0.62874251497006,0.06258893537340263,1_00
Mean,0.6286427145708583,0.06270642621027121,1_00
Quantile 0.75,0.6286427145708583,0.06270642621027121,1_00
Quantile 0.6,0.6286427145708583,0.06270642621027121,1_00
Quantile 0.9,0.6286427145708583,0.06270642621027121,1_00
Threshold 0.8,0.5816367265469061,0.07067827350004269,1_00
Threshold 0.9,0.5506487025948104,0.04311383020991177,1_00
