,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
mean,1.0,0.38009875182868963,,,,,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.999267399267399,0.4637362637362637,0.9553113553113551,0.9937728937728937,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.37509157509157504,0.37509157509157504
above_threshold_mean_0.3,0.38009875182868963,1.0,,,,,0.38009875182868963,0.38009875182868963,0.38009875182868963,0.3793328097595134,0.2740157752477858,0.3808646938978658,0.3820136070016301,0.38009875182868963,0.38009875182868963,0.38009875182868963,0.18325164005040603,0.18325164005040603
above_threshold_mean_0.5,,,1.0,,,,,,,,,,,,,,,
above_threshold_mean_0.7,,,,1.0,,,,,,,,,,,,,,
above_threshold_mean_0.9,,,,,1.0,,,,,,,,,,,,,
above_threshold_mean_0.95,,,,,,1.0,,,,,,,,,,,,
above_quantile_mean_0.3,0.9999999999999998,0.38009875182868963,,,,,1.0,0.9999999999999998,0.9999999999999998,0.999267399267399,0.4637362637362637,0.9553113553113551,0.9937728937728937,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.37509157509157504,0.37509157509157504
above_quantile_mean_0.5,0.9999999999999998,0.38009875182868963,,,,,0.9999999999999998,1.0,0.9999999999999998,0.999267399267399,0.4637362637362637,0.9553113553113551,0.9937728937728937,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.37509157509157504,0.37509157509157504
above_quantile_mean_0.7,0.9999999999999998,0.38009875182868963,,,,,0.9999999999999998,0.9999999999999998,1.0,0.999267399267399,0.4637362637362637,0.9553113553113551,0.9937728937728937,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.37509157509157504,0.37509157509157504
above_quantile_mean_0.9,0.999267399267399,0.3793328097595134,,,,,0.999267399267399,0.999267399267399,0.999267399267399,1.0,0.4637362637362637,0.9560439560439559,0.9945054945054944,0.999267399267399,0.999267399267399,0.999267399267399,0.37582417582417577,0.37582417582417577
above_quantile_mean_fg_ratio,0.4637362637362637,0.2740157752477858,,,,,0.4637362637362637,0.4637362637362637,0.4637362637362637,0.4637362637362637,1.0,0.4967032967032966,0.4648351648351648,0.4637362637362637,0.4637362637362637,0.4637362637362637,0.46007326007326005,0.46007326007326005
patch_aggregation_10,0.9553113553113551,0.3808646938978658,,,,,0.9553113553113551,0.9553113553113551,0.9553113553113551,0.9560439560439559,0.4967032967032966,1.0,0.9608058608058606,0.9553113553113551,0.9553113553113551,0.9553113553113551,0.40073260073260064,0.40073260073260064
patch_aggregation_20,0.9937728937728937,0.3820136070016301,,,,,0.9937728937728937,0.9937728937728937,0.9937728937728937,0.9945054945054944,0.4648351648351648,0.9608058608058606,1.0,0.9937728937728937,0.9937728937728937,0.9937728937728937,0.3791208791208791,0.3791208791208791
patch_aggregation_40,0.9999999999999998,0.38009875182868963,,,,,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.999267399267399,0.4637362637362637,0.9553113553113551,0.9937728937728937,1.0,0.9999999999999998,0.9999999999999998,0.37509157509157504,0.37509157509157504
patch_aggregation_80,0.9999999999999998,0.38009875182868963,,,,,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.999267399267399,0.4637362637362637,0.9553113553113551,0.9937728937728937,0.9999999999999998,1.0,0.9999999999999998,0.37509157509157504,0.37509157509157504
patch_aggregation_100,0.9999999999999998,0.38009875182868963,,,,,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.999267399267399,0.4637362637362637,0.9553113553113551,0.9937728937728937,0.9999999999999998,0.9999999999999998,1.0,0.37509157509157504,0.37509157509157504
class_mean_w_equal_weights,0.37509157509157504,0.18325164005040603,,,,,0.37509157509157504,0.37509157509157504,0.37509157509157504,0.37582417582417577,0.46007326007326005,0.40073260073260064,0.3791208791208791,0.37509157509157504,0.37509157509157504,0.37509157509157504,1.0,0.9999999999999998
class_mean_weighted_by_occurrence,0.37509157509157504,0.18325164005040603,,,,,0.37509157509157504,0.37509157509157504,0.37509157509157504,0.37582417582417577,0.46007326007326005,0.40073260073260064,0.3791208791208791,0.37509157509157504,0.37509157509157504,0.37509157509157504,0.9999999999999998,1.0
