uq_map_name,dataset_name,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,patch_aggregation_200,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
frankfurt_000001_077233,cityscapes_dropout_pu,0.21562698318131845,0.47002953486266613,0.6448703346734145,0.7914961658097305,0.9190566057399149,0.0,0.27662897376026013,0.3047162266851115,0.3636863709774291,0.5412429808620025,0.28521044100047216,0.9128411434337778,0.7019634530388474,0.4668301289723841,0.35460225900654807,0.3369430421334073,0.25169933240811654,0.27749651951607834,0.21372150514121946
frankfurt_000001_077434,cityscapes_dropout_pu,0.20166036148673036,0.4375153455036585,0.5989730417301437,0.7509471401152255,0.0,0.0,0.26563179947220017,0.289248688535557,0.340464064411487,0.4863485885677981,0.2737236017889003,0.7409293856643425,0.6310202264966467,0.4936216558610602,0.34807633359916695,0.3152023132891272,0.2506718249019166,0.26863534290724284,0.18535123365870576
frankfurt_000001_078803,cityscapes_dropout_pu,0.23664453311482983,0.45669268200496094,0.6121978792067783,0.7624936253447236,0.0,0.0,0.29812974095252887,0.3347080981421314,0.4092419086787952,0.5681284355090137,0.30368486549076923,0.823492282979181,0.6940178539606956,0.5149611633071474,0.37143655307155166,0.332253717239742,0.2717963883162913,0.41320386078552124,0.2458456462040139
frankfurt_000001_079206,cityscapes_dropout_pu,0.2438640783881751,0.4549031964577381,0.6149872664180459,0.7581266063698212,0.0,0.0,0.3027879152644574,0.33994713915338826,0.41519397981428297,0.5737416934272267,0.32156988282605903,0.8003397411500371,0.6858296216216447,0.5632279202229479,0.38047317977178885,0.36532636630479126,0.2869465286328659,0.39003517682666416,0.2489574917619118
frankfurt_000001_080091,cityscapes_dropout_pu,0.20695358429655353,0.44370742740634317,0.6108683302771655,0.7426888265189959,0.0,0.0,0.2687226949986616,0.2914874607113458,0.33747582426989664,0.4845025451694161,0.27479541919465844,0.744526321008648,0.6372758204830882,0.47382439364752693,0.33449925162275224,0.3004488202009551,0.2599535963362136,0.34690827866227403,0.1962794221796363
frankfurt_000001_080391,cityscapes_dropout_pu,0.22274578810520473,0.4395144693864859,0.6067814594777579,0.7728393337173,0.0,0.0,0.2709741462730862,0.2948252593647654,0.34380100731522784,0.4912319657345958,0.2809707962263483,0.8040898405820919,0.5989560841240533,0.47033301562257696,0.3559030563221568,0.31770100487193403,0.25326718117685126,0.35712412269433197,0.22094387509667085
frankfurt_000001_080830,cityscapes_dropout_pu,0.24552351982283005,0.43781173181646366,0.6010587436737248,0.7517723657671443,0.0,0.0,0.2980367008049081,0.3313035034954035,0.3958127209868061,0.5426897142517227,0.3143049694385668,0.7762181177327194,0.6832385552929161,0.48878592995916387,0.3363436393406946,0.32006705103175415,0.2830957568037025,0.3468064160129076,0.2528691933811745
frankfurt_000001_082087,cityscapes_dropout_pu,0.2625326931204341,0.46892255526283483,0.6033734517558881,0.7512473439883723,0.0,0.0,0.36712322835149275,0.43616458192148505,0.5181829725800026,0.6396759393941563,0.30909577265888943,0.8367240716807225,0.7506617588584826,0.6680369403787438,0.5069197713427456,0.463754433809485,0.3686275888765548,0.3012578130836301,0.23829611502871811
frankfurt_000001_082466,cityscapes_dropout_pu,0.2173569712861127,0.4534368720351037,0.6228747220575792,0.7680559949602364,0.9139327780656928,0.0,0.27699011531256057,0.30359638134831857,0.35863701892463723,0.5207974944282416,0.2821846156632397,0.8526686810146116,0.7899322831737711,0.5997025576266991,0.42316263015665967,0.3688891490065644,0.26690995036995996,0.4707820456183292,0.20774923026488526
frankfurt_000001_083029,cityscapes_dropout_pu,0.2552103924680209,0.47795622541630617,0.6448904118255384,0.7677513539192523,0.0,0.0,0.31305672446587773,0.3529813549646828,0.4333715086116141,0.6186498268601652,0.3377628465141002,0.8445761180427773,0.7413088074393664,0.5616457065846876,0.38979185609546685,0.3421335354050099,0.3013613595327641,0.36972995151244376,0.27358897346721855
frankfurt_000001_083199,cityscapes_dropout_pu,0.22900479292128087,0.45879214443024235,0.6190377575833822,0.748491199036483,0.0,0.0,0.2834042075596675,0.31217147454820526,0.37259131531032513,0.5419547894742704,0.30161995191601526,0.7913012103471089,0.670485524257422,0.4916958430202344,0.34979369090233625,0.31989511909927704,0.2793259962676251,0.3790613195380557,0.23219898345968443
frankfurt_000001_083852,cityscapes_dropout_pu,0.2093769004897706,0.42279304069328466,0.596666199451872,0.7296850759641846,0.0,0.0,0.2657564253117841,0.28831003429242213,0.3360935664765529,0.46795855704528483,0.2722034776609949,0.6997136092224201,0.5857725226264408,0.38018824796340955,0.30428006325580315,0.29717840901616077,0.26011235019930384,0.4099234016538591,0.20189943091663864
lindau_000000_000019,cityscapes_dropout_pu,0.20074656606574495,0.4248902297390261,0.6158631963285882,0.7861317835907958,0.9137756446716429,0.0,0.2720967627315885,0.29708649882970617,0.3491250904914954,0.4867951254638792,0.275971095571438,0.8277138767985553,0.7534935704213811,0.4969063322407605,0.3581286128365826,0.32667299660181004,0.2612472208703996,0.45867684493650246,0.1879468433372961
lindau_000001_000019,cityscapes_dropout_pu,0.17936030287766822,0.41402403953296624,0.5555638109612919,0.7281779126131075,0.0,0.0,0.24871849429138568,0.2817394833873563,0.3228173431998184,0.44413784407654716,0.24212227656738877,0.6317982906248595,0.5308387802615203,0.4830783613314975,0.3603735689896092,0.3210298082760416,0.258390300377043,0.26516461208183995,0.14859739682845813
lindau_000002_000019,cityscapes_dropout_pu,0.22836221589308447,0.4084325683540522,0.5826419283426854,0.7498700164585086,0.0,0.0,0.27920975536049525,0.30642502911755926,0.3574818411631748,0.4741155078736578,0.29209012356319186,0.6804657394193745,0.6022460091472598,0.47557815851709984,0.3454905190272138,0.3154054615512757,0.25918210329213137,0.25864975450489625,0.2323547503554543
