Aggregator,AUROC,AUROC_std,Noise_Level
Threshold 0.4,0.58995,0.03302676944540596,0_25
Threshold 0.5,0.5851000000000001,0.03744369105737306,0_25
Threshold 0.3,0.5391,0.05098813587492681,0_25
Imbalance-w. class avg.,0.5297000000000001,0.041024261114613644,0_25
Quantile 0.9,0.5179,0.008272242743053403,0_25
Quantile fg. ratio,0.5154000000000001,0.02451203785897859,0_25
Quantile 0.75,0.5103,0.017846848461283052,0_25
Equally-w. class avg.,0.5028,0.04142752708043288,0_25
Quantile 0.6,0.5024,0.022745549015137024,0_25
Mean,0.4915,0.026821446642565718,0_25
Patch 20,0.4624,0.02288755120147195,0_25
Patch 50,0.4623,0.012950289572052059,0_25
Patch 10,0.4617,0.04724436474332152,0_25
Threshold 0.4,0.7642,0.052418698953713046,0_50
Threshold 0.5,0.7321500000000001,0.026840780540066247,0_50
Threshold 0.3,0.6645,0.0844025473549229,0_50
Imbalance-w. class avg.,0.6137,0.08427306805854404,0_50
Quantile 0.9,0.5902,0.012767145334803713,0_50
Quantile fg. ratio,0.5652999999999999,0.05115183281173804,0_50
Quantile 0.75,0.5469,0.03555544965262006,0_50
Equally-w. class avg.,0.5468,0.09985229091012383,0_50
Quantile 0.6,0.5244,0.04676751008980484,0_50
Patch 10,0.4992,0.07900430368024267,0_50
Mean,0.4925,0.055943096088793685,0_50
Patch 20,0.4719,0.039319587993772276,0_50
Patch 50,0.4694,0.030772065254057922,0_50
Threshold 0.4,0.8835000000000001,0.07193406703363851,0_75
Imbalance-w. class avg.,0.8646,0.04719025323093741,0_75
Threshold 0.5,0.8493,0.07378854924715622,0_75
Threshold 0.3,0.7695000000000001,0.10322921098216341,0_75
Quantile 0.9,0.7677,0.022530645796336995,0_75
Equally-w. class avg.,0.7655,0.08936772348001262,0_75
Quantile fg. ratio,0.7384,0.033843167700438465,0_75
Quantile 0.75,0.6874999999999999,0.027736438127488525,0_75
Quantile 0.6,0.6394,0.04788193813955317,0_75
Mean,0.587,0.07077541946184425,0_75
Patch 10,0.5800000000000001,0.14670814564979004,0_75
Patch 20,0.5394000000000001,0.0886225704885612,0_75
Patch 50,0.5372,0.04962015719443057,0_75
Imbalance-w. class avg.,0.9656,0.05158371836151405,1_00
Threshold 0.4,0.9487000000000001,0.07020334749853456,1_00
Equally-w. class avg.,0.9374,0.08284660524125287,1_00
Threshold 0.5,0.9248000000000001,0.11581951476327298,1_00
Quantile 0.9,0.9186,0.018237324365158396,1_00
Threshold 0.3,0.9020000000000001,0.051012939534984654,1_00
Quantile fg. ratio,0.8935,0.020940630363004836,1_00
Quantile 0.75,0.8472000000000001,0.030023990407672323,1_00
Quantile 0.6,0.8102999999999999,0.03199546842913854,1_00
Patch 10,0.7897,0.11928901877373288,1_00
Mean,0.7682,0.04857365541113824,1_00
Patch 20,0.7251000000000001,0.08872265776001077,1_00
Patch 50,0.7078,0.04704848562918892,1_00
