uq_map_name,dataset_name,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,patch_aggregation_200,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
216,arctique_semantic_blood_cells_0_00_dropout_pu,0.10663211029527328,0.3603856109733133,0.5453934008921726,0.0,0.0,0.0,0.14492602968852594,0.18129058673205853,0.22489319235640243,0.2989547164793331,0.4423547125880323,0.29674646510279945,0.21262151819300001,0.18035214619989276,0.17215774843642592,0.15226483505249713,0.22213716966419783,0.1653741191401635
222,arctique_semantic_blood_cells_0_00_dropout_pu,0.18937117536134318,0.3515320495113294,0.539299206708954,0.7353044365982048,0.0,0.0,0.23860413032335426,0.26483053469194484,0.294273555677959,0.3494335436390816,0.4610528073731863,0.31123934976910445,0.27110747287307985,0.23236373221564008,0.23187785744836173,0.2031683833087713,0.22252672037606988,0.18423699268484894
220,arctique_semantic_blood_cells_0_00_dropout_pu,0.1115625262082279,0.35947235153043927,0.53277117816604,0.0,0.0,0.0,0.15044832695520982,0.18509513377756706,0.23055499985014802,0.30944398967297904,0.402339599639941,0.25996049647421116,0.2021319507375787,0.1720706031589425,0.1654831177750913,0.15235960892239353,0.2039696905873652,0.17415251266571088
217,arctique_semantic_blood_cells_0_00_dropout_pu,0.12638629898786172,0.3639286313376531,0.5315791589990582,0.0,0.0,0.0,0.17055774474609262,0.20403052513009254,0.24260797266482256,0.30929076885736523,0.40758654083552975,0.2951095091470599,0.2175190097714164,0.1945264049087182,0.18704542993618675,0.17548775681023043,0.22122716925227282,0.16424906863604902
259,arctique_semantic_blood_cells_0_00_dropout_pu,0.10490337434563994,0.34931695737167373,0.5395437077542689,0.0,0.0,0.0,0.1434973794361427,0.17735984161050514,0.218569726161465,0.2837205610852353,0.41474366631966136,0.2595608908221724,0.1923995974615087,0.16981236749472534,0.15615571119787047,0.1431406299666054,0.1928161467992643,0.14525148933511098
310,arctique_semantic_blood_cells_0_00_dropout_pu,0.1921503958135975,0.35572392940646536,0.5347865685361338,0.0,0.0,0.0,0.24549246954058238,0.27479863717176944,0.30882280458668826,0.3717406473142051,0.46334633171992734,0.3488614683432509,0.2766573444767851,0.2420083082668133,0.23198422040104377,0.21590335530015992,0.2503797908349775,0.21192128781387184
210,arctique_semantic_blood_cells_0_00_dropout_pu,0.15341756982833296,0.349583919354502,0.5343076352041845,0.0,0.0,0.0,0.20526401162725993,0.23877747160009954,0.2769218907345383,0.3350742954680002,0.4223442247418838,0.3229206801394021,0.2666075342659036,0.22934159742305127,0.2178350482696503,0.18951799234103006,0.22598410914471767,0.1885399525081727
256,arctique_semantic_blood_cells_0_00_dropout_pu,0.11918865182911963,0.35370208702892575,0.5324665900911819,0.0,0.0,0.0,0.1622604903145873,0.1982732324608181,0.24096034765712154,0.30638050008493034,0.4216861731351574,0.2840647511567936,0.21996987837522738,0.1943073173408277,0.1869733881859484,0.16345904253851967,0.23087879469609757,0.16116537815908608
253,arctique_semantic_blood_cells_0_00_dropout_pu,0.09761670984181897,0.3554703716690083,0.5306762011993268,0.0,0.0,0.0,0.1333294760993917,0.16585572162764792,0.2070283062712006,0.27782842298612875,0.3727443197437518,0.2593726199511417,0.21122759130284657,0.16000019774359342,0.14669313841364032,0.13021193947527498,0.17127616092374873,0.14151477631408946
230,arctique_semantic_blood_cells_0_00_dropout_pu,0.12008131960528037,0.3611381879598416,0.5284513401534886,0.0,0.0,0.0,0.16168716629549212,0.1935552380791903,0.2346999232178382,0.30437566855145015,0.3686627662331395,0.2657875381605975,0.2277134921520264,0.16924677651856293,0.16359611706328753,0.1516484346501558,0.2162116687061284,0.15786950175136547
221,arctique_semantic_blood_cells_0_00_dropout_pu,0.1255785216583042,0.35846314158074105,0.5391388887932843,0.0,0.0,0.0,0.1673402881255765,0.19959729072526372,0.2409372056291325,0.3088756573000544,0.45483931918548526,0.3156832516065365,0.19740530762793138,0.1782925599814546,0.16706355181471352,0.1546398190158098,0.22460145519607827,0.16444713414283513
304,arctique_semantic_blood_cells_0_00_dropout_pu,0.13543784258569855,0.3644509091394682,0.5293646601588117,0.0,0.0,0.0,0.18423964561178582,0.21943538376081384,0.2627359369666137,0.33479402385265555,0.40554327503699306,0.3290929940517895,0.2722695948526037,0.20632948805341453,0.19322182312025044,0.1720246319521075,0.2554326690133587,0.17280643687473635
228,arctique_semantic_blood_cells_0_00_dropout_pu,0.11817070968794392,0.35194245732601415,0.5405931447841638,0.0,0.0,0.0,0.15747392016020617,0.1897044324966572,0.23352757615243258,0.30910086151021937,0.4131764715333106,0.287624367702128,0.20484572124789271,0.19026452625585996,0.18328916168715106,0.15435107567699846,0.20177383094208748,0.1732592023619309
240,arctique_semantic_blood_cells_0_00_dropout_pu,0.12328707299119054,0.3555868235157526,0.5414125081925034,0.0,0.0,0.0,0.16728862992123744,0.20173927323204965,0.24322005692326928,0.31051235419519113,0.488182857048966,0.30861638885428355,0.22671516441064182,0.1844990829072201,0.17774356304012962,0.16163011559066637,0.21322755387259215,0.16642463237975214
311,arctique_semantic_blood_cells_0_00_dropout_pu,0.1513331911742905,0.3473551179557804,0.5498109436824342,0.7382582430781125,0.0,0.0,0.19954060476054275,0.2327562145518511,0.27195112146524747,0.33002282279711054,0.5151860214964075,0.3705137349121535,0.2455894366373028,0.1989007981839315,0.1922937620988867,0.17762870230710204,0.21226670918109256,0.17856939810628972
303,arctique_semantic_blood_cells_0_00_dropout_pu,0.1510370063758666,0.355707307348401,0.5372829324997952,0.0,0.0,0.0,0.20101305562451505,0.23375408807625375,0.27516016556315925,0.34412968834756225,0.47093607917054164,0.3086713978510818,0.26486840699087477,0.236220489330069,0.22602273816355328,0.1899718698133459,0.23207594662284708,0.1923107091130575
229,arctique_semantic_blood_cells_0_00_dropout_pu,0.12217525340304301,0.3467266255728203,0.5335378631186752,0.0,0.0,0.0,0.16432163356736343,0.19701943749058276,0.23681901032366592,0.2974854802410286,0.391460907254488,0.27525054860434256,0.2030529437066125,0.17771560496917246,0.17021766791682943,0.1567475984135944,0.18905425744709775,0.1556540551035079
239,arctique_semantic_blood_cells_0_00_dropout_pu,0.13355278920398952,0.35961657536502467,0.5353771408206797,0.0,0.0,0.0,0.17403467732341263,0.20542742554944238,0.24593891590600048,0.3165295384407607,0.4262152472951759,0.29527312309219256,0.20642787596533588,0.17980668250602413,0.1705200198146537,0.1618265913322373,0.23287284427865435,0.16958127520823657
