Aggregator,AUROC,AUROC_std,Noise_Level
Patch 20,0.931694828469022,0.01422843162364993,1_00
Quantile 0.9,0.9312852022529442,0.014770703313550697,1_00
Quantile 0.75,0.9312339989759344,0.014839677878952021,1_00
Quantile 0.6,0.9312339989759344,0.014839677878952021,1_00
Mean,0.9312339989759344,0.014839677878952021,1_00
Patch 50,0.9312083973374297,0.01485201779853092,1_00
Patch 10,0.8491295442908345,0.017186671867654386,1_00
Threshold 0.3,0.6572196620583718,0.11380630970861715,1_00
Equally-w. class avg.,0.6131592421915002,0.09192049310689174,1_00
Imbalance-w. class avg.,0.6131592421915002,0.09192049310689174,1_00
Threshold 0.4,0.6017793138760881,0.07671868666115816,1_00
Threshold 0.5,0.5952508960573477,0.0752851636864528,1_00
Quantile fg. ratio,0.3822836661546339,0.13372674680942415,1_00
