Aggregator,AUROC,AUROC_std,Noise_Level
Quantile fg. ratio,0.5287999999999999,0.01581644713581402,0_25
Patch 50,0.5274,0.02034207462379389,0_25
Equally-w. class avg.,0.5268999999999999,0.012968808734806757,0_25
Quantile 0.6,0.5264,0.012740486646906381,0_25
Quantile 0.75,0.5252999999999999,0.013140395732244915,0_25
Mean,0.5246,0.014809456438370712,0_25
Quantile 0.9,0.5231,0.015253524182955261,0_25
Patch 20,0.5184,0.010209799214480147,0_25
Imbalance-w. class avg.,0.5113,0.015158825812047555,0_25
Threshold 0.5,0.5019,0.006127805479941394,0_25
Patch 10,0.5015,0.01950666552745494,0_25
Threshold 0.4,0.46990000000000004,0.010576861538282535,0_25
Threshold 0.3,0.4699,0.007240856302952015,0_25
Quantile fg. ratio,0.6042000000000001,0.05073263249625435,0_50
Quantile 0.75,0.5875,0.03807505745235325,0_50
Quantile 0.6,0.5833999999999999,0.03855230213618899,0_50
Quantile 0.9,0.5816999999999999,0.03724875836856852,0_50
Patch 50,0.5801,0.04559067887189222,0_50
Mean,0.5728,0.04102389547568592,0_50
Patch 20,0.553,0.022529092303064522,0_50
Equally-w. class avg.,0.5498999999999999,0.023957253598858117,0_50
Imbalance-w. class avg.,0.5364,0.045742758989811706,0_50
Threshold 0.5,0.5115000000000001,0.052250454543477425,0_50
Patch 10,0.4731,0.03507976624779589,0_50
Threshold 0.3,0.42010000000000003,0.019674094642447966,0_50
Threshold 0.4,0.4139,0.005799137866959175,0_50
Quantile fg. ratio,0.7355,0.0993057400153687,0_75
Quantile 0.9,0.7145,0.07689284752172991,0_75
Quantile 0.75,0.7082999999999999,0.08921137819807513,0_75
Quantile 0.6,0.6908,0.1031833319872934,0_75
Mean,0.6466999999999999,0.10967274045997026,0_75
Equally-w. class avg.,0.6366,0.07000942793652863,0_75
Threshold 0.5,0.6313,0.07852967591936179,0_75
Patch 50,0.6073999999999999,0.08689971231252726,0_75
Patch 20,0.5636,0.04609989154000256,0_75
Imbalance-w. class avg.,0.5556,0.13296285195497273,0_75
Threshold 0.3,0.42719999999999997,0.10611277020227111,0_75
Patch 10,0.42069999999999996,0.13886954309710964,0_75
Threshold 0.4,0.34919999999999995,0.08635878646669373,0_75
Quantile fg. ratio,0.8287,0.08521144289354572,1_00
Equally-w. class avg.,0.8271999999999999,0.07798769133651794,1_00
Quantile 0.9,0.8195,0.040845440382005924,1_00
Quantile 0.75,0.8026,0.07162206363963546,1_00
Quantile 0.6,0.7793000000000001,0.09985644696262731,1_00
Mean,0.7357,0.1274012166346931,1_00
Threshold 0.5,0.7257,0.08063764629501537,1_00
Imbalance-w. class avg.,0.6639,0.1810077070182372,1_00
Patch 50,0.6324,0.1048015267064369,1_00
Threshold 0.3,0.6275999999999999,0.18269033909870547,1_00
Patch 20,0.5787,0.058605375180097584,1_00
Patch 10,0.5469,0.13953218266765555,1_00
Threshold 0.4,0.5264,0.07207052101934602,1_00
