uq_map_name,dataset_name,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
0085_03,lidc_fgbg_texture_1_00_dropout_pu,0.00992251299726693,0.5234824471896694,0.6059730890634898,0.0,0.0,0.0,0.014176007407326593,0.019845025994533853,0.033069660892436584,0.09912804789105283,0.4722027218341827,0.2688563257485657,0.1015834272568264,0.02540162728326337,0.006350408318250834,0.004064261323680537,0.21798332359525374,0.21798332359525374
0305_07,lidc_fgbg_texture_1_00_dropout_pu,0.01045877265377259,0.5390790172161595,0.6355002692767552,0.0,0.0,0.0,0.014942146072498263,0.020917545307545176,0.03485690218855068,0.10448343004215375,0.46734141194965784,0.2681688039978326,0.1066731402607059,0.026774363644812546,0.006693614498414456,0.004283913278985254,0.2216034708368924,0.2216034708368924
0384_01,lidc_fgbg_texture_1_00_dropout_pu,0.0012971063299406396,0.4488069845570458,0.5589089393615723,0.0,0.0,0.0,0.0018531383074422252,0.002594212659881279,0.004322984155766362,0.012958408462669747,0.33371436074376104,0.05281418512960502,0.013262365710757071,0.003320578991308889,0.0008301480511620095,0.0005312947527436863,0.1733579068085722,0.1733579068085722
0389_00,lidc_fgbg_texture_1_00_dropout_pu,0.0025761044959169426,0.5142358105916244,0.6587112744649252,0.0,0.0,0.0,0.003680406004630554,0.005152208991833886,0.008585617587693896,0.025735912178893563,0.21691553958225995,0.10358640217199692,0.02637368721036799,0.0065948235773832155,0.0016487068773868435,0.0010551724015275801,0.12179140147805907,0.12179140147805907
0410_01,lidc_fgbg_texture_1_00_dropout_pu,0.0014751111622217836,0.5147287646929423,0.6004055738449097,0.0,0.0,0.0,0.0021074486642694195,0.0029502223244435672,0.004916237038617108,0.014736720273794532,0.5147287646929423,0.06029069168919363,0.015104712876571877,0.0037762541822775613,0.0009440711438219417,0.0006042055320460429,0.22008690144866705,0.22008690144866705
0433_01,lidc_fgbg_texture_1_00_dropout_pu,0.0026651499419180456,0.5000928416848183,0.6032752454280853,0.0,0.0,0.0,0.0038076226585616723,0.005330299883836091,0.008882387438646156,0.026625497771469903,0.5493824561436971,0.10706643427757166,0.026928098417821483,0.006822626446297512,0.0017056959628275498,0.0010916454162096321,0.31416230821050706,0.31416230821050706
0469_02,lidc_fgbg_texture_1_00_dropout_pu,0.021338748214266158,0.513590499991551,0.6156011945764783,0.0,0.0,0.0,0.03048605255864464,0.04267749642853225,0.07111758245418377,0.21057069309782692,0.35888185401537775,0.28533265702208155,0.20192863316307236,0.054625985832366754,0.013656798857130344,0.008740351268563422,0.18853044449824424,0.18853044449824424
0625_01,lidc_fgbg_texture_1_00_dropout_pu,0.001016966530001049,0.608768418431282,0.650637686252594,0.0,0.0,0.0,0.0014529106755787567,0.0020339330600020974,0.0033893367834697276,0.010159743663367549,0.294306812951198,0.04022786128930912,0.010405336524903766,0.002603355315222769,0.0006508585792006713,0.00041654949068842983,0.06043444525642791,0.06043444525642791
0641_04,lidc_fgbg_texture_1_00_dropout_pu,0.007734210938146904,0.5083121723598905,0.6435501376787821,0.0,0.0,0.0,0.011049643530746325,0.015468421876293808,0.02577650773201648,0.0772666327934072,0.46176248522741453,0.2868321647751144,0.07917408238897462,0.01979911494738196,0.004949895000414019,0.003167932800264973,0.2714472283426273,0.2714472283426273
0689_01,lidc_fgbg_texture_1_00_dropout_pu,0.0217292027358865,0.5100417945717202,0.6186178018969875,0.0,0.0,0.0,0.03104388364359648,0.043458405471773,0.07241888841621595,0.21252989629056396,0.6223312149445216,0.4546338819339871,0.19365807112345534,0.055626371100181114,0.013906689750967358,0.008900281440619114,0.14143246488660816,0.14143246488660816
