Aggregator,AUROC,AUROC_std,Noise_Level
Patch 50,0.9596176821983273,0.005523839857971025,1_00
Quantile 0.6,0.9595835466803209,0.005566706574003523,1_00
Mean,0.9595835466803209,0.005566706574003523,1_00
Quantile 0.75,0.9595835466803209,0.005566706574003523,1_00
Quantile 0.9,0.9595835466803209,0.005566706574003523,1_00
Patch 20,0.9593445980542755,0.005287590637347927,1_00
Patch 10,0.9076634237924561,0.017825082460877252,1_00
Equally-w. class avg.,0.700563236047107,0.03139692090910428,1_00
Imbalance-w. class avg.,0.700563236047107,0.03139692090910428,1_00
Threshold 0.6,0.613773681515617,0.10529169281317498,1_00
Threshold 0.5,0.605342208568015,0.153726156860807,1_00
Threshold 0.7,0.5752176139272913,0.025279696207264023,1_00
Threshold 0.4,0.5478409284860898,0.17027534782302595,1_00
Threshold 0.8,0.520242362177846,0.007083880797393146,1_00
Threshold 0.9,0.49863457927974064,0.00241700198620416,1_00
Threshold 0.3,0.49435057176992664,0.1663520073826175,1_00
Threshold 0.2,0.4566649598907664,0.2184431470246757,1_00
