uq_map_name,dataset_name,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,class_mean_w_equal_weights,class_mean_weighted_by_occurrence
strasbourg_000000_027233,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.07094213739767258,0.33499697877129647,0.0,0.0,0.0,0.0,0.09944689752486326,0.13070648382498304,0.17613308442553396,0.24795219955977502,0.3643177848991968,0.32916352321393005,0.24016963183869058,0.18159216860627964,0.16447450062387062,0.2193007176070966,0.07192373397423563
dusseldorf_000068_000019,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.032305376639315556,0.31954982947832694,0.0,0.0,0.0,0.0,0.04531948498713107,0.06133935813778234,0.09437566385062174,0.18248705357552739,0.32541049577524556,0.2919213983068064,0.23842891572075234,0.09827544560549314,0.0729322088567577,0.15571723997849837,0.041474714490393694
hamburg_000000_046510,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.0444426535920876,0.32253328404617826,0.0,0.0,0.0,0.0,0.061844603908389,0.08235515508328575,0.11913521512578153,0.18664496120439297,0.3307554928096963,0.2725850049849983,0.15390056388529122,0.11542132874612353,0.10270718492356021,0.10150261924669197,0.054392411289980847
jena_000015_000019,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.06679867153609273,0.3442505407612012,0.0,0.0,0.0,0.0,0.09381026617670504,0.12540506997534176,0.18141529560185454,0.2628805009204855,0.4087086774672856,0.38776902449261186,0.29578576228000864,0.23916200020084144,0.2138079007102548,0.1588946222312744,0.0820411749864799
zurich_000027_000019,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.05139254727829036,0.3316829165786053,0.0,0.0,0.0,0.0,0.07214640003680942,0.09763021320554383,0.14733077282386833,0.22259190277502633,0.3492418436897816,0.29081135844807404,0.22767537487252093,0.17056184730664367,0.1584863606951225,0.1733576881006838,0.07252969402318907
bremen_000152_000019,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.07541382983523513,0.3414422638574858,0.0,0.0,0.0,0.0,0.10625553049876758,0.1431263828130855,0.20336190375112542,0.3053375025655045,0.41398164791221725,0.38265022421893846,0.33612256959856623,0.26966214730033927,0.22888102202484228,0.185920711664784,0.09856518892246581
hanover_000000_038927,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.08362738834172238,0.33672460017496914,0.0,0.0,0.0,0.0,0.1174025398074612,0.15570636211534833,0.2125589443383494,0.2898732675841404,0.39303800086207097,0.37377552103632333,0.3155916884564588,0.1977324960798824,0.16198704194676292,0.21665546270185512,0.1070934678247396
strasbourg_000001_055860,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.052691787429598354,0.319837660660529,0.0,0.0,0.0,0.0,0.07413524846795169,0.10127879995462777,0.15120447872363352,0.22260825837943402,0.3502498695424118,0.3114250534495691,0.24178038840518,0.1848878804502386,0.18353694516342067,0.12986487307342484,0.0733233724283102
bremen_000202_000019,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.07274777038534376,0.3515083044877622,0.0,0.0,0.0,0.0,0.10152956101227241,0.13547923990633343,0.1887401398092566,0.2598331962946386,0.405552405718086,0.3891543089501364,0.35106179405569937,0.20955793454200544,0.1666963533942245,0.20015455110711652,0.10122009202879491
strasbourg_000000_025907,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.054261818361766516,0.3210709625389447,0.0,0.0,0.0,0.0,0.07583375504456301,0.10084721005053596,0.14287552446576218,0.20208675894461206,0.33159089956430415,0.30978164294291455,0.25305588984152844,0.15385511542479505,0.1481521920553204,0.17700253963928192,0.06874235768042987
tubingen_000032_000019,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.03761265376190089,0.3168229113403053,0.0,0.0,0.0,0.0,0.05264806488511258,0.07116930695776967,0.1081564565073773,0.1908084659494829,0.3302671078813343,0.261281568956573,0.21414487224170006,0.16531224828092694,0.15366947565095165,0.1636034434099894,0.05021705907578229
frankfurt_000000_013942,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.06667414411225801,0.3266342904767339,0.0,0.0,0.0,0.0,0.09389442519074691,0.12588370087623732,0.18007666148729307,0.27205178320851725,0.3995920638774308,0.37337683073585864,0.26866912237181884,0.1828544976177155,0.1618589571401065,0.20466246473431987,0.06949019361071036
weimar_000074_000019,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.03556528277370091,0.3137460084656683,0.0,0.0,0.0,0.0,0.050373165191396146,0.0694573215563594,0.10912970364390998,0.19511161825243692,0.31272056571971324,0.26716978922113344,0.21317841597472448,0.13035423545401176,0.11440570510463222,0.1190385459648016,0.043260462779434995
bremen_000180_000019,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.06955610821642014,0.34393617537278465,0.0,0.0,0.0,0.0,0.09848343189904231,0.1350169446724959,0.20406018209432086,0.304004588104982,0.4204650302092128,0.3996674746536641,0.33304287267954213,0.2581197420906195,0.20889688269993859,0.20883018327658873,0.11165157414491078
strasbourg_000001_052198,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.052940224665166714,0.3407569971879956,0.0,0.0,0.0,0.0,0.07443590248990442,0.10065606082187273,0.15098548602677317,0.24849546947862355,0.4331281491885466,0.38604261350278046,0.30921889404971253,0.20115127716880285,0.1652508351085388,0.21672768876153986,0.06469585592898056
aachen_000146_000019,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.04854065162756513,0.33588445023522406,0.0,0.0,0.0,0.0,0.06869256835520979,0.0941409245135745,0.1467727660625758,0.2501499062271232,0.3994388981728537,0.38056469378886904,0.304448114370218,0.261774815325117,0.23351784985174817,0.1432764078506354,0.06514051955147063
zurich_000015_000019,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.07063945005208193,0.33127787380364276,0.0,0.0,0.0,0.0,0.09778352769729,0.1263309508977462,0.17197794614259476,0.25006477304841346,0.36548329123796053,0.35038813026519966,0.2773812297289868,0.19193820962114433,0.168730715902248,0.12187058952309683,0.069173886382124
strasbourg_000001_016253,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.060678943237785776,0.3296724157171691,0.0,0.0,0.0,0.0,0.08470532771497617,0.11120124823478679,0.15332343444776814,0.22830385589122942,0.356305407321762,0.32878514677703613,0.2141640424300232,0.12404189364281933,0.11200457203689976,0.18962515185333767,0.0852568940892556
weimar_000109_000019,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.05104640658644199,0.32628602776417426,0.0,0.0,0.0,0.0,0.0719258608728364,0.0985774082632203,0.15493536505131467,0.26539353484226863,0.36573274989588606,0.34198953120430997,0.3112707011860119,0.26396755782771286,0.22745999411936346,0.18942278305771315,0.07752104015801792
hanover_000000_049269,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.07937523893527906,0.3233356485095325,0.0,0.0,0.0,0.0,0.10926336740264464,0.14096313774778643,0.18413032075189104,0.2497462035363948,0.33857259559307457,0.30130838847805896,0.25007556943778736,0.19886776038528775,0.18743524759543267,0.15996612680898428,0.10796716701368256
munster_000160_000019,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.11320646842377272,0.3585069894937289,0.0,0.0,0.0,0.0,0.16012716459839663,0.21639002932805754,0.2877620136001281,0.37013610000206504,0.4599344335909877,0.4483710822699826,0.4304591026779746,0.3587232149995148,0.33730594592775537,0.2469782734511765,0.15514852010416844
tubingen_000082_000019,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.040159735534017714,0.3179765191387959,0.0,0.0,0.0,0.0,0.05615613515312265,0.07577495520019939,0.11410518861142321,0.1783605559331949,0.3025965781575472,0.2734501770276732,0.19995963836940522,0.1202414313630592,0.09540561653171394,0.09882231640586986,0.04032176243397413
frankfurt_000001_012038,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.07789125425390685,0.3347959457805185,0.0,0.0,0.0,0.0,0.10876106318532897,0.1393237583639462,0.18653116755870872,0.26974896667575865,0.3709841994875287,0.3236223066347854,0.22683105266200998,0.17815304241021368,0.16099532040925985,0.22246997240029162,0.07677301119768197
hamburg_000000_077756,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.10722676460042553,0.33119319444348205,0.0,0.0,0.0,0.0,0.14881219080276822,0.18554611873594895,0.23060855786924683,0.29722710489180104,0.3888823411502924,0.34417114968556567,0.3029508593863691,0.2645335688733732,0.24099843972644777,0.1989253980964427,0.09409022726528193
munster_000086_000019,ade20k_deeplabv3_semantic_cityscapes_1_00_dropout_pu,0.031235998545010496,0.3696061417708475,0.0,0.0,0.0,0.0,0.04387673015129562,0.05950857058839502,0.09103960983130968,0.1791062198725335,0.4229583824982879,0.40019850849502503,0.34198575270732434,0.13426776984403788,0.0992127593548739,0.11879585137283573,0.029021894155053518
