Aggregator,AUROC,AUROC_std,Noise_Level
Patch 20,0.9579621095750128,0.00465386807266333,1_00
Quantile 0.75,0.9576036866359448,0.004673263372905146,1_00
Quantile 0.9,0.9576036866359448,0.004673263372905146,1_00
Quantile 0.6,0.9576036866359448,0.004673263372905146,1_00
Mean,0.9576036866359448,0.004673263372905146,1_00
Patch 50,0.9575780849974399,0.004668422102149883,1_00
Patch 10,0.9115207373271889,0.011860827706602774,1_00
Imbalance-w. class avg.,0.7061955965181772,0.09085565223523552,1_00
Equally-w. class avg.,0.7061955965181772,0.09085565223523552,1_00
Quantile fg. ratio,0.45542754736303115,0.14038816922342137,1_00
Threshold 0.4,0.44664618535586276,0.14197586628114628,1_00
Threshold 0.5,0.4258704557091654,0.056299224055699516,1_00
Threshold 0.3,0.42534562211981564,0.11454898633671584,1_00
