uq_map_name,dataset_name,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,"class_mean_w_equal_weights_configurable_{'include_background': False, 'ignore_index': 0}","class_mean_weighted_by_occurrence_configurable_{'include_background': False, 'ignore_index': 0}"
308,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.17507540997371507,0.6487222542108165,0.7616022211083676,0.859742578802222,0.98410353266295,1.0154169354509153,0.24995867184360185,0.3416593677060053,0.5192975089057235,0.8424603885392467,0.6088541666666667,0.85042236328125,0.6627091979980468,0.5080839103460312,0.3331175184622407,0.29174133614897735,0.6060968794857892,0.5045258888500448
235,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.19424564342784834,0.6517357605359874,0.7664115427604254,0.8579079750319081,0.9840424435734343,1.016011163719168,0.2756231714464807,0.37232544692233205,0.5520654334122315,0.8602490837191358,0.5955115789538642,0.8693359375000002,0.6708761596679688,0.5429552602767943,0.43524459898471834,0.3812397741317749,0.5961401785580966,0.49576723043193094
309,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.2975194106993513,0.6586655268470244,0.7756312402236897,0.8698459523643352,0.9868396275020899,1.0175610405655695,0.4122589812594997,0.5325361675013849,0.7176037765101194,0.9369940704777622,0.6260645938949012,0.9146264648437501,0.6881886291503906,0.5677116584777832,0.4713490974903106,0.4666118839263916,0.6215811331091171,0.5247937298399507
254,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.19652501978953296,0.6560266053540477,0.7688850516257806,0.863305962252249,0.9879351572180917,1.0181634088834803,0.27979115455438663,0.37938966290981113,0.5637905613509803,0.8700328996365586,0.6217099420392823,0.837442626953125,0.6163955307006838,0.47356419801712024,0.3849117946624755,0.3277518497407436,0.6084808393922299,0.5136046810037769
312,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.31717868589475984,0.6477227390701074,0.786273861277532,0.8854938909492976,0.9909382949866559,1.0194937451483086,0.4213412877088817,0.5280674249601128,0.703622293725053,0.9476047174566342,0.71339632956924,0.892237548828125,0.7298423004150392,0.5624074649810791,0.4455544352531433,0.4106206842422486,0.6704631940486403,0.616791222542501
207,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.17582625746740632,0.6491104416019896,0.7638828481812285,0.8542147568385662,0.982847586713548,1.0162630652446174,0.2488021789052527,0.33741736133019623,0.5089360620312698,0.8381828865006195,0.6012248852004332,0.7631994628906251,0.5811735534667969,0.46334153413772583,0.40616936594247816,0.3980841243743898,0.5826530210254351,0.48310306950159865
258,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.18222114656646227,0.6505431035896783,0.7634203342977172,0.8594935729648567,0.9841246962632472,1.014987854664937,0.25883317560006386,0.35151404658488666,0.5300231384957901,0.8493454160431044,0.6009921773360752,0.824725341796875,0.6087925720214844,0.4591511470079422,0.3641264662146568,0.323029149568081,0.6038857013719049,0.5045153050909152
260,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.2212445372279035,0.6535050544516421,0.7697083910525833,0.8599786802119994,0.9880770668035157,1.0207640730558296,0.30768089763290213,0.4104413689713044,0.5947841614271505,0.8808398176735648,0.6525123575951872,0.80410888671875,0.6306402969360352,0.5423675918579102,0.4470015071332455,0.376916126537323,0.6124768932773926,0.5410298071425236
238,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.25478653475079227,0.65855428061928,0.7759167259033977,0.8745734103094038,0.9920014584880801,1.0197640454383974,0.3590453564115491,0.47520134840366945,0.6650758808794172,0.9212097286601052,0.6616963298510082,0.9003149414062499,0.6765216064453127,0.5603980970382687,0.4684397518634795,0.45889811973571776,0.6507133169663888,0.571180850355655
305,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.23814535998030806,0.6640407668883619,0.7871434889506782,0.8858984616536559,0.9952199405746986,1.0220804219982682,0.3375218668844182,0.44544821872318363,0.6297129196760584,0.921595564515168,0.6757589392693184,0.9360595703125001,0.684242858886719,0.5564385843276977,0.46162678509950633,0.43466735978126536,0.6554099688931129,0.5789410198536344
302,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.22655936401588406,0.6706134281851499,0.7807003830667458,0.8737883148104179,0.9897006130610504,1.0188633185906797,0.32316199285850855,0.4388573575039481,0.6406017120147609,0.9154908036701884,0.6669799633382921,0.883453369140625,0.6912579345703125,0.5488973760604858,0.37642401149496435,0.353741792678833,0.6533177834600082,0.5753419906628375
226,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.2365928311519383,0.6630302527957562,0.778344766971327,0.8729858653555488,0.9912537632204095,1.021613509503068,0.33162465894523097,0.44262983107001913,0.6367066640148265,0.910923993081361,0.6813512094785994,0.8405419921875001,0.6613462829589843,0.4930380725860595,0.3892039406299591,0.33663219566345215,0.6559916953940071,0.5943880170124595
233,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.33629679253726863,0.6643131364959641,0.7864748437697385,0.8827766888218489,0.993161284092024,1.0210964933802975,0.4552078420860621,0.5757028945746382,0.7568606278309759,0.967185776347829,0.6988520321140799,0.95112548828125,0.7249707794189453,0.6144361639022827,0.5043305033445358,0.4888711467742921,0.6560956825609702,0.5838767238089305
202,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.18090306275075818,0.6476639848032388,0.7612940091804584,0.8543859104230377,0.9814794896417166,1.0147008609497121,0.256973389579869,0.34857443202802874,0.5239932770903373,0.8436255335975912,0.6213447607594236,0.842216796875,0.6805152893066405,0.46831364631652833,0.3565565455611795,0.31683749366998676,0.6032083248823075,0.5175067541821337
306,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.24752509889071916,0.6686880146142854,0.7761801454220165,0.8706060676721318,0.9916919909025493,1.0215304297720595,0.350742157077544,0.47067650784986814,0.6708338742058485,0.9213749354707483,0.6646382228554887,0.89958984375,0.6295185852050781,0.50961834192276,0.39783065795898437,0.3834686511993409,0.6555511970494228,0.579182410210665
219,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.23483153057372874,0.6549612113355594,0.7674055150042438,0.8552217464058359,0.9806276619869762,1.0134887602680605,0.32754741283091,0.4352059664729386,0.6225561488066492,0.8868970297363077,0.6233436515191376,0.9052783203125001,0.718863935470581,0.562303967475891,0.4255114555358886,0.3577052039861679,0.6178534722298903,0.5355743300058876
261,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.18326346819981154,0.6513455711206437,0.7665846491978758,0.866542162659081,0.9908649656507704,1.0203040758321613,0.26175208230549807,0.3590000724818673,0.5428880967332814,0.8597903357175847,0.6171272879810301,0.8430627441406251,0.6110443115234375,0.4956007003784178,0.32708144348114737,0.3163334886550903,0.6185145269316278,0.5221861568660124
213,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.2258168394389486,0.6599081278797372,0.7653054129783833,0.8645633157190371,0.9886246602395311,1.0182193873304324,0.3213202354921008,0.4353428064621444,0.633950919588904,0.8973869684652918,0.6397100992358296,0.9091235351562499,0.6925354003906251,0.530860376358032,0.39813733160495757,0.3599937419891358,0.6591064889727669,0.5731945601138101
215,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.1790726194292347,0.6681253250717136,0.7770200815174254,0.8734483074399677,0.9935797006805982,1.021862136925511,0.25579114728857877,0.3532619727185722,0.5436373353747107,0.8739490723994822,0.6510421024866012,0.8550238037109374,0.7262503051757814,0.5074321103096008,0.3716139981150626,0.3380396812438966,0.6505006650412873,0.5696662510872922
206,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.19123173551884065,0.6676892060238986,0.779250991893955,0.8807570772865962,0.9960493009868421,1.0233345724028617,0.27315369040602977,0.3775448006920416,0.5743652169942459,0.8917191878836696,0.6706914277723894,0.886318359375,0.7418569946289062,0.5373440289497374,0.3667745453119277,0.35073517570495605,0.6559244121456168,0.5775477833342415
216,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.2426541129520956,0.6618688107327032,0.7829960921745361,0.88167392866327,0.9939554983326162,1.02195601565517,0.34307095865176784,0.4562443569952808,0.6465767501851228,0.923250994310064,0.6629735106821287,0.935654296875,0.7300404357910156,0.5447056961059569,0.4237621046602726,0.38788455905914315,0.6583899856207034,0.5739405230930742
222,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.14069556543449835,0.6633792246173932,0.7783297105924557,0.8668141989132119,0.9906811378933882,1.0227559929220085,0.20080376511198006,0.2748566915742732,0.42614093251567564,0.8055079800703051,0.6697552002847194,0.77015869140625,0.5884823608398437,0.45603782892227174,0.3147723039984703,0.2920495163440705,0.6061682394026362,0.5393412336903092
220,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.14903534088625747,0.6418301567037706,0.753445588547292,0.8506147822673166,0.9808116694548162,1.014266434590891,0.21282485064289322,0.29268057608788123,0.4550985280011909,0.8013673624645008,0.5725953125102582,0.8154757690429687,0.6218538665771485,0.44360893130302415,0.3015565979480743,0.29193361549377445,0.6001723725478796,0.4931303081968991
217,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.1474968978329798,0.6399796896959086,0.7506893882056359,0.8478608654516088,0.9786286499361583,1.0119661494542547,0.21067773393464115,0.2914357442571891,0.4560171286574253,0.8000820595399752,0.5707912332367855,0.86832275390625,0.6465890502929688,0.48625444531440726,0.31510298728942865,0.27355049505233764,0.5944196690899368,0.4895562281989364
259,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.27375285395373794,0.6651110634994457,0.7849105180724234,0.8796894859228163,0.9901604426781244,1.0190798590139902,0.383068393171678,0.5008215521063772,0.6921507413858461,0.9393358117607424,0.6777557719625794,0.8698950195312498,0.6771726989746094,0.5739189195632933,0.489677574634552,0.472731379699707,0.6548310508516777,0.5807158535898347
310,joint_noise_arctique_instance_nuclei_intensity_ensemble_pu_0_50,0.2115438232597171,0.6626981921368402,0.773911471748491,0.8723698201011018,0.9914940799281875,1.0199574150498145,0.3019084289235812,0.41138749009192643,0.6078023445445588,0.8967901325116756,0.6404420416120631,0.8787500000000003,0.6785252380371094,0.5929740786552429,0.4473654264211654,0.39368444480896,0.6489135459573108,0.5599778038699694
