10695,0.4483736576289777,0.0204247575864749,0.0460291801913397,CS
23229,0.4264926161998323,0.0859090240784572,0.2051960793969157,CS
2023-05-25_1055,0.4057618897137524,0.2067973847620172,0.4303538434896716,Weeds
frankfurt_000001_055306,0.4429779077051327,0.0457111540756235,0.5555945897702181,GTA
A12,0.2379730540487431,0.3260362148760838,0.5934065061609136,Worm
A03,0.2348115730692037,0.4847327609057856,0.7399133689641354,Worm
2023-06-06_0176,0.36471783176189,0.4218061611454209,0.7977817597017532,Weeds
0117_00,0.2416086345160755,0.5462217143745249,0.8401673329649229,LIDC benign
0172_00,0.1642510442589719,0.6186471907660904,0.8951400865116452,LIDC solid
0555_04,0.054603837367931,0.4611131835735693,0.9681806681929532,LIDC solid
0609_04,0.1863254199524045,0.7562528582986688,0.9793139987010588,LIDC benign
0555_05,0.0011377208032875,0.4844408698735973,0.9666429721856116,LIDC solid
0172_01,0.0614782504507469,0.6581708842240621,0.987003820293634,LIDC benign
0172_00,0.1642510442589719,0.6186471907660904,0.8951400865116452,LIDC solid
