component_index,mean_determinant,mean_relative_volume,distance_to_global_mean,mean_vector_str,n_features
0,7.092077930195533e-41,2.0205591115869284e-21,0.872484559601775,"[-0.01507329,-0.15643631,-0.18360363,-0.18056888, 6.26506237, 6.36134089,
 -0.02327176,-0.02653386,-0.0220034 , 0.30496841, 0.58191523, 5.52602725,
  0.59018797,-0.01896179,-0.03901801,-0.03901908, 0.63726416, 0.02468184]",18
1,4.088828887784574e-43,2.5124788531731433e-22,3.301267103664052,"[-0.36236746,-0.4857244 ,-0.29229152,-0.43129889, 6.02731405, 6.3200504 ,
 -0.39710379,-0.42548224,-0.44758722, 0.52171374, 1.44344039, 3.48848563,
 -0.3604916 ,-0.54771674,-0.47103795,-0.44755227,-0.65428036,-0.97014773]",18
2,7.877706196105965e-42,6.908895284508041e-22,3.91531744854937,"[-0.49327247,-0.14693701, 0.07822089, 0.2822356 , 5.70854746, 6.08607098,
 -0.54114906,-0.57746995,-0.5934124 , 0.61966747, 3.07194439, 3.48608582,
  0.66485049,-0.60526651,-0.59620984,-0.57282638, 1.37406232,-0.35934555]",18
3,3.6454454814956747e-48,6.306943852642432e-25,3.501765985797949,"[-0.38993336, 0.37409647, 0.3610945 , 0.8989193 , 6.19440125, 6.33184769,
 -0.39797639,-0.40810088,-0.40160797, 1.5429893 , 2.2225501 , 4.77123918,
  0.48556741,-0.23766264,-0.38015859,-0.42149323, 2.74045563, 1.42342869]",18
4,1.1690985097876685e-45,1.1337668960590955e-23,3.344001411635659,"[-0.63074211,-0.03136334, 0.11876699, 0.46797216, 6.18804074, 6.27875992,
 -0.64047538,-0.65776864,-0.66672214, 0.13513981, 1.89525493, 3.60443696,
 -0.15566992,-0.45378575,-0.5859771 ,-0.62141676, 2.22826215, 0.9786768 ]",18
5,5.2262900435342905e-45,1.951991817909506e-23,2.4300659887706284,"[-0.13093368,-0.07623692,-0.12602898,-0.09616745, 5.90938679, 6.10089321,
 -0.14523165,-0.16871265,-0.20851505, 0.91286924, 0.98575425, 3.20410374,
  0.33238459,-0.12327865,-0.17331162,-0.17254084, 1.417731  , 0.26758254]",18
6,4.1532406048027346e-51,1.4467915822941264e-26,3.376382371761399,"[-0.2745013 , 0.04013464, 0.05581849, 0.1552808 , 6.02172884, 6.18039141,
 -0.2770738 ,-0.27439762,-0.24847953, 1.39391406, 1.50914199, 3.96934992,
  1.08449725,-0.12660399,-0.30348551,-0.30804036, 3.19480713, 0.40873911]",18
