component_index,eigenvalue_index,mean_eigenvalue,std_dev_eigenvalue,n_features
0,0,6.516483654131089,3.874269984618538,21
0,1,2.9228002441469814,1.5606752918262836,21
0,2,1.3212804074155349,0.38713905394716935,21
0,3,0.6892304985314175,0.2261881463379979,21
0,4,0.39665844736425804,0.16003742245226782,21
0,5,0.22035447949213188,0.10705207321567134,21
0,6,0.1427178487545428,0.05611794896768305,21
0,7,0.09997675613832344,0.03178474955295731,21
0,8,0.0691898920660926,0.026434377176051575,21
0,9,0.04967019941147578,0.023003299795409528,21
0,10,0.03493637150551416,0.019772695230690744,21
0,11,0.01558209380631934,0.009182989030308078,21
0,12,0.010912184482988243,0.007621379353940521,21
0,13,0.007078056319276211,0.005115125226897187,21
0,14,0.004985018526346195,0.003732381850152712,21
0,15,0.004170287867438698,0.003262347726721196,21
0,16,0.0033542936597880228,0.0026948553246446483,21
0,17,0.0019136210669570028,0.001594892268421183,21
0,18,0.001366145609307375,0.0011534134044421263,21
0,19,0.0006204699414970719,0.0006265543702125792,21
0,20,8.133701405931977e-05,7.126082450609883e-05,21
1,0,9.249873845337948,4.317141101064698,21
1,1,3.9511598327479107,1.435594429856826,21
1,2,1.6758919416185427,0.559293750910333,21
1,3,0.918327185620044,0.3331349377891544,21
1,4,0.5120762487836086,0.2560905664361702,21
1,5,0.2581461753854003,0.12616281879592742,21
1,6,0.14698792136709424,0.0774984365928716,21
1,7,0.10426202081657018,0.06624137518130613,21
1,8,0.07420583700479676,0.05115535701080375,21
1,9,0.048182387822570845,0.03078529063715987,21
1,10,0.02788908808609648,0.018990493463900124,21
1,11,0.013068979495638764,0.01092606840780919,21
1,12,0.008439349494269614,0.00784413533278785,21
1,13,0.0052502580094916235,0.0056832757372083315,21
1,14,0.0032023372411692946,0.003989690791858034,21
1,15,0.0021684572441583077,0.0032594311046573294,21
1,16,0.0014861191368001085,0.002407065971557813,21
1,17,0.0008456285212693857,0.0013821126309090086,21
1,18,0.0005340522602145965,0.0009494553510752527,21
1,19,0.0001965642405156632,0.0003992800529151311,21
1,20,2.195292636916392e-05,4.158670726178073e-05,21
2,0,8.693793547714147,3.7220782241543726,21
2,1,4.159702791557831,1.8253846240978087,21
2,2,1.9715477664272487,0.7074899750536762,21
2,3,1.1179685902845227,0.3783035387329908,21
2,4,0.6160374725903495,0.24377754986423972,21
2,5,0.3300089212860558,0.12909483065575164,21
2,6,0.1839877564328936,0.07634157240422448,21
2,7,0.10702334847743329,0.04951297771932502,21
2,8,0.07560810673761043,0.0389052422627281,21
2,9,0.053849322316888416,0.030401551100978055,21
2,10,0.036460345704329614,0.022644937613298326,21
2,11,0.01855836186104972,0.013630720835302786,21
2,12,0.01234421877329121,0.009794249931623564,21
2,13,0.007589426589363142,0.007060175311320627,21
2,14,0.005013456486219269,0.005110329764031898,21
2,15,0.0030534776042777023,0.003403904005375755,21
2,16,0.0018066977648615139,0.0022605069343771874,21
2,17,0.0010851211651529667,0.0014210242012072224,21
2,18,0.0006615539461236258,0.0010119509533810516,21
2,19,0.00022893373246600477,0.0004207864321836733,21
2,20,2.6809681580801635e-05,4.911889573291409e-05,21
