component_index,mean_determinant,mean_relative_volume,distance_to_global_mean,mean_vector_str,n_features
0,7.269344958287386e-27,3.300131841455265e-14,0.5100002455480825,"[-0.03959352, 0.12412594, 0.18217442, 0.20151214, 0.06159895, 0.03077672,
 -0.04673694,-0.04399928,-0.00967969, 0.0095685 , 0.21454129, 0.05117515,
  0.02877329, 0.02049666,-0.02256136,-0.01659323, 0.01328168, 0.00606928]",18
1,6.022195164536923e-27,2.996781103101336e-14,4.115736730384728,"[-0.74438281,-0.62918677,-0.61443925,-0.56201035,-1.62949338,-1.66062507,
 -0.72879523,-0.73649573,-0.75482324,-0.76450417,-0.26832026,-0.71891374,
 -0.69162364,-0.72217405,-0.74032997,-0.76582363,-1.83171027,-1.86218803]",18
2,7.692025715932295e-27,4.011054657662754e-14,3.6932236727209355,"[-0.80362994,-0.37656556,-0.28292315,-0.25443647,-1.42176831,-1.52484076,
 -0.79298369,-0.79720004,-0.80307082,-0.80171495, 0.0288839 ,-0.67112853,
 -0.65085994,-0.64564858,-0.7621408 ,-0.77632653,-1.55102745,-1.60212318]",18
3,1.3795893296816504e-25,1.3112517659373888e-13,0.3960382789921419,"[-0.00909104, 0.14801496, 0.16352609, 0.18101286,-0.11003539,-0.16109689,
 -0.03353893,-0.03512369,-0.0115732 , 0.01029034, 0.19664453, 0.11611616,
  0.1085056 , 0.05883596, 0.00561318, 0.00794191,-0.17330573,-0.20778584]",18
