component_index,determinant,relative_volume,n_features
0,3.84248050666186e-12,1.960224606177022e-06,3
1,0.007918800367404144,0.08898764165548013,3
2,0.11560723385944026,0.3400106378621708,3
3,1.7895126412500314e-12,1.3377266691107087e-06,3
