component_index,eigenvalue_index,mean_eigenvalue,std_dev_eigenvalue,n_features
0,0,3.8925805042709127,4.118399171972468,18
0,1,1.322232653300639,0.35269115789942185,18
0,2,0.3342496539562748,0.08493770686587511,18
0,3,0.15980847309443452,0.045357510249338935,18
0,4,0.08965798514225833,0.036211994995216455,18
0,5,0.05657082087936618,0.025930666279521456,18
0,6,0.034167994256476264,0.011467114468302937,18
0,7,0.023400299665981474,0.01104938032844684,18
0,8,0.015785298812906887,0.006293481407438542,18
0,9,0.010315390108473904,0.0044052475815145355,18
0,10,0.004020034962573179,0.0015478849069004178,18
0,11,0.0013669378206732645,0.0006189683639589097,18
0,12,0.0006058563179130244,0.00020852487906552458,18
0,13,0.0002681606068631987,8.28944319326745e-05,18
0,14,0.0001755209329645306,6.876708236467509e-05,18
0,15,9.659628687982452e-05,3.346746230293825e-05,18
0,16,3.0079169676539876e-05,1.593654613425995e-05,18
0,17,1.4648425045539205e-05,8.627293944458704e-06,18
1,0,13.479739154347243,14.857512625298641,18
1,1,1.985670559157645,1.3904176709084326,18
1,2,0.5568289356340759,0.333210156970809,18
1,3,0.2393268699891312,0.16107621515103598,18
1,4,0.09478476160278419,0.045271626324542964,18
1,5,0.05150399599192238,0.024974666983636724,18
1,6,0.024346644538521887,0.015563666014854585,18
1,7,0.013698244149261055,0.011196560077361233,18
1,8,0.009957517626936509,0.00966450922752966,18
1,9,0.006546198633652406,0.006185170641052571,18
1,10,0.0024226578554038466,0.002208666122470337,18
1,11,0.0008234599953241828,0.0008249693756563456,18
1,12,0.00037766217100649045,0.0003419466561970647,18
1,13,0.00016412247618758884,0.00014269094097691916,18
1,14,0.00010661375854297379,9.445574523882995e-05,18
1,15,4.894703350136252e-05,4.195328043584708e-05,18
1,16,1.2467581181098067e-05,1.1798255193837836e-05,18
1,17,7.423819200797876e-06,8.382881005532044e-06,18
2,0,13.361801829421893,13.867228917510332,18
2,1,2.494413660027005,2.029552146276779,18
2,2,0.5211203378008095,0.29826810382334634,18
2,3,0.22890042989736487,0.1359245439157143,18
2,4,0.07608708808420259,0.03607414934875062,18
2,5,0.03316906998039946,0.025892967812118032,18
2,6,0.015733951604317006,0.01809264274341051,18
2,7,0.009652427419703955,0.01224058007329703,18
2,8,0.006578081657824422,0.0076462578712331655,18
2,9,0.004102879616204833,0.004893627098827367,18
2,10,0.001874997541257911,0.002185460955266156,18
2,11,0.0005259060353117979,0.0006362557490348415,18
2,12,0.0002662303694650734,0.00030775583126991504,18
2,13,0.00011499507976945053,0.0001336984382457722,18
2,14,7.809698781163126e-05,9.246078196798886e-05,18
2,15,3.576236252335055e-05,4.108803080316387e-05,18
2,16,1.0999479585269246e-05,1.34328487891392e-05,18
2,17,5.4626684506162376e-06,7.228112758424127e-06,18
