component_index,mean_determinant,mean_relative_volume,distance_to_global_mean,mean_vector_str,n_features
0,1.380951040911627e-47,1.0587193625028245e-24,1.5032159784916215,"[-0.43086994,-0.09548889, 0.1640479 , 0.20404705, 0.59565441, 5.49082385,
 -0.42724736,-0.42177106,-0.42242285,-0.27161495, 0.50653405, 2.40269355,
 -0.25347044,-0.29073406,-0.35771885,-0.38201953, 0.02926401, 0.03268832]",18
1,2.1212223318213913e-45,1.1127617954377829e-23,0.9561970747510442,"[-4.52543856e-02,-4.04424688e-02, 1.23864514e-01, 1.50344901e-01,
  5.36753271e-01, 5.91219795e+00,-4.79547282e-02,-4.52148370e-02,
 -3.18920474e-02,-8.22995199e-04,-2.00674598e-01, 1.80464976e+00,
 -1.73472000e-01,-8.33211443e-02,-6.34689526e-02,-5.44784763e-02,
  2.20485549e-01, 2.22910324e-01]",18
2,2.4867818252855536e-45,1.118427573040344e-23,8.032031451139625,"[-1.19569777,-1.99679332,-0.54635405,-0.40379713,-1.73341866, 0.98527544,
 -1.17563846,-1.16459924,-1.2196798 ,-0.68152145,-0.39511825, 0.94429028,
 -1.31112705,-1.42625395,-1.40640376,-1.37559364,-2.41007789,-2.42196351]",18
3,2.266423523089666e-49,1.8486696857643323e-25,2.862758892665096,"[-0.58126592,-0.41214121, 0.03560626, 0.07803771, 0.03502226, 4.17714197,
 -0.55835666,-0.5313344 ,-0.55941967, 0.72103834, 0.26542425, 2.05894481,
 -0.41015459,-0.52884291,-0.56449611,-0.5874193 ,-0.67718785,-0.68357318]",18
4,5.228011519635101e-48,7.311549010634916e-25,2.5849745681236938,"[-2.70682399e-02, 5.89516796e-01, 3.81535114e-01, 3.79093339e-01,
  9.83056718e-01, 6.36134089e+00,-1.68982285e-02, 6.57723003e-03,
 -4.34529987e-03, 1.76052276e+00, 6.60317653e-01, 4.00424245e+00,
  5.67295726e-01, 3.38817523e-01, 2.12072974e-01, 1.41101637e-01,
  5.56622693e-01, 5.50625802e-01]",18
5,6.828873813530021e-50,7.221522933229923e-26,1.9571222402599329,"[-0.44393348, 0.45923537, 0.34404166, 0.3570549 , 1.43667932, 6.36134089,
 -0.44438386,-0.41953666,-0.42486687, 0.6266032 , 0.71264629, 2.77953941,
  0.15408547, 0.04322778,-0.16891142,-0.25644013, 0.54736986, 0.55225754]",18
