component_index,eigenvalue_index,mean_eigenvalue,std_dev_eigenvalue,n_features
0,0,6.776857018143384,6.126944964669382,18
0,1,2.6363615010812724,0.9406188972741087,18
0,2,1.2485210319312006,0.6842528278933974,18
0,3,0.7424003985116274,0.30036941024431324,18
0,4,0.3533321663819018,0.21859598511376246,18
0,5,0.21421981273943252,0.1070766982490758,18
0,6,0.1280525780492613,0.06715545188727517,18
0,7,0.07372492154933616,0.02582123509599578,18
0,8,0.045602529726068416,0.019582749566213864,18
0,9,0.030135661989925334,0.015179086124881511,18
0,10,0.02115929873572801,0.012487036813197808,18
0,11,0.007725835385586644,0.003891032173292708,18
0,12,0.0052833924543310515,0.0028469830702484086,18
0,13,0.0031016380793421226,0.0022309791677724163,18
0,14,0.0015289898989911885,0.0010616987556916972,18
0,15,0.0005851009963650776,0.0004378162836931261,18
0,16,0.00014398952054004837,0.00014871569318122252,18
0,17,4.427761002523673e-05,5.1313660996142066e-05,18
1,0,9.044907248539289,7.946822325730812,18
1,1,2.7367336555444695,1.0658719235508296,18
1,2,1.1894650432751424,0.5720809878639154,18
1,3,0.534465241766344,0.35246789664260175,18
1,4,0.2678833610510286,0.200282842404141,18
1,5,0.14761781067786434,0.10442849363364179,18
1,6,0.08239843999884296,0.0671643690729857,18
1,7,0.04681119927287884,0.039037361029620826,18
1,8,0.02777756526940319,0.02436920378019889,18
1,9,0.019481595901013147,0.018783193615826397,18
1,10,0.010729998551294813,0.011289336218816004,18
1,11,0.00498569098037596,0.0052199056018809665,18
1,12,0.002778574790918156,0.0032346159674358083,18
1,13,0.0017084835474907533,0.0021395989993943927,18
1,14,0.0009009106382076096,0.0010744346326610561,18
1,15,0.0002941630846282768,0.00035009318964758236,18
1,16,0.00010018273439100651,0.00018618333294683094,18
1,17,3.6303792312695136e-05,6.527937387215806e-05,18
2,0,8.361357198405804,4.879433078878437,18
2,1,2.812259540511839,1.408538894918237,18
2,2,1.2636522169775934,0.6120447401453921,18
2,3,0.5383495749649504,0.37507639444117763,18
2,4,0.3157416231769896,0.2559886648545085,18
2,5,0.17587714263875714,0.15214775677535586,18
2,6,0.10684329322194412,0.0948463232510875,18
2,7,0.06663748023787117,0.06168859982882925,18
2,8,0.03528416892314737,0.03141677823514676,18
2,9,0.0198819344814645,0.01882279750233697,18
2,10,0.01078793141672629,0.011202382534560067,18
2,11,0.005182451041195092,0.006246857959757355,18
2,12,0.0033214604125509023,0.003974228236510076,18
2,13,0.001464110787003578,0.001570971068355278,18
2,14,0.000669667410161304,0.0008288352510587027,18
2,15,0.0003732893998604615,0.0004729050742124219,18
2,16,0.00012032477915632444,0.00017532210713417105,18
2,17,2.2624276013656655e-05,4.15334009478855e-05,18
3,0,6.411492624648373,4.477301124101333,18
3,1,2.7095691999616887,1.1924767193370616,18
3,2,1.2136633331966693,0.5289456117776968,18
3,3,0.6552950972602343,0.25386575116343824,18
3,4,0.37468853504147126,0.1952240997237516,18
3,5,0.22750260214528129,0.12136901395897723,18
3,6,0.1307392224900363,0.06094129989284721,18
3,7,0.08697514522571995,0.03525851520870052,18
3,8,0.05053048180181193,0.02207096619143735,18
3,9,0.03236779081546403,0.013380469692486569,18
3,10,0.02162079623711263,0.009872473002094718,18
3,11,0.009936546816915727,0.006575027125299245,18
3,12,0.006035061607839984,0.0042708617599684215,18
3,13,0.003297091826177095,0.0020725771079891033,18
3,14,0.0014516843965586726,0.0008928019699604781,18
3,15,0.0007295717916652351,0.000592649560670113,18
3,16,0.0002582856600293449,0.0003033684883353493,18
3,17,6.885366982175882e-05,5.3197408007627825e-05,18
